rfq_id,characteristic,error_type,predicted_value,actual_value
RFQ731-004541,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004541,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004541,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004542,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004542,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004542,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004542,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-004542,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004542,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004542,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004542,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-004542,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004543,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-004543,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004543,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004543,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004543,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004543,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004543,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004543,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004543,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004543,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004543,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-004543,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004544,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004544,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004544,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004544,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004544,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004544,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004545,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-004545,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004545,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004545,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-004545,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004545,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004545,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004545,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004545,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004545,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004545,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004545,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004546,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004546,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004546,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004546,explosionApproval,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004546,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004546,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004546,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004547,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-004547,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004547,devCategory,MISSED_REQUIREMENT,NOVALUE,S
RFQ731-004547,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004547,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004547,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004547,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004547,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004548,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-004548,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004548,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004548,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004548,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,S
RFQ731-004548,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004548,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004548,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004548,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004548,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004548,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004549,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-004549,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004549,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004549,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004549,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004549,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004549,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004549,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004549,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004549,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004549,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004550,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-004550,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004550,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004550,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004550,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004550,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004550,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004550,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-004550,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004551,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004551,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004551,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-004551,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004551,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004551,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-004551,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004551,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004551,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004551,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004552,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-004552,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-004552,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-004552,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004552,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004552,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004552,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004552,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS2
RFQ731-004553,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004553,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004553,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,ST
RFQ731-004553,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004553,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004553,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-004553,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004553,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004553,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004554,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-004554,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004554,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004554,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004554,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004554,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004554,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004554,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004555,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-004555,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004555,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-004555,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,ST
RFQ731-004555,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004555,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-004555,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004555,explosionApproval,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004555,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004555,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004555,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004555,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004556,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-004556,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-004556,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004556,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004556,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004556,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004556,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004557,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,CN
RFQ731-004557,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-004557,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004557,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004557,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004557,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004557,stromEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,AS,IS1
RFQ731-004558,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004558,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-004558,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004558,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004558,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004558,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004558,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-004558,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004558,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004559,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-004559,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-004559,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004559,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004559,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004559,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004559,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004560,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004560,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004560,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004560,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-004560,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004560,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004560,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004560,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004560,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004560,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004561,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-004561,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004561,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004561,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,F
RFQ731-004561,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004561,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004561,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004562,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004562,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,ST
RFQ731-004562,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004562,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004562,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004562,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004562,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004563,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-004563,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004563,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004563,devCategory,MISSED_REQUIREMENT,NOVALUE,S
RFQ731-004563,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-004563,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004563,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004563,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004563,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004564,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN2
RFQ731-004564,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-004564,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,PW
RFQ731-004564,dataInterface,MISSED_REQUIREMENT,NOVALUE,NN
RFQ731-004564,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004564,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004564,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004564,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004565,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-004565,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,GP
RFQ731-004565,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004565,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004565,dynamicGasMaster,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004565,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004565,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004565,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004566,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004566,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004566,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-004566,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004566,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004566,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-004566,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004566,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004566,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004566,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004567,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-004567,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-004567,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-004567,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004567,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-004567,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004567,numberOfChannels,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004567,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004567,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004567,steamApplication,MISSED_REQUIREMENT,NOVALUE,H
RFQ731-004567,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004567,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004568,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-004568,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004568,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004568,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004568,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004568,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004568,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-004568,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004569,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-004569,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004569,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,CA
RFQ731-004569,dataInterface,MISSED_REQUIREMENT,NOVALUE,MT
RFQ731-004569,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004569,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004569,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004569,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004569,stromSchaltbar,MISSED_REQUIREMENT,NOVALUE,CS2
RFQ731-004570,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,CN
RFQ731-004570,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,WD
RFQ731-004570,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004570,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004570,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004571,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,MN
RFQ731-004571,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004571,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004571,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004571,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004571,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004572,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN2
RFQ731-004572,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004572,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,VG,PW
RFQ731-004572,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004572,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004572,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004572,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004573,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP1
RFQ731-004573,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,MN
RFQ731-004573,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004573,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004573,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004573,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004573,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004573,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004573,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004573,temperaturEingaenge,FALSE_POSITIVE_OR_WRONG_VALUE,TT1,NOVALUE
RFQ731-004573,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004574,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004574,certification,FALSE_POSITIVE_OR_WRONG_VALUE,AG,NN
RFQ731-004574,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,ST
RFQ731-004574,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004574,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004574,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-004574,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004574,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004574,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004574,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004574,steamApplication,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004574,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,FUNCTIONALITY,CS1
RFQ731-004575,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004575,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004575,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004575,devCategory,MISSED_REQUIREMENT,NOVALUE,G
RFQ731-004575,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004575,powerSupply,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004575,protectionArea,MISSED_REQUIREMENT,NOVALUE,N
RFQ731-004575,stromSchaltbar,FALSE_POSITIVE_OR_WRONG_VALUE,CAPABILITY,CS1
RFQ731-004575,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004576,binaerDigitalOpenColl_MN,MISSED_REQUIREMENT,NOVALUE,MN1
RFQ731-004576,binaerOpenColl_MP,FALSE_POSITIVE_OR_WRONG_VALUE,MP1,NOVALUE
RFQ731-004576,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004576,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004576,devCategory,FALSE_POSITIVE_OR_WRONG_VALUE,G,H
RFQ731-004576,explosionApproval,MISSED_REQUIREMENT,NOVALUE,F
RFQ731-004576,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004576,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004576,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004577,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004577,characteristic,FALSE_POSITIVE_OR_WRONG_VALUE,TE,GP
RFQ731-004577,customUserFluid,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004577,dataInterface,MISSED_REQUIREMENT,NOVALUE,HS
RFQ731-004577,explosionApproval,MISSED_REQUIREMENT,NOVALUE,K
RFQ731-004577,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
RFQ731-004577,stromEingaenge,MISSED_REQUIREMENT,NOVALUE,IS1
RFQ731-004577,waveInjector,MISSED_REQUIREMENT,NOVALUE,FWI
RFQ731-004578,binaerOpenColl_MP,MISSED_REQUIREMENT,NOVALUE,MP4
RFQ731-004578,certification,FALSE_POSITIVE_OR_WRONG_VALUE,IN,NN
RFQ731-004578,dataInterface,MISSED_REQUIREMENT,NOVALUE,PA
RFQ731-004578,dev_advMeterVerification,MISSED_REQUIREMENT,NOVALUE,1
RFQ731-004578,explosionApproval,MISSED_REQUIREMENT,NOVALUE,A
RFQ731-004578,protectionArea,MISSED_REQUIREMENT,NOVALUE,2
