rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,recommended_package,top_score,true_rank,candidate_count,requirement_count
RFQ731-003359,ORACLE,True,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,G731ST-HT,28.55370077555966,1,151,16
RFQ731-003360,ORACLE,True,G731ST-HT,CFG731_fcf6a3b44d96735f,CFG731_e2d64e127f97296d,G731ST-HT,23.098845056731886,12,151,13
RFQ731-003361,ORACLE,True,x731,CFG731_3823a7587dcc8acd,CFG731_3823a7587dcc8acd,x731,20.915302580848405,1,1549,14
RFQ731-003362,ORACLE,True,G731ST-HT,CFG731_ad49f2ad57627f46,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,24.14792620826305,2,151,13
RFQ731-003363,ORACLE,True,x731,CFG731_6077133dce604e06,CFG731_3fe779486d988e69,x731,21.36419494007785,5,1549,15
RFQ731-003364,ORACLE,True,G731ST-HT,CFG731_288e4c99b4e02895,CFG731_288e4c99b4e02895,G731ST-HT,25.030527130832397,1,151,14
RFQ731-003365,ORACLE,True,x731,CFG731_b5a071e920590337,CFG731_83f956404d04e6cd,x731,22.457573553602412,3,1549,15
RFQ731-003366,ORACLE,True,F731TE,CFG731_3d8c1bbc0ef4249a,CFG731_3d8c1bbc0ef4249a,F731TE,37.164352471850115,1,30,13
RFQ731-003367,ORACLE,True,x731,CFG731_23aa00a5306a83b2,CFG731_23aa00a5306a83b2,x731,22.132068723704005,1,1549,15
RFQ731-003368,ORACLE,True,x731,CFG731_35443b2ee17ecca9,CFG731_5e57a3f6d3b745b8,x731,21.526411783513563,3,1549,13
RFQ731-003369,ORACLE,True,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,G731CA,32.28750463962656,1,48,14
RFQ731-003370,ORACLE,True,x731,CFG731_d517f4f2d9736ee5,CFG731_fde1ab2a4808b544,x731,20.208462190894448,7,1549,14
RFQ731-003371,ORACLE,True,x731,CFG731_1d3bf6638fef70ae,CFG731_1d3bf6638fef70ae,x731,21.5577883664318,1,1549,15
RFQ731-003372,ORACLE,True,G731ST-HT,CFG731_6649a4899673b05e,CFG731_e7ac403b81e86f8f,G731ST-HT,23.011992340128096,6,151,13
RFQ731-003373,ORACLE,True,G731ST-HT,CFG731_4d6c56202edf3f41,CFG731_eb70dc35972dc4b7,G731ST-HT,25.433200682727858,3,151,14
RFQ731-003374,ORACLE,True,G731ST-HT,CFG731_6e53621a73b55f2c,CFG731_6e53621a73b55f2c,G731ST-HT,26.809348184433137,1,151,15
RFQ731-003375,ORACLE,True,x731,CFG731_782638eae748ba9a,CFG731_782638eae748ba9a,x731,21.825331075997916,1,1549,15
RFQ731-003376,ORACLE,True,x731,CFG731_09db81b4dee54f57,CFG731_75466cb810218a66,x731,20.396003181225083,4,1549,13
RFQ731-003377,ORACLE,True,F731WD_SingleChannel,CFG731_e98d2be876599c40,CFG731_e98d2be876599c40,F731WD_SingleChannel,34.75499937453291,1,10,13
RFQ731-003378,ORACLE,True,x731,CFG731_50797efe795778c6,CFG731_1642db5c21ada469,x731,18.469831018512334,2,1549,13
RFQ731-003379,ORACLE,True,x731,CFG731_782638eae748ba9a,CFG731_782638eae748ba9a,x731,21.825331075997916,1,1549,15
RFQ731-003380,ORACLE,True,F731WD_DualChannel,CFG731_37e3938c6089bb2d,CFG731_819cb4e76943eca6,F731WD_DualChannel,23.304019990790593,2,19,11
RFQ731-003381,ORACLE,True,x731,CFG731_4ba013fed31fb45f,CFG731_4ba013fed31fb45f,x731,22.31949416394986,1,1549,13
RFQ731-003382,ORACLE,True,F731TE,CFG731_1962af6277da6f54,CFG731_1962af6277da6f54,F731TE,35.41859881450209,1,30,13
RFQ731-003383,ORACLE,True,x731,CFG731_33f263ef54ef97d1,CFG731_5869cd9805e6c1ca,x731,19.657544209791826,4,1549,14
RFQ731-003384,ORACLE,True,G731ST-HT,CFG731_7b2f69a7ca55041b,CFG731_7b2f69a7ca55041b,G731ST-HT,27.804086906786278,1,151,16
RFQ731-003385,ORACLE,True,x731,CFG731_de1b4a889540ef0e,CFG731_de1b4a889540ef0e,x731,21.06395788766009,1,1549,14
RFQ731-003386,ORACLE,True,G731ST-LT,CFG731_7882c72c21497015,CFG731_7882c72c21497015,G731ST-LT,27.28168299527284,1,153,16
RFQ731-003387,ORACLE,True,x731,CFG731_3c119308d8305ad4,CFG731_3c119308d8305ad4,x731,20.701719896485546,1,1549,15
RFQ731-003388,ORACLE,True,x731,CFG731_9a3bcb48249a8b49,CFG731_d27f5f5f307014a8,x731,23.051126288386797,2,1549,15
RFQ731-003389,ORACLE,True,x731,CFG731_3f43e18524472dbe,CFG731_40e06ca56bd88fa1,x731,21.721401997418536,3,1549,14
RFQ731-003390,ORACLE,True,G731ST-LT,CFG731_c5da2661a169f82b,CFG731_c5da2661a169f82b,G731ST-LT,25.821145365161616,1,153,15
RFQ731-003391,ORACLE,True,G731CA,CFG731_b97ce0f180acf155,CFG731_b97ce0f180acf155,G731CA,30.239808418487417,1,48,14
RFQ731-003392,ORACLE,True,F731WD_DualChannel,CFG731_8281908b452128f3,CFG731_8281908b452128f3,F731WD_DualChannel,32.15863761872915,1,19,13
RFQ731-003393,ORACLE,True,x731,CFG731_8956c16bd3b9a345,CFG731_7822370b42865359,x731,20.759157800896435,2,1549,14
RFQ731-003394,ORACLE,True,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,G731CA,33.8413206340227,1,48,14
RFQ731-003395,ORACLE,True,x731,CFG731_d67b44eae58dfe59,CFG731_d67b44eae58dfe59,x731,20.098880033530694,1,1549,14
RFQ731-003396,ORACLE,True,G731ST-HT,CFG731_baab4a7f51aced1f,CFG731_eb70dc35972dc4b7,G731ST-HT,24.077983472682227,2,151,13
RFQ731-003397,ORACLE,True,F731WD_DualChannel,CFG731_cd1c2b236ffda331,CFG731_cd1c2b236ffda331,F731WD_DualChannel,27.446541185083227,1,19,11
RFQ731-003398,ORACLE,True,G731ST-HT,CFG731_fa50e8a725c751e0,CFG731_7c70763d4cf79560,G731ST-HT,23.69924507013696,6,151,13
RFQ731-003399,ORACLE,True,G731CA,CFG731_f235f4dd7693c885,CFG731_2aca30183aab25a9,G731CA,21.38519079054886,2,48,12
RFQ731-003400,ORACLE,True,x731,CFG731_8cf35251fcd54982,CFG731_8cf35251fcd54982,x731,22.10933928294404,1,1549,15
RFQ731-003401,ORACLE,True,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_eb70dc35972dc4b7,G731ST-HT,26.887281123528297,1,151,15
RFQ731-003402,ORACLE,True,x731,CFG731_9cedc4ecc45a4b46,CFG731_e08dfad4737be3d9,x731,22.90114821592039,2,1549,15
RFQ731-003403,ORACLE,True,x731,CFG731_8d2c10e2688ee31d,CFG731_8d2c10e2688ee31d,x731,23.111483832474487,1,1549,16
RFQ731-003404,ORACLE,True,x731,CFG731_584d4f5b54752e2e,CFG731_fde1ab2a4808b544,x731,21.868854547291445,3,1549,15
RFQ731-003405,ORACLE,True,x731,CFG731_5aad423ad5989441,CFG731_5aad423ad5989441,x731,22.527516289183236,1,1549,15
RFQ731-003406,ORACLE,True,x731,CFG731_b757671ab14f2876,CFG731_3662a471d9ce3167,x731,21.19160448391597,2,1549,15
RFQ731-003407,ORACLE,True,x731,CFG731_dbb33a574e3ad4d8,CFG731_dbb33a574e3ad4d8,x731,22.205106330991647,1,1549,13
RFQ731-003408,ORACLE,True,x731,CFG731_33fed5318b1a4f2f,CFG731_33fed5318b1a4f2f,x731,22.855069102206816,1,1549,15
RFQ731-003409,ORACLE,True,x731,CFG731_b1e6da79b3f3968c,CFG731_f0cf22354800092d,x731,19.33887767404575,6,1549,13
RFQ731-003410,ORACLE,True,x731,CFG731_7a941b9a49372410,CFG731_70b38ab75d3ca724,x731,18.92054200460543,6,1549,13
RFQ731-003411,ORACLE,True,x731,CFG731_fc0b29ae617f0a6b,CFG731_8c50542218db5cb0,x731,20.672305084292645,4,1549,14
RFQ731-003412,ORACLE,True,x731,CFG731_5f07d1fd22503872,CFG731_dbb33a574e3ad4d8,x731,20.222309415179534,6,1549,12
RFQ731-003413,ORACLE,True,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_0fdf5c36c9c41e69,G731ST-LT,26.639852134762897,1,153,16
RFQ731-003414,ORACLE,True,G731ST-HT,CFG731_84b16be5aab3bf9b,CFG731_2a989bd6dba74d9f,G731ST-HT,27.037259195994704,2,151,15
RFQ731-003415,ORACLE,True,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,G731ST-HT,28.745873912229037,1,151,16
RFQ731-003416,ORACLE,True,F731TE,CFG731_4d0235c9d5cc61be,CFG731_ac57adca497d644f,F731TE,28.66129355409542,2,30,11
RFQ731-003417,ORACLE,True,x731,CFG731_ae226e31119be9bd,CFG731_ae226e31119be9bd,x731,23.233133724164887,1,1549,14
RFQ731-003418,ORACLE,True,x731,CFG731_3a6a87d7cf07cb7c,CFG731_3a6a87d7cf07cb7c,x731,21.16106161493284,1,1549,15
RFQ731-003419,ORACLE,True,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,30.762456252706688,1,10,13
RFQ731-003420,ORACLE,True,x731,CFG731_b65f8c1aefa2a95b,CFG731_086adbe1d654b214,x731,20.550263267751525,3,1549,14
RFQ731-003421,ORACLE,True,x731,CFG731_509cb555eca833a1,CFG731_509cb555eca833a1,x731,21.037423689912305,1,1549,15
RFQ731-003422,ORACLE,True,x731,CFG731_fe424f85d85e1c0c,CFG731_cb9d6c11077bd307,x731,20.185524914237124,5,1549,14
RFQ731-003423,ORACLE,True,x731,CFG731_122577678a9fbaa5,CFG731_122577678a9fbaa5,x731,19.673278730769624,1,1549,14
RFQ731-003424,ORACLE,True,x731,CFG731_8ef93a1702c0f879,CFG731_8ef93a1702c0f879,x731,19.343020482803176,1,1549,13
RFQ731-003425,ORACLE,True,x731,CFG731_5e61ce3b60d15e11,CFG731_5e61ce3b60d15e11,x731,24.905628499657887,1,1549,17
RFQ731-003426,ORACLE,True,G731ST-LT,CFG731_e4891d6f45902e22,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,24.465928155115986,4,153,14
RFQ731-003427,ORACLE,True,x731,CFG731_b80e7ed679169677,CFG731_36d7686aca1200ae,x731,20.77368573733401,5,1549,14
RFQ731-003428,ORACLE,True,F731WD_SingleChannel,CFG731_0be7d6198235486b,CFG731_11c93eca01984a14,F731WD_SingleChannel,25.359137294119503,2,10,11
RFQ731-003429,ORACLE,True,x731,CFG731_ab7c99e095bc84f9,CFG731_11da8cc369b71f5a,x731,22.694915592846613,2,1549,16
RFQ731-003430,ORACLE,True,G731CA,CFG731_16b53411ff7f6c9b,CFG731_16b53411ff7f6c9b,G731CA,37.442597375840485,1,48,14
RFQ731-003431,ORACLE,True,G731ST-HT,CFG731_fab0d81b6a0ca4e0,CFG731_288e4c99b4e02895,G731ST-HT,23.047730215020284,12,151,13
RFQ731-003432,ORACLE,True,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,G731ST-LT,26.949215780743785,1,153,16
RFQ731-003433,ORACLE,True,x731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,x731,21.445650566648002,1,1549,15
RFQ731-003434,ORACLE,True,F731TE,CFG731_574aa7a29f75cd60,CFG731_574aa7a29f75cd60,F731TE,35.46079387870506,1,30,13
RFQ731-003435,ORACLE,True,x731,CFG731_579057193c092394,CFG731_579057193c092394,x731,20.602856665730737,1,1549,15
RFQ731-003436,ORACLE,True,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_8281908b452128f3,F731WD_DualChannel,30.740295052820898,2,19,12
RFQ731-003437,ORACLE,True,x731,CFG731_068dfb669c5d2e98,CFG731_3b2a32abbf148ca1,x731,21.73844013926064,3,1549,15
RFQ731-003438,ORACLE,True,x731,CFG731_9eda95fb1b62fb8d,CFG731_8d07e19298d09d34,x731,20.080182345933412,3,1549,13
RFQ731-003439,ORACLE,True,x731,CFG731_5789f006b670582c,CFG731_ebb861c404a79d91,x731,19.67850846874415,3,1549,13
RFQ731-003440,ORACLE,True,x731,CFG731_2683cf7e09782f5e,CFG731_2683cf7e09782f5e,x731,22.62841662476227,1,1549,16
RFQ731-003441,ORACLE,True,x731,CFG731_b761b914f76d159e,CFG731_8a7a801f91254eeb,x731,20.536313179087596,3,1549,13
RFQ731-003442,ORACLE,True,x731,CFG731_48772fd385d8dcd5,CFG731_8d2d91c46ccfb471,x731,22.961107795458645,2,1549,15
RFQ731-003443,ORACLE,True,x731,CFG731_ef2da8cd513b19be,CFG731_ef2da8cd513b19be,x731,21.49668611583682,1,1549,14
RFQ731-003444,ORACLE,True,x731,CFG731_256f254632c47939,CFG731_6b36d25fda044bf5,x731,20.30566411790805,4,1549,14
RFQ731-003445,ORACLE,True,G731ST-HT,CFG731_617247356a7014fb,CFG731_7b2f69a7ca55041b,G731ST-HT,26.385744340878027,2,151,15
RFQ731-003446,ORACLE,True,x731,CFG731_1f978c234895178c,CFG731_1f978c234895178c,x731,22.347209256857262,1,1549,16
RFQ731-003447,ORACLE,True,x731,CFG731_9cc4d2424009fabe,CFG731_c1d02f1d1235ec05,x731,22.569183418717195,3,1549,15
RFQ731-003448,ORACLE,True,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,G731ST-LT,26.013318501830994,1,153,15
RFQ731-003449,ORACLE,True,x731,CFG731_59f11353d30c03ee,CFG731_59f11353d30c03ee,x731,22.920791172878772,1,1549,16
RFQ731-003450,ORACLE,True,x731,CFG731_bd2172ffd6b9273a,CFG731_bd2172ffd6b9273a,x731,22.133391489358726,1,1549,15
RFQ731-003451,ORACLE,True,G731ST-LT,CFG731_098817d766a37bc2,CFG731_a40ab19ad6671fbe,G731ST-LT,25.530873214835534,2,153,15
RFQ731-003452,ORACLE,True,x731,CFG731_9ccdadb28a07accd,CFG731_5ea309f998205da7,x731,21.281151774626046,6,1549,14
RFQ731-003453,ORACLE,True,F731PW,CFG731_00f08838a21d3799,CFG731_00f08838a21d3799,F731PW,28.231894322810824,1,15,11
RFQ731-003454,ORACLE,True,x731,CFG731_20e62aeb01c953da,CFG731_20e62aeb01c953da,x731,22.998724111973935,1,1549,16
RFQ731-003455,ORACLE,True,G731ST-HT,CFG731_5c80dfb541787e3e,CFG731_5c80dfb541787e3e,G731ST-HT,26.598847769207058,1,151,15
RFQ731-003456,ORACLE,True,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_c050936f4a70e2a0,G731ST-LT,25.607273139727138,1,153,15
RFQ731-003457,ORACLE,True,x731,CFG731_fe424f85d85e1c0c,CFG731_cb9d6c11077bd307,x731,20.185524914237124,5,1549,14
RFQ731-003458,ORACLE,True,x731,CFG731_4dd88391f253d6d5,CFG731_cf543b1c3927ab71,x731,22.070285337557696,2,1549,15
RFQ731-003459,ORACLE,True,x731,CFG731_bb4f0886ba308d63,CFG731_9a0f0b26c7f24725,x731,21.6927433020168,6,1549,14
RFQ731-003460,ORACLE,True,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,G731ST-LT,26.013318501830994,1,153,15
RFQ731-003461,ORACLE,True,G731ST-LT,CFG731_bd771effc0c19f23,CFG731_c050936f4a70e2a0,G731ST-LT,22.833713363773256,6,153,13
RFQ731-003462,ORACLE,True,x731,CFG731_ae226e31119be9bd,CFG731_ae226e31119be9bd,x731,23.233133724164887,1,1549,14
RFQ731-003463,ORACLE,True,x731,CFG731_d9234c84a58b99ae,CFG731_d9234c84a58b99ae,x731,21.435939795821504,1,1549,15
RFQ731-003464,ORACLE,True,x731,CFG731_8e5ce09a779d2284,CFG731_91e51485b56960b2,x731,19.749176238335373,2,1549,14
RFQ731-003465,ORACLE,True,x731,CFG731_4f69dda45b9029b5,CFG731_31aa13473958d7d3,x731,22.51678124230433,2,1549,16
RFQ731-003466,ORACLE,True,x731,CFG731_5ea309f998205da7,CFG731_5ea309f998205da7,x731,23.436937111149476,1,1549,16
RFQ731-003467,ORACLE,True,x731,CFG731_ef02695e374fc418,CFG731_c39096767a7ae083,x731,20.370116454090194,2,1549,14
RFQ731-003468,ORACLE,True,x731,CFG731_a41a2d2cef1a675f,CFG731_a41a2d2cef1a675f,x731,22.659404172759384,1,1549,14
RFQ731-003469,ORACLE,True,F731TE,CFG731_3c2aedfb429dc226,CFG731_d8c69b7395beabbb,F731TE,29.797240735676542,2,30,11
RFQ731-003470,ORACLE,True,x731,CFG731_3450383be0000281,CFG731_962b6fcde3072947,x731,20.73037859188728,4,1549,15
RFQ731-003471,ORACLE,True,G731ST-HT,CFG731_ab3b0ae98d7b2345,CFG731_63eca10a00ae1f5d,G731ST-HT,27.14181539896219,2,151,15
RFQ731-003472,ORACLE,True,F731TE,CFG731_d8c69b7395beabbb,CFG731_d8c69b7395beabbb,F731TE,38.80183643608151,1,30,13
RFQ731-003473,ORACLE,True,x731,CFG731_63f33b68f29fecef,CFG731_67de76f701c9cfad,x731,21.981614267792,2,1549,15
RFQ731-003474,ORACLE,True,G731ST-HT,CFG731_7f0b42d2b9f7fcc2,CFG731_eb70dc35972dc4b7,G731ST-HT,25.532063913482666,2,151,14
RFQ731-003475,ORACLE,True,x731,CFG731_928eb2092e8c7074,CFG731_91e51485b56960b2,x731,20.01671894790149,2,1549,14
RFQ731-003476,ORACLE,True,x731,CFG731_95e2d680672ff303,CFG731_95e2d680672ff303,x731,22.19745234740874,1,1549,13
RFQ731-003477,ORACLE,True,G731CA,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,G731CA,30.389786490953828,1,48,14
RFQ731-003478,ORACLE,True,x731,CFG731_901acdfc4a61ad77,CFG731_357a7724550c556f,x731,19.82250055772635,3,1549,14
RFQ731-003479,ORACLE,True,x731,CFG731_35443b2ee17ecca9,CFG731_5e57a3f6d3b745b8,x731,21.526411783513563,3,1549,13
RFQ731-003480,ORACLE,True,x731,CFG731_fa063863b8688588,CFG731_fa063863b8688588,x731,21.47712245140122,1,1549,14
RFQ731-003481,ORACLE,True,G731ST-LT,CFG731_0dd81a588b2a1411,CFG731_0dd81a588b2a1411,G731ST-LT,24.32563407725631,1,153,14
RFQ731-003482,ORACLE,True,x731,CFG731_9228cc48e333917c,CFG731_9228cc48e333917c,x731,21.956036770952142,1,1549,15
RFQ731-003483,ORACLE,True,G731ST-LT,CFG731_2469d1b04bd775f6,CFG731_2469d1b04bd775f6,G731ST-LT,25.13465685225086,1,153,15
RFQ731-003484,ORACLE,True,G731ST-HT,CFG731_ff5d8da56ff22796,CFG731_bbffb73f3dff6787,G731ST-HT,23.507071933467582,7,151,13
RFQ731-003485,ORACLE,True,G731ST-HT,CFG731_7b2f69a7ca55041b,CFG731_7b2f69a7ca55041b,G731ST-HT,27.804086906786278,1,151,16
RFQ731-003486,ORACLE,True,G731ST-HT,CFG731_86a2340212c01d2a,CFG731_a56f1437a0b4ca31,G731ST-HT,25.604109046853914,2,151,14
RFQ731-003487,ORACLE,True,x731,CFG731_1d3bf6638fef70ae,CFG731_1d3bf6638fef70ae,x731,21.5577883664318,1,1549,15
RFQ731-003488,ORACLE,True,G731ST-LT,CFG731_77fac91021549398,CFG731_87d8ba5b87cf0a3f,G731ST-LT,22.1571212140856,3,153,13
RFQ731-003489,ORACLE,True,x731,CFG731_67de76f701c9cfad,CFG731_67de76f701c9cfad,x731,23.069288768271516,1,1549,16
RFQ731-003490,ORACLE,True,F731PW,CFG731_f9fd6a4462ec051a,CFG731_f9fd6a4462ec051a,F731PW,34.02362848404934,1,15,12
RFQ731-003491,ORACLE,True,x731,CFG731_a41a2d2cef1a675f,CFG731_a41a2d2cef1a675f,x731,22.659404172759384,1,1549,14
RFQ731-003492,ORACLE,True,F731WD_DualChannel,CFG731_f53899c7a09e0138,CFG731_cd1c2b236ffda331,F731WD_DualChannel,26.028198619174976,2,19,10
RFQ731-003493,ORACLE,True,x731,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,x731,23.934621390886722,1,1549,17
RFQ731-003494,ORACLE,True,x731,CFG731_9fcbeaf9d5010d3a,CFG731_9fcbeaf9d5010d3a,x731,21.67925455042225,1,1549,15
RFQ731-003495,ORACLE,True,G731CA,CFG731_757fbd3e8915b462,CFG731_757fbd3e8915b462,G731CA,33.69134256155629,1,48,14
RFQ731-003496,ORACLE,True,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,G731ST-HT,26.995064131791732,1,151,15
RFQ731-003497,ORACLE,True,G731ST-LT,CFG731_515a31451814aae9,CFG731_515a31451814aae9,G731ST-LT,23.011847714315543,1,153,13
RFQ731-003498,ORACLE,True,x731,CFG731_d417765b001ea99c,CFG731_83f956404d04e6cd,x731,21.82999384783593,3,1549,15
RFQ731-003499,ORACLE,True,x731,CFG731_d3db38843cf9fb81,CFG731_d3db38843cf9fb81,x731,22.413276091609017,1,1549,15
RFQ731-003500,ORACLE,True,x731,CFG731_353333bad447dbef,CFG731_353333bad447dbef,x731,22.35353231955655,1,1549,15
RFQ731-003501,ORACLE,True,x731,CFG731_7393da73e12c3f06,CFG731_7393da73e12c3f06,x731,23.579340019453937,1,1549,14
RFQ731-003502,ORACLE,True,x731,CFG731_24a2c6ef94654845,CFG731_b4987f1c95e91d0d,x731,20.923183492338087,2,1549,15
RFQ731-003503,ORACLE,True,x731,CFG731_b848918cab1cb35d,CFG731_5ea309f998205da7,x731,22.018594545241225,3,1549,15
RFQ731-003504,ORACLE,True,x731,CFG731_fe2a2a8faea232df,CFG731_3a824c7e49bfd8f4,x731,21.240755859523393,3,1549,14
RFQ731-003505,ORACLE,True,x731,CFG731_9009dc9a78f8b97e,CFG731_9009dc9a78f8b97e,x731,21.107792697318686,1,1549,13
RFQ731-003506,ORACLE,True,G731ST-HT,CFG731_b5710e5f11e2cbc2,CFG731_3f42c988dc83cb23,G731ST-HT,25.751984721529897,4,151,14
RFQ731-003507,ORACLE,True,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,G731ST-LT,26.949215780743785,1,153,16
RFQ731-003508,ORACLE,True,G731ST-HT,CFG731_ff04d32ca467d2a5,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,24.974426943297008,3,151,14
RFQ731-003509,ORACLE,True,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,G731ST-HT,26.995064131791732,1,151,15
RFQ731-003510,ORACLE,True,x731,CFG731_7942d32924313c96,CFG731_7942d32924313c96,x731,20.975585668750952,1,1549,14
RFQ731-003511,ORACLE,True,x731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,x731,21.445650566648002,1,1549,15
RFQ731-003512,ORACLE,True,x731,CFG731_cf93550b4257fc7d,CFG731_e5a85c19cf4647dd,x731,19.53222043581184,6,1549,14
RFQ731-003513,ORACLE,True,x731,CFG731_7822370b42865359,CFG731_7822370b42865359,x731,22.177500366804686,1,1549,15
RFQ731-003514,ORACLE,True,G731VG,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,G731VG,38.77477620783847,1,4,15
RFQ731-003515,ORACLE,True,x731,CFG731_0a5e675a5cd95b86,CFG731_0fbee36816b7af98,x731,21.9977039004861,4,1549,15
RFQ731-003516,ORACLE,True,x731,CFG731_3352d611bcf09d74,CFG731_31d0a0df66872bf7,x731,22.534742275599466,2,1549,15
RFQ731-003517,ORACLE,True,x731,CFG731_2451b1d5b9cd9ccd,CFG731_214b093bf98ca9ef,x731,18.499855446248542,7,1549,13
RFQ731-003518,ORACLE,True,x731,CFG731_db983e07a279051a,CFG731_db983e07a279051a,x731,22.48351985539151,1,1549,14
RFQ731-003519,ORACLE,True,G731ST-HT,CFG731_3c6c3a0686e047ad,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,25.50314341830868,4,151,14
RFQ731-003520,ORACLE,True,x731,CFG731_db395082b1a3b8ac,CFG731_db395082b1a3b8ac,x731,22.940611540664392,1,1549,14
RFQ731-003521,ORACLE,True,G731ST-LT,CFG731_159f3a6877b5a5d2,CFG731_ef044db10b586894,G731ST-LT,22.38503222564717,10,153,13
RFQ731-003522,ORACLE,True,x731,CFG731_fe5ec1b0bcdbd396,CFG731_fe5ec1b0bcdbd396,x731,18.357693218728535,1,1549,13
RFQ731-003523,ORACLE,True,F731WD_DualChannel,CFG731_37e3938c6089bb2d,CFG731_819cb4e76943eca6,F731WD_DualChannel,23.304019990790593,2,19,11
RFQ731-003524,ORACLE,True,F731TE,CFG731_4d0235c9d5cc61be,CFG731_ac57adca497d644f,F731TE,28.66129355409542,2,30,11
RFQ731-003525,ORACLE,True,x731,CFG731_59f86789e43d86f1,CFG731_59f86789e43d86f1,x731,23.11716703108541,1,1549,16
RFQ731-003526,ORACLE,True,F731TE,CFG731_7113759c5b95914d,CFG731_7113759c5b95914d,F731TE,40.34799587457038,1,30,13
RFQ731-003527,ORACLE,True,x731,CFG731_3d652e6a54b1c68b,CFG731_3d652e6a54b1c68b,x731,22.866510554842808,1,1549,16
RFQ731-003528,ORACLE,True,x731,CFG731_32a4bb12438a37ab,CFG731_32a4bb12438a37ab,x731,25.1868358675629,1,1549,17
RFQ731-003529,ORACLE,True,G731ST-HT,CFG731_49bb1327a04ca706,CFG731_7b2f69a7ca55041b,G731ST-HT,26.448869696740648,2,151,15
RFQ731-003530,ORACLE,True,x731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,x731,21.445650566648002,1,1549,15
RFQ731-003531,ORACLE,True,x731,CFG731_3bcde7f8df32303c,CFG731_3bcde7f8df32303c,x731,25.055606572124297,1,1549,17
RFQ731-003532,ORACLE,True,x731,CFG731_341c156f683b247f,CFG731_c39096767a7ae083,x731,20.425417993417984,6,1549,14
RFQ731-003533,ORACLE,True,x731,CFG731_20991e8bae2729c8,CFG731_3611bb1fba248e38,x731,20.259585004194474,3,1549,14
RFQ731-003534,ORACLE,True,x731,CFG731_e8d4d37dfb814e2d,CFG731_9e4fccece4d272d3,x731,19.92981046540948,2,1549,14
RFQ731-003535,ORACLE,True,x731,CFG731_c0f829ddab491342,CFG731_c0f829ddab491342,x731,20.324798565323892,1,1549,14
RFQ731-003536,ORACLE,True,x731,CFG731_6f8c15548921e4c2,CFG731_6f8c15548921e4c2,x731,22.773792005717592,1,1549,14
RFQ731-003537,ORACLE,True,x731,CFG731_917fc613cc9bf56a,CFG731_7ffc09802c7b60bf,x731,20.037649239561134,2,1549,14
RFQ731-003538,ORACLE,True,x731,CFG731_56e4b0def3749424,CFG731_56e4b0def3749424,x731,20.07385928323412,1,1549,14
RFQ731-003539,ORACLE,True,F731TE,CFG731_1962af6277da6f54,CFG731_1962af6277da6f54,F731TE,35.41859881450209,1,30,13
RFQ731-003540,ORACLE,True,G731ST-HT,CFG731_68193b179adae994,CFG731_bbffb73f3dff6787,G731ST-HT,27.135358209651407,2,151,15
RFQ731-003541,ORACLE,True,G731ST-LT,CFG731_d3e51804db148a52,CFG731_d3e51804db148a52,G731ST-LT,24.2877938045737,1,153,14
RFQ731-003542,ORACLE,True,G731ST-LT,CFG731_26554ff79bcf8a3f,CFG731_49cd4cbef1081333,G731ST-LT,23.6174510555878,3,153,14
RFQ731-003543,ORACLE,True,x731,CFG731_20e0d69972310e9f,CFG731_e8e7b7513a5c9544,x731,19.339755956057516,2,1549,13
RFQ731-003544,ORACLE,True,x731,CFG731_fd3397424975992e,CFG731_fd3397424975992e,x731,21.481876634242052,1,1549,15
