rfq_id,sentence_index,characteristic,internal_value,confidence,characteristic_phrase,value_phrase,source_sentence,v4_threshold,v4_decision
RFQ731-004451,8,certification,NN,1.585365853658537,standard certification package,standard certification package,The proposed solution must provide the standard certification package.,0.3,ACCEPT
RFQ731-004451,2,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The equipment is required to support general-purpose configuration.,1.3,ACCEPT
RFQ731-004451,15,customUserFluid,1,2.0470588235294125,we require custom fluid configuration,we require custom fluid configuration,We require custom fluid configuration.,1.3,ACCEPT
RFQ731-004451,14,devCategory,G,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,The equipment is required to support dynamic gas measurement functionality.,0.9,ACCEPT
RFQ731-004451,13,dev_advMeterVerification,1,1.585365853658537,advanced verification functionality,advanced verification functionality,The equipment is required to support advanced verification functionality.,1.5,ACCEPT
RFQ731-004451,14,dynamicGasMaster,1,1.2649739583333337,dynamic gas measurement functionality,dynamic gas measurement functionality,The equipment is required to support dynamic gas measurement functionality.,1.1,ACCEPT
RFQ731-004451,6,explosionApproval,A,2.0470588235294125,area where the applicable hazardous-area,area where the applicable hazardous-area,The equipment will be installed in an operating area where the applicable hazardous-area requirements must be met.,1.5,ACCEPT
RFQ731-004451,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004451,5,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The equipment is required to support one measurement channel.,1.1,ACCEPT
RFQ731-004451,4,powerSupply,4,1.585365853658537,alternative power supply,alternative power supply,The equipment is required to support an alternative power supply.,1.5,ACCEPT
RFQ731-004451,7,protectionArea,N,1.585365853658537,non-hazardous installation area,non-hazardous installation area,The proposed solution must provide a non-hazardous installation area.,1.3,ACCEPT
RFQ731-004451,10,stromSchaltbar,CS1,1.8292682926829271,consider switchable current-output functionality as,consider switchable current-output functionality as,Please consider switchable current-output functionality as a preferred option.,1.2,ACCEPT
RFQ731-004452,12,binaerDigitalOpenColl_MN,MN1,1.4809451219512195,digital signal input capability,digital signal input capability,The equipment is required to support digital signal input capability.,1.4,ACCEPT
RFQ731-004452,12,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,The equipment is required to support digital signal input capability.,1.2,ACCEPT
RFQ731-004452,8,certification,NN,1.6975609756097567,we require standard certification documentation,we require standard certification documentation,We require standard certification documentation.,0.3,ACCEPT
RFQ731-004452,2,characteristic,GP,1.585365853658537,standard process configuration,standard process configuration,The application requires standard process configuration.,1.3,ACCEPT
RFQ731-004452,15,customUserFluid,1,1.6975609756097567,must provide custom fluid configuration,must provide custom fluid configuration,The proposed solution must provide custom fluid configuration.,1.3,ACCEPT
RFQ731-004452,14,dev_advMeterVerification,1,2.1323529411764706,would like enhanced verification,would like enhanced verification,The customer would like enhanced verification capabilities for maintenance.,1.5,ACCEPT
RFQ731-004452,6,explosionApproval,N,2.0470588235294125,does not require hazardous-area approval,does not require hazardous-area approval,The equipment is required to support the installation does not require hazardous-area approval.,1.5,ACCEPT
RFQ731-004452,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004452,5,numberOfChannels,1,1.4352941176470588,requires a single measurement channel,requires a single measurement channel,The application requires a single measurement channel.,1.1,ACCEPT
RFQ731-004452,4,powerSupply,4,1.741176470588235,requires the alternative electrical supply,requires the alternative electrical supply,The application requires the alternative electrical supply option.,1.5,ACCEPT
RFQ731-004452,10,stromEingaenge,IS1,1.741176470588235,provide a dedicated current-input channel,provide a dedicated current-input channel,The proposed solution must provide a dedicated current-input channel.,1.5,ACCEPT
RFQ731-004452,11,temperaturEingaenge,TT1,1.7858455882352944,we require one temperature,we require one temperature,We require one temperature measurement input.,1.2,ACCEPT
RFQ731-004452,13,waveInjector,FWI,1.2649739583333337,must provide advanced low-temperature,must provide advanced low-temperature,The proposed solution must provide advanced low-temperature measurement capability.,1.2,ACCEPT
RFQ731-004453,14,binaerOpenColl_MP,MP1,1.4439024390243906,must provide an open-collector input,must provide an open-collector input,The proposed solution must provide an open-collector input capability.,1.2,ACCEPT
RFQ731-004453,9,certification,NN,1.585365853658537,standard certification documentation,standard certification documentation,The equipment is required to support standard certification documentation.,0.3,ACCEPT
RFQ731-004453,3,characteristic,ST,1.4809451219512195,must provide standard temperature,must provide standard temperature,The proposed solution must provide standard temperature application.,1.3,ACCEPT
RFQ731-004453,16,customUserFluid,1,1.741176470588235,provide a customer-specific fluid definition,provide a customer-specific fluid definition,The proposed solution must provide a customer-specific fluid definition.,1.3,ACCEPT
RFQ731-004453,10,dataInterface,NN,1.7858455882352944,we require standard communication,we require standard communication,We require standard communication capability.,1.3,ACCEPT
RFQ731-004453,15,dev_advMeterVerification,1,2.0470588235294125,we require advanced meter verification,we require advanced meter verification,We require advanced meter verification.,1.5,ACCEPT
RFQ731-004453,8,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-004453,7,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,We require the required explosionApproval configuration.,1.5,ACCEPT
RFQ731-004453,18,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004453,6,numberOfChannels,1,1.4393382352941178,must provide a single,must provide a single,The proposed solution must provide a single measurement channel.,1.1,ACCEPT
RFQ731-004453,5,powerSupply,1,1.585365853658537,standard power supply,standard power supply,The equipment is required to support standard power supply.,1.5,ACCEPT
RFQ731-004453,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-004453,17,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,We would prefer the required steamApplication configuration.,0.2,ACCEPT
RFQ731-004453,12,stromEingaenge,IS1,1.7858455882352944,requires one current input,requires one current input,The application requires one current input.,1.5,ACCEPT
RFQ731-004453,11,stromSchaltbar,CS1,2.0470588235294125,we would like a switchable,we would like a switchable,"Where available, we would like a switchable current-output capability.",1.2,ACCEPT
RFQ731-004453,13,temperaturEingaenge,TT1,1.741176470588235,provide one temperature measurement input,provide one temperature measurement input,"If possible, please provide one temperature measurement input.",1.2,ACCEPT
RFQ731-004454,13,binaerDigitalOpenColl_MN,MN1,2.0470588235294125,we require digital signal input,we require digital signal input,We require digital signal input capability.,1.4,ACCEPT
RFQ731-004454,13,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,We require digital signal input capability.,1.2,ACCEPT
RFQ731-004454,9,certification,MN,1.4352941176470588,we require appropriate measurement certification,we require appropriate measurement certification,We require appropriate measurement certification.,0.3,ACCEPT
RFQ731-004454,3,characteristic,GP,1.6975609756097567,we require standard process configuration,we require standard process configuration,We require standard process configuration.,1.3,ACCEPT
RFQ731-004454,16,customUserFluid,1,2.0470588235294125,like a customer-specific fluid definition,like a customer-specific fluid definition,"Where available, we would like a customer-specific fluid definition.",1.3,ACCEPT
RFQ731-004454,15,dev_advMeterVerification,1,1.7858455882352944,requires advanced verification functionality,requires advanced verification functionality,The application requires advanced verification functionality.,1.5,ACCEPT
RFQ731-004454,8,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-004454,7,explosionApproval,F,2.1323529411764706,operation under hazardous-area conditions,operation under hazardous-area conditions,The application requires operation under hazardous-area conditions.,1.5,ACCEPT
RFQ731-004454,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004454,6,numberOfChannels,1,1.741176470588235,must provide one measurement channel,must provide one measurement channel,The proposed solution must provide one measurement channel.,1.1,ACCEPT
RFQ731-004454,5,powerSupply,4,1.741176470588235,requires the alternative electrical supply,requires the alternative electrical supply,The application requires the alternative electrical supply option.,1.5,ACCEPT
RFQ731-004454,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-004454,11,stromSchaltbar,CS1,1.241869918699187,a switchable current-output,a switchable current-output,The equipment is required to support a switchable current-output capability.,1.2,ACCEPT
RFQ731-004454,12,temperaturEingaenge,TT1,1.4352941176470588,we require temperature measurement capability,we require temperature measurement capability,We require temperature measurement capability.,1.2,ACCEPT
RFQ731-004454,14,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,Please consider enhanced measurement capability for demanding applications as a preferred option.,1.2,ACCEPT
RFQ731-004455,13,binaerDigitalOpenColl_MN,MN1,2.2058823529411766,we would prefer digital signal,we would prefer digital signal,We would prefer digital signal input capability.,1.4,ACCEPT
RFQ731-004455,13,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,We would prefer digital signal input capability.,1.2,ACCEPT
RFQ731-004455,9,certification,NN,1.585365853658537,standard certification package,standard certification package,We require the standard certification package.,0.3,ACCEPT
RFQ731-004455,3,characteristic,GP,1.585365853658537,standard process configuration,standard process configuration,The application requires standard process configuration.,1.3,ACCEPT
RFQ731-004455,17,customUserFluid,1,1.585365853658537,custom fluid configuration,custom fluid configuration,The equipment is required to support custom fluid configuration.,1.3,ACCEPT
RFQ731-004455,10,dataInterface,NN,2.0470588235294125,we would prefer standard communication,we would prefer standard communication,We would prefer standard communication capability.,1.3,ACCEPT
RFQ731-004455,15,dev_advMeterVerification,1,2.1323529411764706,would like enhanced verification,would like enhanced verification,The customer would like enhanced verification capabilities for maintenance.,1.5,ACCEPT
RFQ731-004455,16,dynamicGasMaster,1,1.1979166666666663,enhanced gas,enhanced gas,Please consider enhanced gas measurement capability as a preferred option.,1.1,ACCEPT
RFQ731-004455,8,explosionApproval,A,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The proposed solution must provide operation in a hazardous area with the applicable protection requirements.,1.5,ACCEPT
RFQ731-004455,7,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,The application requires the required explosionApproval configuration.,1.5,ACCEPT
RFQ731-004455,18,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004455,6,numberOfChannels,1,1.4393382352941178,we require a single,we require a single,We require a single measurement channel.,1.1,ACCEPT
RFQ731-004455,5,powerSupply,1,1.585365853658537,standard power supply,standard power supply,The equipment is required to support standard power supply.,1.5,ACCEPT
RFQ731-004455,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,The proposed solution must provide operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-004455,12,stromEingaenge,IS1,2.0470588235294125,prefer a dedicated current-input channel,prefer a dedicated current-input channel,We would prefer a dedicated current-input channel.,1.5,ACCEPT
RFQ731-004455,11,stromSchaltbar,CS1,1.741176470588235,must provide a switchable current-output,must provide a switchable current-output,The proposed solution must provide a switchable current-output capability.,1.2,ACCEPT
RFQ731-004455,14,temperaturEingaenge,TT1,1.3312499999999998,available we would like advanced,available we would like advanced,"Where available, we would like advanced low-temperature measurement capability.",1.2,ACCEPT
RFQ731-004455,14,waveInjector,FWI,1.5625,available we would like advanced,available we would like advanced,"Where available, we would like advanced low-temperature measurement capability.",1.2,ACCEPT
RFQ731-004456,12,binaerDigitalOpenColl_MN,MN1,2.0470588235294125,like a digital open-collector input,like a digital open-collector input,"Where available, we would like a digital open-collector input.",1.4,ACCEPT
RFQ731-004456,9,certification,CN,1.2195121951219514,certification,certification,We require the required measurement certification.,0.3,ACCEPT
RFQ731-004456,3,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The equipment is required to support general-purpose configuration.,1.3,ACCEPT
RFQ731-004456,15,customUserFluid,1,1.6975609756097567,must provide custom fluid configuration,must provide custom fluid configuration,The proposed solution must provide custom fluid configuration.,1.3,ACCEPT
RFQ731-004456,14,dev_advMeterVerification,1,2.0470588235294125,must provide advanced meter verification,must provide advanced meter verification,The proposed solution must provide advanced meter verification.,1.5,ACCEPT
RFQ731-004456,10,dynamicGasMaster,1,1.2333333333333334,proposed solution must provide enhanced,proposed solution must provide enhanced,The proposed solution must provide enhanced communication capability.,1.1,ACCEPT
RFQ731-004456,8,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The application requires installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-004456,7,explosionApproval,F,1.911764705882353,hazardous process environment,hazardous process environment,We require a hazardous process environment.,1.5,ACCEPT
RFQ731-004456,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004456,6,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The equipment is required to support one measurement channel.,1.1,ACCEPT
RFQ731-004456,5,powerSupply,4,1.741176470588235,provide the alternative electrical supply,provide the alternative electrical supply,The proposed solution must provide the alternative electrical supply option.,1.5,ACCEPT
RFQ731-004456,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The application requires installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-004456,11,stromEingaenge,IS1,2.0470588235294125,we require one current input,we require one current input,We require one current input.,1.5,ACCEPT
RFQ731-004456,14,temperaturEingaenge,TT1,1.2333333333333334,proposed solution must provide advanced,proposed solution must provide advanced,The proposed solution must provide advanced meter verification.,1.2,ACCEPT
RFQ731-004456,13,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,"If possible, please provide enhanced measurement capability for demanding applications.",1.2,ACCEPT
RFQ731-004457,14,binaerDigitalOpenColl_MN,MN1,1.985647058823529,prefer a digital open-collector input,prefer a digital open-collector input,We would prefer a digital open-collector input.,1.4,ACCEPT
RFQ731-004457,9,certification,NN,1.6975609756097567,must provide standard certification documentation,must provide standard certification documentation,The proposed solution must provide standard certification documentation.,0.3,ACCEPT
RFQ731-004457,3,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The equipment is required to support general-purpose configuration.,1.3,ACCEPT
RFQ731-004457,18,customUserFluid,1,1.585365853658537,custom fluid configuration,custom fluid configuration,The application requires custom fluid configuration.,1.3,ACCEPT
RFQ731-004457,10,dataInterface,NN,1.691176470588235,standard communication,standard communication,The application requires standard communication capability.,1.3,ACCEPT
RFQ731-004457,16,dev_advMeterVerification,1,2.2058823529411766,we would like advanced meter,we would like advanced meter,"Where available, we would like advanced meter verification.",1.5,ACCEPT
RFQ731-004457,17,dynamicGasMaster,1,1.4809451219512195,we require enhanced gas,we require enhanced gas,We require enhanced gas measurement capability.,1.1,ACCEPT
RFQ731-004457,8,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The application requires installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-004457,7,explosionApproval,K,1.691176470588235,explosionapproval configuration,explosionapproval configuration,The equipment is required to support the required explosionApproval configuration.,1.5,ACCEPT
RFQ731-004457,19,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004457,6,numberOfChannels,1,1.241869918699187,single measurement channel,single measurement channel,The equipment is required to support a single measurement channel.,1.1,ACCEPT
RFQ731-004457,5,powerSupply,4,1.741176470588235,provide the alternative electrical supply,provide the alternative electrical supply,The proposed solution must provide the alternative electrical supply option.,1.5,ACCEPT
RFQ731-004457,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The application requires installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-004457,12,stromEingaenge,IS1,2.2058823529411766,we would like one current,we would like one current,"Where available, we would like one current input.",1.5,ACCEPT
RFQ731-004457,11,stromSchaltbar,CS1,1.4393382352941178,provide a switchable current-output,provide a switchable current-output,"If possible, please provide a switchable current-output capability.",1.2,ACCEPT
RFQ731-004457,13,temperaturEingaenge,TT1,2.2058823529411766,we would prefer one temperature,we would prefer one temperature,We would prefer one temperature measurement input.,1.2,ACCEPT
RFQ731-004457,16,waveInjector,FWI,1.5625,available we would like advanced,available we would like advanced,"Where available, we would like advanced meter verification.",1.2,ACCEPT
RFQ731-004458,13,binaerDigitalOpenColl_MN,MN1,2.0470588235294125,like a digital open-collector input,like a digital open-collector input,"Where available, we would like a digital open-collector input.",1.4,ACCEPT
RFQ731-004458,9,certification,NN,1.585365853658537,standard certification package,standard certification package,The equipment is required to support the standard certification package.,0.3,ACCEPT
RFQ731-004458,3,characteristic,GP,1.4024390243902445,general-purpose configuration,general-purpose configuration,The application requires general-purpose configuration.,1.3,ACCEPT
RFQ731-004458,16,customUserFluid,1,2.2058823529411766,we would prefer custom fluid,we would prefer custom fluid,We would prefer custom fluid configuration.,1.3,ACCEPT
RFQ731-004458,10,dataInterface,NN,1.691176470588235,standard communication,standard communication,The application requires standard communication capability.,1.3,ACCEPT
RFQ731-004458,15,dev_advMeterVerification,1,2.2058823529411766,consider advanced meter verification as,consider advanced meter verification as,Please consider advanced meter verification as a preferred option.,1.5,ACCEPT
RFQ731-004458,7,explosionApproval,A,1.7858455882352944,we require hazardous-area operation,we require hazardous-area operation,We require hazardous-area operation.,1.5,ACCEPT
RFQ731-004458,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004458,6,numberOfChannels,1,1.4393382352941178,must provide a single,must provide a single,The proposed solution must provide a single measurement channel.,1.1,ACCEPT
RFQ731-004458,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The application requires the standard electrical supply option.,1.5,ACCEPT
RFQ731-004458,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,"Where available, we would like installation in a protected hazardous area.",1.3,ACCEPT
RFQ731-004458,12,stromEingaenge,IS1,1.741176470588235,requires a dedicated current-input channel,requires a dedicated current-input channel,The application requires a dedicated current-input channel.,1.5,ACCEPT
RFQ731-004458,11,stromSchaltbar,CS1,1.241869918699187,a switchable current-output,a switchable current-output,The equipment is required to support a switchable current-output capability.,1.2,ACCEPT
RFQ731-004458,14,temperaturEingaenge,TT1,1.4393382352941178,temperature measurement capability as,temperature measurement capability as,Please consider advanced low-temperature measurement capability as a preferred option.,1.2,ACCEPT
RFQ731-004458,14,waveInjector,FWI,1.354166666666667,consider advanced low-temperature,consider advanced low-temperature,Please consider advanced low-temperature measurement capability as a preferred option.,1.2,ACCEPT
RFQ731-004459,12,binaerDigitalOpenColl_MN,MN1,2.0470588235294125,like a digital open-collector input,like a digital open-collector input,"Where available, we would like a digital open-collector input.",1.4,ACCEPT
RFQ731-004459,9,certification,NN,1.585365853658537,standard certification package,standard certification package,The application requires the standard certification package.,0.3,ACCEPT
RFQ731-004459,3,characteristic,ST,1.4809451219512195,we require standard temperature,we require standard temperature,We require standard temperature application.,1.3,ACCEPT
RFQ731-004459,14,customUserFluid,1,1.741176470588235,provide a customer-specific fluid definition,provide a customer-specific fluid definition,"If possible, please provide a customer-specific fluid definition.",1.3,ACCEPT
RFQ731-004459,10,dataInterface,NN,2.0470588235294125,we would prefer standard communication,we would prefer standard communication,We would prefer standard communication capability.,1.3,ACCEPT
RFQ731-004459,13,dev_advMeterVerification,1,2.1323529411764706,would like enhanced verification,would like enhanced verification,The customer would like enhanced verification capabilities for maintenance.,1.5,ACCEPT
RFQ731-004459,8,explosionApproval,A,1.660214634146342,in a protected hazardous area,in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.5,ACCEPT
RFQ731-004459,7,explosionApproval,F,2.1323529411764706,operation under hazardous-area conditions,operation under hazardous-area conditions,The application requires operation under hazardous-area conditions.,1.5,ACCEPT
RFQ731-004459,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004459,6,numberOfChannels,1,1.241869918699187,one measurement channel,one measurement channel,The equipment is required to support one measurement channel.,1.1,ACCEPT
RFQ731-004459,5,powerSupply,1,1.8292682926829271,consider standard power supply as,consider standard power supply as,Please consider standard power supply as a preferred option.,1.5,ACCEPT
RFQ731-004459,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-004459,15,steamApplication,H,1.4024390243902445,steamapplication configuration,steamapplication configuration,We require the required steamApplication configuration.,0.2,ACCEPT
RFQ731-004459,11,stromEingaenge,IS1,2.0470588235294125,must provide one current input,must provide one current input,The proposed solution must provide one current input.,1.5,ACCEPT
RFQ731-004459,11,temperaturEingaenge,TT1,1.2333333333333334,proposed solution must provide one,proposed solution must provide one,The proposed solution must provide one current input.,1.2,ACCEPT
RFQ731-004460,14,binaerOpenColl_MP,MP1,1.7682926829268295,additional digital signal input,additional digital signal input,"If possible, please provide an additional digital signal input.",1.2,ACCEPT
RFQ731-004460,9,certification,CN,1.2195121951219514,certification,certification,The equipment is required to support appropriate measurement certification.,0.3,ACCEPT
RFQ731-004460,3,characteristic,GP,1.4809451219512195,must provide general-purpose configuration,must provide general-purpose configuration,The proposed solution must provide general-purpose configuration.,1.3,ACCEPT
RFQ731-004460,7,explosionApproval,N,2.0470588235294125,does not require hazardous-area approval,does not require hazardous-area approval,"Where available, we would like the installation does not require hazardous-area approval.",1.5,ACCEPT
RFQ731-004460,16,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004460,6,numberOfChannels,1,1.4393382352941178,we require a single,we require a single,We require a single measurement channel.,1.1,ACCEPT
RFQ731-004460,5,powerSupply,4,1.741176470588235,requires the alternative electrical supply,requires the alternative electrical supply,The application requires the alternative electrical supply option.,1.5,ACCEPT
RFQ731-004460,8,protectionArea,N,1.585365853658537,non-hazardous installation area,non-hazardous installation area,We require a non-hazardous installation area.,1.3,ACCEPT
RFQ731-004460,12,stromEingaenge,IS1,1.7858455882352944,requires one current input,requires one current input,The application requires one current input.,1.5,ACCEPT
RFQ731-004460,11,stromSchaltbar,CS1,2.0470588235294125,we would prefer a switchable,we would prefer a switchable,We would prefer a switchable current-output capability.,1.2,ACCEPT
RFQ731-004460,15,waveInjector,FWI,2.7,enhanced measurement capability for demanding applications,enhanced measurement capability for demanding applications,"Where available, we would like enhanced measurement capability for demanding applications.",1.2,ACCEPT
RFQ731-004461,13,binaerDigitalOpenColl_MN,MN1,2.0470588235294125,like a digital open-collector input,like a digital open-collector input,"Where available, we would like a digital open-collector input.",1.4,ACCEPT
RFQ731-004461,9,certification,NN,1.585365853658537,standard certification package,standard certification package,We require the standard certification package.,0.3,ACCEPT
RFQ731-004461,3,characteristic,GP,1.4809451219512195,must provide general-purpose configuration,must provide general-purpose configuration,The proposed solution must provide general-purpose configuration.,1.3,ACCEPT
RFQ731-004461,10,dataInterface,NN,1.7858455882352944,we require standard communication,we require standard communication,We require standard communication capability.,1.3,ACCEPT
RFQ731-004461,15,dev_advMeterVerification,1,2.0470588235294125,we require advanced verification functionality,we require advanced verification functionality,We require advanced verification functionality.,1.5,ACCEPT
RFQ731-004461,16,dynamicGasMaster,1,1.4809451219512195,we require enhanced gas,we require enhanced gas,We require enhanced gas measurement capability.,1.1,ACCEPT
RFQ731-004461,8,explosionApproval,A,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,We require operation in a hazardous area with the applicable protection requirements.,1.5,ACCEPT
RFQ731-004461,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004461,6,numberOfChannels,1,1.4393382352941178,we require a single,we require a single,We require a single measurement channel.,1.1,ACCEPT
RFQ731-004461,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,The application requires the standard electrical supply option.,1.5,ACCEPT
RFQ731-004461,8,protectionArea,2,1.6975609756097567,operation in a hazardous area,operation in a hazardous area,We require operation in a hazardous area with the applicable protection requirements.,1.3,ACCEPT
RFQ731-004461,11,stromSchaltbar,CS1,1.6975609756097567,must provide switchable current-output functionality,must provide switchable current-output functionality,The proposed solution must provide switchable current-output functionality.,1.2,ACCEPT
RFQ731-004461,12,temperaturEingaenge,TT1,1.4439024390243906,if possible please provide temperature,if possible please provide temperature,"If possible, please provide temperature measurement capability.",1.2,ACCEPT
RFQ731-004461,14,waveInjector,FWI,1.5625,available we would like advanced,available we would like advanced,"Where available, we would like advanced low-temperature measurement capability.",1.2,ACCEPT
RFQ731-004462,12,binaerDigitalOpenColl_MN,MN1,1.4809451219512195,digital signal input capability,digital signal input capability,The equipment is required to support digital signal input capability.,1.4,ACCEPT
RFQ731-004462,12,binaerOpenColl_MP,MP1,1.354166666666667,digital signal input,digital signal input,The equipment is required to support digital signal input capability.,1.2,ACCEPT
RFQ731-004462,9,certification,NN,1.6975609756097567,must provide standard certification documentation,must provide standard certification documentation,The proposed solution must provide standard certification documentation.,0.3,ACCEPT
RFQ731-004462,3,characteristic,GP,1.4809451219512195,must provide general-purpose configuration,must provide general-purpose configuration,The proposed solution must provide general-purpose configuration.,1.3,ACCEPT
RFQ731-004462,16,customUserFluid,1,2.1323529411764706,customer-specific fluid definition as,customer-specific fluid definition as,Please consider a customer-specific fluid definition as a preferred option.,1.3,ACCEPT
RFQ731-004462,14,dev_advMeterVerification,1,1.7858455882352944,requires advanced meter verification,requires advanced meter verification,The application requires advanced meter verification.,1.5,ACCEPT
RFQ731-004462,15,dynamicGasMaster,1,1.4809451219512195,must provide enhanced gas,must provide enhanced gas,The proposed solution must provide enhanced gas measurement capability.,1.1,ACCEPT
RFQ731-004462,7,explosionApproval,A,2.1323529411764706,area requiring explosion protection,area requiring explosion protection,The equipment is required to support operation in an area requiring explosion protection.,1.5,ACCEPT
RFQ731-004462,17,housing,ST,2.7777777777777777,expected delivery lead time validity,expected delivery lead time validity,"Please include pricing, expected delivery lead time, validity of the quotation, and any relevant technical documentation with your offer.",0.2,ACCEPT
RFQ731-004462,6,numberOfChannels,1,1.4393382352941178,must provide a single,must provide a single,The proposed solution must provide a single measurement channel.,1.1,ACCEPT
RFQ731-004462,5,powerSupply,1,1.585365853658537,standard electrical supply,standard electrical supply,We require the standard electrical supply option.,1.5,ACCEPT
RFQ731-004462,8,protectionArea,2,3.5666666666666678,installation in a protected hazardous area,installation in a protected hazardous area,The equipment is required to support installation in a protected hazardous area.,1.3,ACCEPT
RFQ731-004462,11,stromEingaenge,IS1,1.5104166666666663,we would prefer one,we would prefer one,We would prefer one temperature measurement input.,1.5,ACCEPT
RFQ731-004462,11,temperaturEingaenge,TT1,2.2058823529411766,we would prefer one temperature,we would prefer one temperature,We would prefer one temperature measurement input.,1.2,ACCEPT
RFQ731-004462,13,waveInjector,FWI,1.354166666666667,consider advanced low-temperature,consider advanced low-temperature,Please consider advanced low-temperature measurement capability as a preferred option.,1.2,ACCEPT
