rfq_id,true_configuration_id,recommended_configuration_id,true_package,recommended_package,top1_score,top1_matches,top1_contradictions,top1_coverage,true_rank,requirements_used
RFQ731-004001,CFG731_804fd97f3e73ed8a,CFG731_7630270d2245c283,x731,x731,51.875,15,1,0.9375,10,16
RFQ731-004002,CFG731_817824ee3a762453,CFG731_d2a75fda6f761c1b,G731CA,G731CA,45.0,11,0,1.0,2,11
RFQ731-004003,CFG731_608c0251ef380592,CFG731_e8f6cbe0006a0957,x731,x731,42.84615384615385,12,1,0.9230769230769231,2,13
RFQ731-004004,CFG731_ede0b25f5f83644d,CFG731_cf543b1c3927ab71,x731,x731,45.857142857142854,13,1,0.9285714285714286,6,14
RFQ731-004005,CFG731_5feb84333ab424ba,CFG731_a59cc7e57b856164,x731,x731,32.69230769230769,11,2,0.8461538461538461,10,13
RFQ731-004006,CFG731_5f4002ede5e39c69,CFG731_8d07e19298d09d34,x731,x731,42.84615384615385,12,1,0.9230769230769231,9,13
RFQ731-004007,CFG731_32a4bb12438a37ab,CFG731_0db950a4979d2c52,x731,x731,55.88235294117647,16,1,0.9411764705882353,32,17
RFQ731-004008,CFG731_62d0f0f6bab9bdcb,CFG731_da02526d254e2e35,x731,x731,60.0,15,0,1.0,22,15
RFQ731-004009,CFG731_6f04889a74b0dabc,CFG731_1f978c234895178c,x731,x731,61.0,16,0,1.0,5,16
RFQ731-004010,CFG731_8ade52b2e74d0235,CFG731_8c50542218db5cb0,x731,x731,44.857142857142854,13,1,0.9285714285714286,4,14
RFQ731-004011,CFG731_4065adeeb89ecb2b,CFG731_3c119308d8305ad4,x731,x731,42.714285714285715,12,1,0.8571428571428571,20,14
RFQ731-004012,CFG731_10e74d757a2fa2a6,CFG731_a9f22ebc14287e5d,F731PW,F731PW,29.8,9,1,0.9,7,10
RFQ731-004013,CFG731_c2add1f921eaf8c0,CFG731_6bdadac99b2f7b39,x731,x731,59.77777777777778,16,1,0.8888888888888888,4,18
RFQ731-004014,CFG731_54559f782190a122,CFG731_54559f782190a122,F731TE,F731TE,44.857142857142854,13,1,0.9285714285714286,1,14
RFQ731-004015,CFG731_c775e192f3d489e9,CFG731_241d60e6ef5278be,x731,x731,42.733333333333334,13,1,0.8666666666666667,26,15
RFQ731-004016,CFG731_b46f92852addf866,CFG731_7c70763d4cf79560,G731ST-HT,G731ST-HT,46.0,12,0,1.0,3,12
RFQ731-004017,CFG731_ee8e327bbb737abf,CFG731_a7d2a5a9ae465701,F731WD_SingleChannel,F731WD_SingleChannel,44.833333333333336,11,0,0.9166666666666666,2,12
RFQ731-004018,CFG731_2a738780f0517f67,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,41.714285714285715,12,1,0.8571428571428571,7,14
RFQ731-004019,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,G731ST-HT,G731ST-HT,53.75,14,0,0.875,1,16
RFQ731-004020,CFG731_a2369b4e4d48ee5d,CFG731_40e06ca56bd88fa1,x731,x731,48.86666666666667,14,1,0.9333333333333333,3,15
RFQ731-004021,CFG731_b7c1a02b25610507,CFG731_07fb816f7dc25bc8,F731TE,F731TE,23.5,9,2,0.75,4,12
RFQ731-004022,CFG731_4fe142d593643ab8,CFG731_759c265a697372ea,x731,x731,44.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-004023,CFG731_757fbd3e8915b462,CFG731_55e37d2b9d20276c,G731CA,G731CA,45.733333333333334,13,1,0.8666666666666667,2,15
RFQ731-004024,CFG731_9447ab27cf261b9e,CFG731_6bdadac99b2f7b39,x731,x731,33.81818181818182,10,1,0.9090909090909091,774,11
RFQ731-004025,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,G731CA,G731CA,37.69230769230769,11,1,0.8461538461538461,1,13
RFQ731-004026,CFG731_fa6ab94f1cf566b3,CFG731_a57ffd88d58eb498,G731ST-LT,G731ST-LT,52.857142857142854,13,0,0.9285714285714286,3,14
RFQ731-004027,CFG731_1d89d7fdc7355744,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,43.84615384615385,12,1,0.9230769230769231,28,13
RFQ731-004028,CFG731_b9b5d9aed8259a39,CFG731_9db378257f9cf6a7,x731,x731,35.833333333333336,11,1,0.9166666666666666,3,12
RFQ731-004029,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,51.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-004030,CFG731_39a1207c373ce8a2,CFG731_e1c54b5b080fabb2,x731,x731,44.0,11,0,1.0,6,11
RFQ731-004031,CFG731_e4f7fe15e8ccf2c9,CFG731_e4f7fe15e8ccf2c9,x731,x731,48.0,12,0,1.0,1,12
RFQ731-004032,CFG731_ac57adca497d644f,CFG731_d8c69b7395beabbb,F731TE,F731TE,34.81818181818182,10,1,0.9090909090909091,2,11
RFQ731-004033,CFG731_4b7f2cba3cb67912,CFG731_bba93a1b44b6ab73,x731,x731,43.857142857142854,13,1,0.9285714285714286,134,14
RFQ731-004034,CFG731_83a3644f76b45069,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,51.86666666666667,14,1,0.9333333333333333,4,15
RFQ731-004035,CFG731_8189439864af87ea,CFG731_89772de94df83ba5,x731,x731,45.733333333333334,13,1,0.8666666666666667,8,15
RFQ731-004036,CFG731_bf8f7d1a25ad0a6e,CFG731_747411fe70ba8e8d,x731,x731,39.0,10,0,1.0,18,10
RFQ731-004037,CFG731_903051672b581bab,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,48.0,12,0,1.0,9,12
RFQ731-004038,CFG731_757fbd3e8915b462,CFG731_55e37d2b9d20276c,G731CA,G731CA,45.733333333333334,13,1,0.8666666666666667,2,15
RFQ731-004039,CFG731_0e146b48e4ed8b98,CFG731_0e146b48e4ed8b98,G731ST-LT,G731ST-LT,51.733333333333334,13,0,0.8666666666666667,1,15
RFQ731-004040,CFG731_9b7849ea5c974903,CFG731_e8e7b7513a5c9544,x731,x731,35.5,12,2,0.75,16,16
RFQ731-004041,CFG731_c725c1a52aab3a73,CFG731_3b2a32abbf148ca1,x731,x731,49.86666666666667,14,1,0.9333333333333333,8,15
RFQ731-004042,CFG731_1f2a166cde9ede02,CFG731_8f09aec272635dca,x731,x731,54.0,14,0,1.0,9,14
RFQ731-004043,CFG731_e85a7fcdd0521e90,CFG731_b97ce0f180acf155,G731CA,G731CA,38.69230769230769,11,1,0.8461538461538461,7,13
RFQ731-004044,CFG731_c37386a371e13fa8,CFG731_c37386a371e13fa8,F731WD_DualChannel,F731WD_DualChannel,39.81818181818182,10,0,0.9090909090909091,1,11
RFQ731-004045,CFG731_19bcffd0eb2806b8,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,43.833333333333336,11,0,0.9166666666666666,43,12
RFQ731-004046,CFG731_a633b8dd2d541170,CFG731_5ea309f998205da7,x731,x731,44.733333333333334,13,1,0.8666666666666667,2,15
RFQ731-004047,CFG731_5e61ce3b60d15e11,CFG731_073f991a6c9a4683,x731,x731,47.86666666666667,14,1,0.9333333333333333,2,15
RFQ731-004048,CFG731_9755a9db60d7534d,CFG731_e1c54b5b080fabb2,x731,x731,40.714285714285715,12,1,0.8571428571428571,20,14
RFQ731-004049,CFG731_3ac187941df4fdac,CFG731_3b2a32abbf148ca1,x731,x731,39.0,10,0,1.0,61,10
RFQ731-004050,CFG731_cf4fb8862e2ab5fc,CFG731_a3b03637ed22317c,G731ST-HT,G731ST-HT,50.75,14,1,0.875,4,16
RFQ731-004051,CFG731_9681c4eec01b7fad,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,45.733333333333334,13,1,0.8666666666666667,10,15
RFQ731-004052,CFG731_c670511258ae4a49,CFG731_5a8170a3daa0efb9,x731,x731,40.0,10,0,1.0,2,10
RFQ731-004053,CFG731_e1a359096a360a7b,CFG731_a4339f07d181d686,x731,x731,57.875,15,0,0.9375,7,16
RFQ731-004054,CFG731_4a6afa34ded1f013,CFG731_5cfa203ca7029f1c,x731,x731,58.0,15,0,1.0,2,15
RFQ731-004055,CFG731_508d465d4c518290,CFG731_b97ce0f180acf155,G731CA,G731CA,49.86666666666667,14,1,0.9333333333333333,2,15
RFQ731-004056,CFG731_ef211cb97feaddc8,CFG731_a9f22ebc14287e5d,F731PW,F731PW,34.53846153846154,10,1,0.7692307692307693,2,13
RFQ731-004057,CFG731_dca3d8725270dd93,CFG731_3b2a32abbf148ca1,x731,x731,54.0,14,0,1.0,4,14
RFQ731-004058,CFG731_7f5bfa7b21e81359,CFG731_7f5bfa7b21e81359,G731ST-LT,G731ST-LT,57.875,15,0,0.9375,1,16
RFQ731-004059,CFG731_4a6afa34ded1f013,CFG731_5cfa203ca7029f1c,x731,x731,52.0,13,0,1.0,4,13
RFQ731-004060,CFG731_6f79ea186fcb433f,CFG731_6526112621a9ee97,x731,x731,43.857142857142854,13,1,0.9285714285714286,11,14
RFQ731-004061,CFG731_68d95a26943b3650,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,54.86666666666667,14,0,0.9333333333333333,3,15
RFQ731-004062,CFG731_c640b5e8e10ff5e6,CFG731_9db378257f9cf6a7,x731,x731,48.0,12,0,1.0,84,12
RFQ731-004063,CFG731_932b427eaa87c8fa,CFG731_4346df46838fd57e,x731,x731,36.69230769230769,11,1,0.8461538461538461,88,13
RFQ731-004064,CFG731_3c6c3a0686e047ad,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,G731ST-HT,47.857142857142854,13,1,0.9285714285714286,8,14
RFQ731-004065,CFG731_aa4779c40e6c2de0,CFG731_e7ac403b81e86f8f,G731ST-HT,G731ST-HT,50.0,13,0,1.0,41,13
RFQ731-004066,CFG731_4666e845a9f787f7,CFG731_4374ad7ccac15076,x731,x731,53.857142857142854,13,0,0.9285714285714286,46,14
RFQ731-004067,CFG731_a7d2a5a9ae465701,CFG731_a7d2a5a9ae465701,F731WD_SingleChannel,F731WD_SingleChannel,47.6,12,0,0.8,1,15
RFQ731-004068,CFG731_c1474b769ba134e4,CFG731_927f189839c665ae,x731,x731,46.857142857142854,13,1,0.9285714285714286,10,14
RFQ731-004069,CFG731_917fc613cc9bf56a,CFG731_7ffc09802c7b60bf,x731,x731,52.76470588235294,15,1,0.8823529411764706,25,17
RFQ731-004070,CFG731_260c36430f7c2d03,CFG731_14299a2a74e42d7f,x731,x731,32.81818181818182,10,1,0.9090909090909091,2,11
RFQ731-004071,CFG731_df5f598a914fb1cc,CFG731_27b6b45b43224be7,x731,x731,43.733333333333334,13,1,0.8666666666666667,13,15
RFQ731-004072,CFG731_ae226e31119be9bd,CFG731_3b2a32abbf148ca1,x731,x731,41.84615384615385,12,1,0.9230769230769231,7,13
RFQ731-004073,CFG731_7ea8c51038ca5bfd,CFG731_ae2e4cfccaff4f50,G731ST-LT,G731ST-LT,48.0,12,0,1.0,6,12
RFQ731-004074,CFG731_f23946dbf617272b,CFG731_63eca10a00ae1f5d,G731ST-HT,G731ST-HT,48.0,12,0,1.0,3,12
RFQ731-004075,CFG731_6be2d8f04f4b5682,CFG731_9fcbeaf9d5010d3a,x731,x731,53.0,13,0,1.0,6,13
RFQ731-004076,CFG731_4772bedc40328ae2,CFG731_4772bedc40328ae2,G731ST-LT,G731ST-LT,51.0,13,0,1.0,1,13
RFQ731-004077,CFG731_c66891bf502d2d83,CFG731_67de76f701c9cfad,x731,x731,48.86666666666667,14,1,0.9333333333333333,3,15
RFQ731-004078,CFG731_d22124ab181ae0a4,CFG731_579057193c092394,x731,x731,53.86666666666667,14,0,0.9333333333333333,111,15
RFQ731-004079,CFG731_d057ad35aef0eea2,CFG731_9fcbeaf9d5010d3a,x731,x731,48.0,12,0,1.0,35,12
RFQ731-004080,CFG731_2c93609b74717303,CFG731_8b18ac1c34209d63,G731ST-HT,G731ST-HT,51.857142857142854,13,0,0.9285714285714286,4,14
RFQ731-004081,CFG731_8e97bb2bec352a2c,CFG731_3b2a32abbf148ca1,x731,x731,54.88235294117647,16,1,0.9411764705882353,11,17
RFQ731-004082,CFG731_d47fa87df22e968e,CFG731_219ac3d01befd6d1,x731,x731,52.875,15,1,0.9375,3,16
RFQ731-004083,CFG731_df5f598a914fb1cc,CFG731_df5f598a914fb1cc,x731,x731,40.714285714285715,12,1,0.8571428571428571,1,14
RFQ731-004084,CFG731_8aefa69bf25cc5a6,CFG731_3b2a32abbf148ca1,x731,x731,49.0,12,0,1.0,170,12
RFQ731-004085,CFG731_cd907466ae420427,CFG731_620cb319c2b7c332,x731,x731,47.86666666666667,14,1,0.9333333333333333,19,15
RFQ731-004086,CFG731_2e5bd0d53757f625,CFG731_2e5bd0d53757f625,x731,x731,51.857142857142854,13,0,0.9285714285714286,1,14
RFQ731-004087,CFG731_22da0d6030817265,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,57.0,14,0,1.0,2,14
RFQ731-004088,CFG731_37f66c3948c00e57,CFG731_37f66c3948c00e57,G731ST-HT,G731ST-HT,36.833333333333336,11,1,0.9166666666666666,1,12
RFQ731-004089,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,48.75,14,1,0.875,1,16
RFQ731-004090,CFG731_0d3b04d12b4208a2,CFG731_579057193c092394,x731,x731,57.875,15,0,0.9375,16,16
RFQ731-004091,CFG731_ef2da8cd513b19be,CFG731_f2f3c932d1048d8d,x731,x731,46.733333333333334,13,1,0.8666666666666667,3,15
RFQ731-004092,CFG731_2e60fd0380ec7150,CFG731_243419c6708378b3,x731,x731,43.75,14,2,0.875,10,16
RFQ731-004093,CFG731_f2f16ec6756d8443,CFG731_5dd42015f6f61801,x731,x731,57.88235294117647,16,1,0.9411764705882353,3,17
RFQ731-004094,CFG731_ede0b25f5f83644d,CFG731_e8e7b7513a5c9544,x731,x731,42.75,14,2,0.875,33,16
RFQ731-004095,CFG731_16bd4e059b8168a9,CFG731_c41fd04f9eea78e7,x731,x731,51.857142857142854,13,0,0.9285714285714286,3,14
RFQ731-004096,CFG731_868fc79316fb0836,CFG731_868fc79316fb0836,x731,x731,56.0,14,0,1.0,1,14
RFQ731-004097,CFG731_2a738780f0517f67,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,50.857142857142854,13,0,0.9285714285714286,25,14
RFQ731-004098,CFG731_bdd144687fe20504,CFG731_962b6fcde3072947,x731,x731,60.0,15,0,1.0,4,15
RFQ731-004099,CFG731_5995fa9fd5d1242f,CFG731_a9f22ebc14287e5d,F731PW,F731PW,39.666666666666664,10,0,0.8333333333333334,2,12
RFQ731-004100,CFG731_ae877a3b18b65d0a,CFG731_e03b41992c837b34,G731ST-LT,G731ST-LT,55.0,14,0,1.0,4,14
RFQ731-004101,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,G731CA,G731CA,56.86666666666667,14,0,0.9333333333333333,1,15
RFQ731-004102,CFG731_04e7216b1ba7f935,CFG731_1f978c234895178c,x731,x731,51.0,13,0,1.0,6,13
RFQ731-004103,CFG731_cc64ce3eaedacb17,CFG731_0dd81a588b2a1411,G731ST-LT,G731ST-LT,42.714285714285715,12,1,0.8571428571428571,7,14
RFQ731-004104,CFG731_b3506a753aafcfa3,CFG731_8c50542218db5cb0,x731,x731,45.857142857142854,13,1,0.9285714285714286,5,14
RFQ731-004105,CFG731_a69c8345e2cbb480,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,41.75,14,2,0.875,6,16
RFQ731-004106,CFG731_574aa7a29f75cd60,CFG731_574aa7a29f75cd60,F731TE,F731TE,32.57142857142857,11,2,0.7857142857142857,1,14
RFQ731-004107,CFG731_19ec976991ce75a9,CFG731_0738cd529389f266,G731CA,G731CA,42.714285714285715,12,1,0.8571428571428571,10,14
RFQ731-004108,CFG731_aef6446574fba0ea,CFG731_f87794e7a98d0b11,x731,x731,63.0,16,0,1.0,2,16
RFQ731-004109,CFG731_6a919c664c763f98,CFG731_2e5bd0d53757f625,x731,x731,48.0,12,0,1.0,3,12
RFQ731-004110,CFG731_98ec9650b5463fd0,CFG731_98ec9650b5463fd0,G731CA,G731CA,37.0,9,0,1.0,1,9
RFQ731-004111,CFG731_f5876a81d70adf82,CFG731_b3506a753aafcfa3,x731,x731,38.69230769230769,11,1,0.8461538461538461,16,13
RFQ731-004112,CFG731_348f97ec6945fbf8,CFG731_cc9ac35e4d9a1854,G731ST-HT,G731ST-HT,54.86666666666667,14,0,0.9333333333333333,3,15
RFQ731-004113,CFG731_1b365e0951e7dea4,CFG731_1b365e0951e7dea4,x731,x731,43.64705882352941,14,2,0.8235294117647058,1,17
RFQ731-004114,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,G731ST-HT,G731ST-HT,52.0,13,0,1.0,1,13
RFQ731-004115,CFG731_20d5aa6969b4ff70,CFG731_579057193c092394,x731,x731,52.875,15,1,0.9375,8,16
RFQ731-004116,CFG731_817824ee3a762453,CFG731_817824ee3a762453,G731CA,G731CA,47.84615384615385,12,0,0.9230769230769231,1,13
RFQ731-004117,CFG731_5aad423ad5989441,CFG731_0fbee36816b7af98,x731,x731,49.75,14,1,0.875,97,16
RFQ731-004118,CFG731_d08861146b2a8dfa,CFG731_5e50b9bcbfa0b051,x731,x731,34.53846153846154,10,1,0.7692307692307693,146,13
RFQ731-004119,CFG731_28454766bbc80cb9,CFG731_54559f782190a122,F731TE,F731TE,29.428571428571427,10,2,0.7142857142857143,5,14
RFQ731-004120,CFG731_0aa987e1ae960c88,CFG731_abcee67081353f16,x731,x731,50.857142857142854,13,0,0.9285714285714286,2,14
RFQ731-004121,CFG731_6ba028da3bba9c41,CFG731_cf0392d0aaac28b1,x731,x731,56.0,14,0,1.0,10,14
RFQ731-004122,CFG731_4da2b3fd83325505,CFG731_c39096767a7ae083,x731,x731,55.86666666666667,14,0,0.9333333333333333,2,15
RFQ731-004123,CFG731_6077133dce604e06,CFG731_78d3b084a795c836,x731,x731,45.857142857142854,13,1,0.9285714285714286,8,14
RFQ731-004124,CFG731_6942facbe6ebb88b,CFG731_7521d5a6673c8628,x731,x731,50.0,13,0,1.0,8,13
RFQ731-004125,CFG731_0d6df01ace2df68d,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,47.84615384615385,12,0,0.9230769230769231,37,13
RFQ731-004126,CFG731_b661f405414c476e,CFG731_da02526d254e2e35,x731,x731,56.0,15,0,1.0,9,15
RFQ731-004127,CFG731_cc50cacf788bd84a,CFG731_83f956404d04e6cd,x731,x731,41.733333333333334,13,1,0.8666666666666667,3,15
RFQ731-004128,CFG731_dde2f7fe043f7ade,CFG731_7b2f69a7ca55041b,G731ST-HT,G731ST-HT,57.0,14,0,1.0,24,14
RFQ731-004129,CFG731_9d5d3b4d2ce8a49a,CFG731_6bdadac99b2f7b39,x731,x731,46.0,12,0,1.0,8,12
RFQ731-004130,CFG731_8b18ac1c34209d63,CFG731_8b18ac1c34209d63,G731ST-HT,G731ST-HT,61.0,15,0,1.0,1,15
RFQ731-004131,CFG731_52ce549ff41a9332,CFG731_f1355b6f00fd7f67,x731,x731,36.833333333333336,11,1,0.9166666666666666,4,12
RFQ731-004132,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,G731ST-HT,G731ST-HT,52.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-004133,CFG731_fd7b09f495a568bc,CFG731_6526112621a9ee97,x731,x731,37.833333333333336,11,1,0.9166666666666666,3,12
RFQ731-004134,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,G731VG,G731VG,45.857142857142854,13,1,0.9285714285714286,1,14
RFQ731-004135,CFG731_26c190a4dc461550,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,47.75,14,1,0.875,10,16
RFQ731-004136,CFG731_10085782ed0991cf,CFG731_10085782ed0991cf,G731ST-LT,G731ST-LT,50.733333333333334,13,0,0.8666666666666667,1,15
RFQ731-004137,CFG731_bf8f7d1a25ad0a6e,CFG731_747411fe70ba8e8d,x731,x731,43.0,11,0,1.0,13,11
RFQ731-004138,CFG731_341c747ed8aff14e,CFG731_f1355b6f00fd7f67,x731,x731,38.625,13,2,0.8125,133,16
RFQ731-004139,CFG731_c8d4383220ad607a,CFG731_91e51485b56960b2,x731,x731,54.0,14,0,1.0,4,14
RFQ731-004140,CFG731_ad0a2fd7350b6cca,CFG731_c39096767a7ae083,x731,x731,61.0,16,0,1.0,2,16
RFQ731-004141,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,G731CA,G731CA,49.84615384615385,12,0,0.9230769230769231,1,13
RFQ731-004142,CFG731_58b9913d8024b015,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,48.0,12,0,1.0,5,12
RFQ731-004143,CFG731_6a919c664c763f98,CFG731_2e5bd0d53757f625,x731,x731,46.84615384615385,12,0,0.9230769230769231,3,13
RFQ731-004144,CFG731_4873af75a59b7524,CFG731_c41fd04f9eea78e7,x731,x731,39.81818181818182,10,0,0.9090909090909091,10,11
RFQ731-004145,CFG731_73e28cb740f9cabe,CFG731_6f8c15548921e4c2,x731,x731,41.714285714285715,12,1,0.8571428571428571,41,14
RFQ731-004146,CFG731_d2a75fda6f761c1b,CFG731_b97ce0f180acf155,G731CA,G731CA,32.69230769230769,11,2,0.8461538461538461,2,13
RFQ731-004147,CFG731_956456fc074ebc5a,CFG731_a9f22ebc14287e5d,F731PW,F731PW,40.53846153846154,10,0,0.7692307692307693,4,13
RFQ731-004148,CFG731_923f6cb4226dc2a4,CFG731_3b2a32abbf148ca1,x731,x731,52.0,14,0,1.0,29,14
RFQ731-004149,CFG731_875f5d7eec61db7e,CFG731_91e51485b56960b2,x731,x731,55.0,14,0,1.0,6,14
RFQ731-004150,CFG731_a385518a9f31baa0,CFG731_a385518a9f31baa0,x731,x731,49.75,14,1,0.875,1,16
RFQ731-004151,CFG731_4144999ac09e5fdc,CFG731_97fec9a076550ea5,x731,x731,47.84615384615385,12,0,0.9230769230769231,3,13
RFQ731-004152,CFG731_b265e25b7baf721d,CFG731_a9f22ebc14287e5d,F731PW,F731PW,33.0,8,0,1.0,5,8
RFQ731-004153,CFG731_4ca309199387f8d5,CFG731_4ca309199387f8d5,F731WD_SingleChannel,F731WD_SingleChannel,49.84615384615385,12,0,0.9230769230769231,1,13
RFQ731-004154,CFG731_1f7c154d7e34e86e,CFG731_c39096767a7ae083,x731,x731,52.0,13,0,1.0,3,13
RFQ731-004155,CFG731_2f9d539d4085d4b1,CFG731_e8e7b7513a5c9544,x731,x731,45.857142857142854,13,1,0.9285714285714286,9,14
RFQ731-004156,CFG731_7b2f69a7ca55041b,CFG731_7b2f69a7ca55041b,G731ST-HT,G731ST-HT,53.76470588235294,15,1,0.8823529411764706,1,17
RFQ731-004157,CFG731_aa1770e6c2806f71,CFG731_ef980c35ed5ff3e4,x731,x731,56.86666666666667,14,0,0.9333333333333333,102,15
RFQ731-004158,CFG731_bbffb73f3dff6787,CFG731_bbffb73f3dff6787,G731ST-HT,G731ST-HT,42.75,14,2,0.875,1,16
RFQ731-004159,CFG731_5bfe9492c76587ec,CFG731_b97ce0f180acf155,G731CA,G731CA,42.6,12,1,0.8,9,15
RFQ731-004160,CFG731_19ec976991ce75a9,CFG731_0738cd529389f266,G731CA,G731CA,42.5,12,1,0.75,10,16
RFQ731-004161,CFG731_1d89d7fdc7355744,CFG731_ef044db10b586894,G731ST-LT,G731ST-LT,46.857142857142854,13,1,0.9285714285714286,2,14
RFQ731-004162,CFG731_09176beb25719d23,CFG731_e1c54b5b080fabb2,x731,x731,44.733333333333334,13,1,0.8666666666666667,2,15
RFQ731-004163,CFG731_069a81a9f63b5afa,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,51.0,13,0,1.0,5,13
RFQ731-004164,CFG731_956456fc074ebc5a,CFG731_a9f22ebc14287e5d,F731PW,F731PW,35.8,9,0,0.9,4,10
RFQ731-004165,CFG731_f560db8c82450ee1,CFG731_a9ec8cda9130252f,x731,x731,39.84615384615385,12,1,0.9230769230769231,2,13
RFQ731-004166,CFG731_7785b2914ebb6eaf,CFG731_a9f22ebc14287e5d,F731PW,F731PW,43.69230769230769,11,0,0.8461538461538461,3,13
RFQ731-004167,CFG731_228013cfd0470f7a,CFG731_228013cfd0470f7a,x731,x731,51.0,13,0,1.0,1,13
RFQ731-004168,CFG731_162b59c5f8cf5a72,CFG731_073f991a6c9a4683,x731,x731,44.857142857142854,13,1,0.9285714285714286,19,14
RFQ731-004169,CFG731_228013cfd0470f7a,CFG731_228013cfd0470f7a,x731,x731,60.0,15,0,1.0,1,15
RFQ731-004170,CFG731_776fc7d42eb46e40,CFG731_31aa13473958d7d3,x731,x731,53.76470588235294,15,1,0.8823529411764706,20,17
RFQ731-004171,CFG731_00533f723f7496de,CFG731_32b4b1ec4513af66,G731ST-LT,G731ST-LT,40.733333333333334,13,2,0.8666666666666667,6,15
RFQ731-004172,CFG731_85b1e9bcb8b0b8be,CFG731_219ac3d01befd6d1,x731,x731,47.86666666666667,14,1,0.9333333333333333,10,15
RFQ731-004173,CFG731_c9498cf6f4410d44,CFG731_ef980c35ed5ff3e4,x731,x731,48.84615384615385,12,0,0.9230769230769231,105,13
RFQ731-004174,CFG731_acbf4c45af55caad,CFG731_b97ce0f180acf155,G731CA,G731CA,42.6,12,1,0.8,5,15
RFQ731-004175,CFG731_cc03e3852895ae99,CFG731_49cd4cbef1081333,G731ST-LT,G731ST-LT,48.0,12,0,1.0,13,12
RFQ731-004176,CFG731_8ad503c0be7c64be,CFG731_496bd7a964d6cd85,x731,x731,43.857142857142854,13,1,0.9285714285714286,21,14
RFQ731-004177,CFG731_03f5618878f919e9,CFG731_7f60255816247683,x731,x731,51.0,13,0,1.0,2,13
RFQ731-004178,CFG731_af8fc23bebdac123,CFG731_af8fc23bebdac123,F731WD_DualChannel,F731WD_DualChannel,37.57142857142857,11,1,0.7857142857142857,1,14
RFQ731-004179,CFG731_d5a8b991307aace7,CFG731_3b2a32abbf148ca1,x731,x731,48.86666666666667,14,1,0.9333333333333333,11,15
RFQ731-004180,CFG731_945ec45cf3b7cf9b,CFG731_c11c5ee5deff9a1e,x731,x731,21.53846153846154,10,3,0.7692307692307693,48,13
RFQ731-004181,CFG731_ef8d68b6d278bfec,CFG731_ef8d68b6d278bfec,G731ST-HT,G731ST-HT,52.0,13,0,1.0,1,13
RFQ731-004182,CFG731_8d78781f8753b72a,CFG731_747411fe70ba8e8d,x731,x731,48.84615384615385,12,0,0.9230769230769231,8,13
RFQ731-004183,CFG731_56dbee462245ee56,CFG731_219ac3d01befd6d1,x731,x731,42.84615384615385,12,1,0.9230769230769231,8,13
RFQ731-004184,CFG731_b2cfdbf46904c03f,CFG731_5c624ef6fa2b6510,x731,x731,48.86666666666667,14,1,0.9333333333333333,12,15
RFQ731-004185,CFG731_455da2f832a6b66d,CFG731_996314000fcfec4b,G731ST-LT,G731ST-LT,59.0,15,0,1.0,4,15
RFQ731-004186,CFG731_22fecf5bb26e1132,CFG731_27b6b45b43224be7,x731,x731,49.75,14,1,0.875,2,16
RFQ731-004187,CFG731_338a3238e967f681,CFG731_45cf7219dd66904b,x731,x731,60.0,15,0,1.0,20,15
RFQ731-004188,CFG731_cd1c2b236ffda331,CFG731_cd1c2b236ffda331,F731WD_DualChannel,F731WD_DualChannel,41.0,10,0,1.0,1,10
RFQ731-004189,CFG731_48332037deb06db4,CFG731_3b2a32abbf148ca1,x731,x731,50.86666666666667,14,1,0.9333333333333333,15,15
RFQ731-004190,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,F731WD_DualChannel,F731WD_DualChannel,47.714285714285715,12,0,0.8571428571428571,1,14
