rfq_id,true_configuration_id,true_package,true_rank,recommended_configuration_id,recommended_package,requirements_used
RFQ731-002983,CFG731_87ce9768865f4127,x731,29,CFG731_9e4fccece4d272d3,x731,14
RFQ731-002987,CFG731_2c93609b74717303,G731ST-HT,17,CFG731_8b18ac1c34209d63,G731ST-HT,13
RFQ731-002988,CFG731_cdff804db4995f6d,x731,94,CFG731_8d07e19298d09d34,x731,12
RFQ731-002990,CFG731_695e540255cc94da,x731,33,CFG731_3b2a32abbf148ca1,x731,13
RFQ731-002991,CFG731_70aa5a64b0803277,x731,17,CFG731_8d07e19298d09d34,x731,17
RFQ731-002997,CFG731_9c6b16fef6d02aaf,G731ST-LT,13,CFG731_996314000fcfec4b,G731ST-LT,15
RFQ731-003002,CFG731_ff5d8da56ff22796,G731ST-HT,21,CFG731_bbffb73f3dff6787,G731ST-HT,12
RFQ731-003005,CFG731_2280a2734a5a07b0,x731,12,CFG731_6bdadac99b2f7b39,x731,14
RFQ731-003007,CFG731_bc9146cb8459e9c2,G731ST-LT,24,CFG731_2469d1b04bd775f6,G731ST-LT,14
RFQ731-003012,CFG731_e674340656a7fb0a,x731,40,CFG731_6526112621a9ee97,x731,16
RFQ731-003014,CFG731_175dfbf580a50b51,x731,60,CFG731_241261e6f2e0673c,x731,14
RFQ731-003016,CFG731_5cded878b0996b37,x731,13,CFG731_8d07e19298d09d34,x731,13
RFQ731-003019,CFG731_8b6ed3cfa9ed1e59,G731ST-LT,20,CFG731_996314000fcfec4b,G731ST-LT,14
RFQ731-003020,CFG731_953eb2d6f6ffc3a0,x731,61,CFG731_e8e7b7513a5c9544,x731,16
RFQ731-003023,CFG731_bc06761f9c625643,x731,11,CFG731_7308ee8503151ef3,x731,18
RFQ731-003028,CFG731_c9498cf6f4410d44,x731,24,CFG731_94be99d48ade0efb,x731,15
RFQ731-003032,CFG731_5789f006b670582c,x731,133,CFG731_e1c54b5b080fabb2,x731,12
RFQ731-003043,CFG731_1434e7eedafa69d1,x731,159,CFG731_9db378257f9cf6a7,x731,13
RFQ731-003045,CFG731_b192ab056df1d8f7,G731ST-LT,15,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-003053,CFG731_736d7f6d47393e47,x731,16,CFG731_496bd7a964d6cd85,x731,14
RFQ731-003061,CFG731_c42374cc9dea3494,x731,11,CFG731_9db378257f9cf6a7,x731,13
RFQ731-003066,CFG731_25b84d9ab233c6bf,x731,18,CFG731_7521d5a6673c8628,x731,12
RFQ731-003068,CFG731_ab5177144fa1d704,x731,73,CFG731_6bdadac99b2f7b39,x731,12
RFQ731-003073,CFG731_117f19eb2913314e,x731,14,CFG731_9fcbfc87f6f15988,x731,16
RFQ731-003076,CFG731_ac0f372c930c2e22,x731,295,CFG731_e1c54b5b080fabb2,x731,13
RFQ731-003078,CFG731_e513d349f418c5df,x731,14,CFG731_89772de94df83ba5,x731,16
RFQ731-003080,CFG731_4664eb01d8e0d814,G731ST-LT,16,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-003082,CFG731_a1cadf8c4a6793ba,x731,61,CFG731_3b2a32abbf148ca1,x731,15
RFQ731-003089,CFG731_aa68f1da5062cc70,x731,13,CFG731_f0cf22354800092d,x731,15
RFQ731-003093,CFG731_734ca6c628733962,x731,11,CFG731_cf543b1c3927ab71,x731,14
RFQ731-003097,CFG731_ac0f372c930c2e22,x731,92,CFG731_1b5b895b5e259903,x731,13
RFQ731-003101,CFG731_77fac91021549398,G731ST-LT,13,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-003104,CFG731_dac27b97cd6b7ff8,G731ST-LT,32,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-003111,CFG731_a5e5e12c08e4e838,x731,18,CFG731_40e06ca56bd88fa1,x731,15
RFQ731-003112,CFG731_04d132f563cdece8,G731CA,12,CFG731_757fbd3e8915b462,G731CA,12
RFQ731-003113,CFG731_ef4cf0e053e2d332,x731,51,CFG731_c39096767a7ae083,x731,15
RFQ731-003114,CFG731_2205a8cc5d1ff08b,x731,51,CFG731_e8e7b7513a5c9544,x731,13
RFQ731-003115,CFG731_cb9d6c11077bd307,x731,37,CFG731_ad672c682712eda8,x731,16
RFQ731-003133,CFG731_b187fb9ad3627171,x731,51,CFG731_ef980c35ed5ff3e4,x731,13
RFQ731-003138,CFG731_845802fc60449063,G731ST-LT,14,CFG731_49cd4cbef1081333,G731ST-LT,13
RFQ731-003139,CFG731_fe5ec1b0bcdbd396,x731,36,CFG731_7ffc09802c7b60bf,x731,16
RFQ731-003142,CFG731_b1631f2fb876e4f4,x731,261,CFG731_6526112621a9ee97,x731,11
RFQ731-003144,CFG731_b2ad61cdb45a54fb,x731,131,CFG731_04a53b6cc81d57d6,x731,14
RFQ731-003146,CFG731_14ec1773441318c2,x731,114,CFG731_8d07e19298d09d34,x731,12
RFQ731-003147,CFG731_58b9913d8024b015,G731ST-LT,15,CFG731_32b4b1ec4513af66,G731ST-LT,10
RFQ731-003151,CFG731_5362e45ac22e6417,x731,81,CFG731_579057193c092394,x731,14
RFQ731-003152,CFG731_d982a98f914f0a87,G731ST-LT,12,CFG731_32b4b1ec4513af66,G731ST-LT,14
RFQ731-003158,CFG731_0cf73cced42104be,x731,38,CFG731_3662a471d9ce3167,x731,16
RFQ731-003159,CFG731_5be384035f37d372,G731ST-LT,15,CFG731_455da2f832a6b66d,G731ST-LT,15
RFQ731-003161,CFG731_d0bd848c8f934b33,x731,15,CFG731_f4856d563cc31f77,x731,12
RFQ731-003165,CFG731_da757fc78485b6cc,x731,225,CFG731_e1c54b5b080fabb2,x731,11
RFQ731-003167,CFG731_7d4c803343a40a05,x731,23,CFG731_1f978c234895178c,x731,15
RFQ731-003168,CFG731_7e2eb98eda74b038,x731,16,CFG731_1f978c234895178c,x731,15
RFQ731-003183,CFG731_abc11b72fc871228,x731,85,CFG731_140a9819128d92da,x731,15
RFQ731-003185,CFG731_69502d87794881ea,x731,42,CFG731_3b2a32abbf148ca1,x731,14
RFQ731-003188,CFG731_bf8f7d1a25ad0a6e,x731,13,CFG731_747411fe70ba8e8d,x731,12
RFQ731-003195,CFG731_0be1e83a71642630,x731,33,CFG731_c3481d11b658e1e9,x731,16
RFQ731-003204,CFG731_b7a7770d19b6f648,G731ST-HT,18,CFG731_cc9ac35e4d9a1854,G731ST-HT,13
RFQ731-003208,CFG731_8634a8a0a780401d,x731,65,CFG731_3b2a32abbf148ca1,x731,12
RFQ731-003211,CFG731_69502d87794881ea,x731,16,CFG731_3b2a32abbf148ca1,x731,12
RFQ731-003212,CFG731_eaca39956a83b99d,x731,11,CFG731_5cfa203ca7029f1c,x731,12
RFQ731-003229,CFG731_3c6c3a0686e047ad,G731ST-HT,12,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,15
RFQ731-003231,CFG731_845802fc60449063,G731ST-LT,14,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-003234,CFG731_04d132f563cdece8,G731CA,24,CFG731_5bfe9492c76587ec,G731CA,14
RFQ731-003239,CFG731_8bd839e0c8855562,x731,21,CFG731_df5f598a914fb1cc,x731,12
RFQ731-003241,CFG731_d432b6fd40e9e78c,G731ST-LT,28,CFG731_e03b41992c837b34,G731ST-LT,13
RFQ731-003247,CFG731_af755e9c46cfadd4,x731,12,CFG731_2e57977cf2dd500a,x731,14
RFQ731-003248,CFG731_b5710e5f11e2cbc2,G731ST-HT,15,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,14
RFQ731-003250,CFG731_aa4779c40e6c2de0,G731ST-HT,27,CFG731_bbffb73f3dff6787,G731ST-HT,14
RFQ731-003256,CFG731_35443b2ee17ecca9,x731,13,CFG731_9db378257f9cf6a7,x731,12
RFQ731-003261,CFG731_c9f99492e564a888,x731,17,CFG731_e1c54b5b080fabb2,x731,13
RFQ731-003270,CFG731_031d8f2fe50bf3d1,x731,39,CFG731_3611bb1fba248e38,x731,14
RFQ731-003271,CFG731_9e44a82e6c1db982,G731ST-LT,21,CFG731_49cd4cbef1081333,G731ST-LT,16
RFQ731-003278,CFG731_cf543b1c3927ab71,x731,13,CFG731_e8e7b7513a5c9544,x731,18
RFQ731-003280,CFG731_b48a547ba9b64245,x731,17,CFG731_e8e7b7513a5c9544,x731,14
RFQ731-003283,CFG731_cc47430fac8438be,G731ST-LT,13,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-003286,CFG731_a04cb2bbaa13d22b,x731,32,CFG731_5c624ef6fa2b6510,x731,16
RFQ731-003288,CFG731_b0cb3b337215aa5b,x731,11,CFG731_70b38ab75d3ca724,x731,13
RFQ731-003289,CFG731_68d0d8577edab436,x731,25,CFG731_4e59e6fc4174afa3,x731,12
RFQ731-003311,CFG731_e0009be417f51ccd,G731ST-LT,29,CFG731_32b4b1ec4513af66,G731ST-LT,15
RFQ731-003312,CFG731_92e7a454f95768c1,x731,31,CFG731_3662a471d9ce3167,x731,14
RFQ731-003317,CFG731_bd00839e452c6958,x731,12,CFG731_9def6f7d289bea90,x731,11
RFQ731-003320,CFG731_fc05c65994b9f9f2,x731,53,CFG731_9d9ebc2acccb06ad,x731,13
RFQ731-003335,CFG731_aaecd8f48f0639a0,x731,37,CFG731_40e06ca56bd88fa1,x731,11
RFQ731-003337,CFG731_2e5bd0d53757f625,x731,84,CFG731_70b38ab75d3ca724,x731,13
RFQ731-003344,CFG731_5f2fdad66cde083e,x731,51,CFG731_7822370b42865359,x731,14
RFQ731-003346,CFG731_0e3baae8e946721c,x731,44,CFG731_57a2b410fc32b41a,x731,12
RFQ731-003347,CFG731_9a88481e80177d0c,x731,36,CFG731_e80085d86d0bbfa9,x731,17
RFQ731-003357,CFG731_c7103e34e50d624a,x731,17,CFG731_7308ee8503151ef3,x731,16
RFQ731-003360,CFG731_fcf6a3b44d96735f,G731ST-HT,38,CFG731_b3ed2928d6d65710,G731ST-HT,10
RFQ731-003365,CFG731_b5a071e920590337,x731,14,CFG731_83f956404d04e6cd,x731,14
RFQ731-003368,CFG731_35443b2ee17ecca9,x731,13,CFG731_9db378257f9cf6a7,x731,11
RFQ731-003370,CFG731_d517f4f2d9736ee5,x731,24,CFG731_620cb319c2b7c332,x731,14
RFQ731-003372,CFG731_6649a4899673b05e,G731ST-HT,21,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,13
RFQ731-003373,CFG731_4d6c56202edf3f41,G731ST-HT,32,CFG731_8216f56c8f1b8479,G731ST-HT,12
RFQ731-003374,CFG731_6e53621a73b55f2c,G731ST-HT,22,CFG731_7b2f69a7ca55041b,G731ST-HT,14
RFQ731-003381,CFG731_4ba013fed31fb45f,x731,28,CFG731_f1355b6f00fd7f67,x731,12
RFQ731-003389,CFG731_3f43e18524472dbe,x731,26,CFG731_40e06ca56bd88fa1,x731,14
RFQ731-003393,CFG731_8956c16bd3b9a345,x731,12,CFG731_e8e7b7513a5c9544,x731,13
RFQ731-003395,CFG731_d67b44eae58dfe59,x731,55,CFG731_ef980c35ed5ff3e4,x731,15
RFQ731-003398,CFG731_fa50e8a725c751e0,G731ST-HT,22,CFG731_eb70dc35972dc4b7,G731ST-HT,12
RFQ731-003400,CFG731_8cf35251fcd54982,x731,20,CFG731_32a4bb12438a37ab,x731,16
RFQ731-003408,CFG731_33fed5318b1a4f2f,x731,45,CFG731_353333bad447dbef,x731,14
RFQ731-003412,CFG731_5f07d1fd22503872,x731,102,CFG731_f1355b6f00fd7f67,x731,10
RFQ731-003422,CFG731_fe424f85d85e1c0c,x731,98,CFG731_3c119308d8305ad4,x731,13
RFQ731-003424,CFG731_8ef93a1702c0f879,x731,12,CFG731_8c50542218db5cb0,x731,14
RFQ731-003427,CFG731_b80e7ed679169677,x731,29,CFG731_6f7a5cd92e9a022d,x731,14
RFQ731-003429,CFG731_ab7c99e095bc84f9,x731,19,CFG731_3b2a32abbf148ca1,x731,18
RFQ731-003430,CFG731_16b53411ff7f6c9b,G731CA,12,CFG731_0738cd529389f266,G731CA,14
RFQ731-003431,CFG731_fab0d81b6a0ca4e0,G731ST-HT,12,CFG731_288e4c99b4e02895,G731ST-HT,11
RFQ731-003439,CFG731_5789f006b670582c,x731,69,CFG731_e1c54b5b080fabb2,x731,13
RFQ731-003441,CFG731_b761b914f76d159e,x731,19,CFG731_927f189839c665ae,x731,11
RFQ731-003442,CFG731_48772fd385d8dcd5,x731,17,CFG731_79d5571d44c945f6,x731,16
RFQ731-003451,CFG731_098817d766a37bc2,G731ST-LT,25,CFG731_0e146b48e4ed8b98,G731ST-LT,15
RFQ731-003457,CFG731_fe424f85d85e1c0c,x731,44,CFG731_2683cf7e09782f5e,x731,18
RFQ731-003458,CFG731_4dd88391f253d6d5,x731,19,CFG731_e8e7b7513a5c9544,x731,17
RFQ731-003459,CFG731_bb4f0886ba308d63,x731,12,CFG731_27b6b45b43224be7,x731,13
RFQ731-003461,CFG731_bd771effc0c19f23,G731ST-LT,32,CFG731_49cd4cbef1081333,G731ST-LT,13
RFQ731-003462,CFG731_ae226e31119be9bd,x731,124,CFG731_9e4fccece4d272d3,x731,14
RFQ731-003465,CFG731_4f69dda45b9029b5,x731,99,CFG731_60f3aae8ede70fe0,x731,17
RFQ731-003467,CFG731_ef02695e374fc418,x731,15,CFG731_c39096767a7ae083,x731,15
RFQ731-003468,CFG731_a41a2d2cef1a675f,x731,14,CFG731_9e4fccece4d272d3,x731,14
RFQ731-003470,CFG731_3450383be0000281,x731,12,CFG731_962b6fcde3072947,x731,16
RFQ731-003473,CFG731_63f33b68f29fecef,x731,19,CFG731_3662a471d9ce3167,x731,16
RFQ731-003476,CFG731_95e2d680672ff303,x731,142,CFG731_482678d927834b42,x731,12
RFQ731-003479,CFG731_35443b2ee17ecca9,x731,18,CFG731_e1c54b5b080fabb2,x731,11
RFQ731-003480,CFG731_fa063863b8688588,x731,51,CFG731_7942d32924313c96,x731,13
RFQ731-003481,CFG731_0dd81a588b2a1411,G731ST-LT,12,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-003484,CFG731_ff5d8da56ff22796,G731ST-HT,36,CFG731_288e4c99b4e02895,G731ST-HT,12
RFQ731-003486,CFG731_86a2340212c01d2a,G731ST-HT,21,CFG731_e2d64e127f97296d,G731ST-HT,16
RFQ731-003489,CFG731_67de76f701c9cfad,x731,45,CFG731_516629085c122a4e,x731,17
RFQ731-003494,CFG731_9fcbeaf9d5010d3a,x731,29,CFG731_357a7724550c556f,x731,13
RFQ731-003495,CFG731_757fbd3e8915b462,G731CA,19,CFG731_0738cd529389f266,G731CA,13
RFQ731-003497,CFG731_515a31451814aae9,G731ST-LT,42,CFG731_e03b41992c837b34,G731ST-LT,15
RFQ731-003505,CFG731_9009dc9a78f8b97e,x731,29,CFG731_927f189839c665ae,x731,13
RFQ731-003511,CFG731_fe9a409c6b2ba9cc,x731,42,CFG731_b4987f1c95e91d0d,x731,16
RFQ731-003512,CFG731_cf93550b4257fc7d,x731,22,CFG731_5c624ef6fa2b6510,x731,14
RFQ731-003519,CFG731_3c6c3a0686e047ad,G731ST-HT,45,CFG731_288e4c99b4e02895,G731ST-HT,13
RFQ731-003521,CFG731_159f3a6877b5a5d2,G731ST-LT,21,CFG731_a57ffd88d58eb498,G731ST-LT,12
RFQ731-003527,CFG731_3d652e6a54b1c68b,x731,45,CFG731_ef980c35ed5ff3e4,x731,17
RFQ731-003529,CFG731_49bb1327a04ca706,G731ST-HT,11,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,16
RFQ731-003532,CFG731_341c156f683b247f,x731,27,CFG731_20e62aeb01c953da,x731,14
RFQ731-003535,CFG731_c0f829ddab491342,x731,13,CFG731_83f956404d04e6cd,x731,13
RFQ731-003537,CFG731_917fc613cc9bf56a,x731,16,CFG731_7ffc09802c7b60bf,x731,17
RFQ731-003552,CFG731_bf8f7d1a25ad0a6e,x731,23,CFG731_747411fe70ba8e8d,x731,10
RFQ731-003560,CFG731_6638f62366414007,x731,70,CFG731_f87794e7a98d0b11,x731,16
RFQ731-003564,CFG731_999fe1a8f2314c11,x731,209,CFG731_3c119308d8305ad4,x731,15
RFQ731-003565,CFG731_8e67aa9e7165e68f,x731,39,CFG731_6526112621a9ee97,x731,15
RFQ731-003569,CFG731_0799b36c303c0978,x731,29,CFG731_0fbee36816b7af98,x731,16
RFQ731-003571,CFG731_70576b93aef3bc09,x731,11,CFG731_36d7686aca1200ae,x731,15
RFQ731-003572,CFG731_de67d4c164ed05bc,x731,67,CFG731_8c50542218db5cb0,x731,15
RFQ731-003577,CFG731_8048d4394d2fbde3,x731,91,CFG731_6526112621a9ee97,x731,11
RFQ731-003588,CFG731_618cb6c1c21feda4,x731,46,CFG731_1f978c234895178c,x731,14
RFQ731-003589,CFG731_96c2ea74f0083869,x731,38,CFG731_e80085d86d0bbfa9,x731,16
RFQ731-003592,CFG731_5bfe9492c76587ec,G731CA,19,CFG731_b97ce0f180acf155,G731CA,12
RFQ731-003595,CFG731_cd4f211fbf872f2e,x731,94,CFG731_da02526d254e2e35,x731,16
RFQ731-003600,CFG731_6204dd6ea742eb13,x731,32,CFG731_92d4ed621aef46c2,x731,12
RFQ731-003604,CFG731_515a31451814aae9,G731ST-LT,23,CFG731_e03b41992c837b34,G731ST-LT,12
RFQ731-003610,CFG731_70576b93aef3bc09,x731,24,CFG731_2d0a81ff4ec49480,x731,16
RFQ731-003615,CFG731_4cb67cdc021380a4,x731,13,CFG731_c3481d11b658e1e9,x731,16
RFQ731-003622,CFG731_61e03f690afcaa1a,x731,46,CFG731_05cf1a0209b4f9a8,x731,17
RFQ731-003624,CFG731_644efca41c3e2def,x731,34,CFG731_f0cf22354800092d,x731,14
RFQ731-003629,CFG731_2666da4dbcc5e5bd,x731,41,CFG731_241d60e6ef5278be,x731,13
RFQ731-003631,CFG731_22fecf5bb26e1132,x731,17,CFG731_27b6b45b43224be7,x731,16
RFQ731-003633,CFG731_800f2acd9158b556,x731,16,CFG731_d9234c84a58b99ae,x731,15
RFQ731-003634,CFG731_e1de683ed3edd33f,G731ST-HT,11,CFG731_bbffb73f3dff6787,G731ST-HT,14
RFQ731-003639,CFG731_557eff71f11cfc98,x731,49,CFG731_3662a471d9ce3167,x731,17
RFQ731-003646,CFG731_b418359232bf5862,x731,28,CFG731_219ac3d01befd6d1,x731,14
RFQ731-003647,CFG731_b1196e0942d6104e,x731,140,CFG731_05cf1a0209b4f9a8,x731,14
RFQ731-003649,CFG731_53cffcda6b4f1ffb,x731,131,CFG731_8d07e19298d09d34,x731,12
RFQ731-003656,CFG731_7a885e8a3e0ce8ad,x731,114,CFG731_6bdadac99b2f7b39,x731,12
RFQ731-003659,CFG731_edf13ed38a4b54de,G731CA,11,CFG731_b97ce0f180acf155,G731CA,14
RFQ731-003666,CFG731_031d8f2fe50bf3d1,x731,12,CFG731_219ac3d01befd6d1,x731,15
RFQ731-003670,CFG731_9228cc48e333917c,x731,13,CFG731_0fbee36816b7af98,x731,15
RFQ731-003673,CFG731_452fb8d2c450816e,G731CA,15,CFG731_b97ce0f180acf155,G731CA,12
RFQ731-003675,CFG731_7eb5b2d6a16dd3a3,x731,61,CFG731_da02526d254e2e35,x731,16
RFQ731-003684,CFG731_9e44a82e6c1db982,G731ST-LT,38,CFG731_49cd4cbef1081333,G731ST-LT,12
RFQ731-003686,CFG731_0bc9c3b6375d4380,G731ST-LT,11,CFG731_32b4b1ec4513af66,G731ST-LT,13
RFQ731-003690,CFG731_33d5b52db510e046,x731,80,CFG731_63eea9420833169a,x731,13
RFQ731-003691,CFG731_917fc613cc9bf56a,x731,79,CFG731_05cf1a0209b4f9a8,x731,16
RFQ731-003692,CFG731_fb76e1a3b49d565f,x731,13,CFG731_6b36d25fda044bf5,x731,14
RFQ731-003697,CFG731_3cfe26a4a6491587,x731,44,CFG731_04a53b6cc81d57d6,x731,15
RFQ731-003698,CFG731_b1196e0942d6104e,x731,212,CFG731_6526112621a9ee97,x731,13
RFQ731-003701,CFG731_edf13ed38a4b54de,G731CA,21,CFG731_b97ce0f180acf155,G731CA,14
RFQ731-003703,CFG731_2d4ebd2132481193,x731,20,CFG731_219ac3d01befd6d1,x731,15
RFQ731-003717,CFG731_0db950a4979d2c52,x731,30,CFG731_60f3aae8ede70fe0,x731,17
RFQ731-003718,CFG731_cc47430fac8438be,G731ST-LT,12,CFG731_49cd4cbef1081333,G731ST-LT,15
RFQ731-003725,CFG731_1f7c154d7e34e86e,x731,62,CFG731_962b6fcde3072947,x731,13
RFQ731-003730,CFG731_8d2d91c46ccfb471,x731,12,CFG731_79d5571d44c945f6,x731,19
RFQ731-003742,CFG731_715a3d3226cbaffd,G731ST-LT,16,CFG731_7f5bfa7b21e81359,G731ST-LT,15
RFQ731-003748,CFG731_3d79b5ed69541acc,x731,24,CFG731_219ac3d01befd6d1,x731,16
RFQ731-003750,CFG731_cbbe948e572a42e8,x731,15,CFG731_8d07e19298d09d34,x731,15
RFQ731-003753,CFG731_56310c55a01272a3,x731,13,CFG731_6f8c15548921e4c2,x731,12
RFQ731-003757,CFG731_8da1da530d6ae54d,G731ST-LT,31,CFG731_32b4b1ec4513af66,G731ST-LT,14
RFQ731-003770,CFG731_d3944f427f0609b6,G731ST-LT,13,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-003779,CFG731_fdb901ceaee1caed,x731,15,CFG731_6b36d25fda044bf5,x731,12
RFQ731-003780,CFG731_3352d611bcf09d74,x731,77,CFG731_c11c5ee5deff9a1e,x731,15
RFQ731-003782,CFG731_f030e97d69c5c359,x731,21,CFG731_0db950a4979d2c52,x731,17
RFQ731-003784,CFG731_b43582909c828d95,G731CA,12,CFG731_b97ce0f180acf155,G731CA,11
RFQ731-003787,CFG731_0d6df01ace2df68d,G731ST-LT,19,CFG731_49cd4cbef1081333,G731ST-LT,13
RFQ731-003801,CFG731_df5f598a914fb1cc,x731,14,CFG731_27b6b45b43224be7,x731,14
RFQ731-003802,CFG731_bb61f56875b25c60,x731,15,CFG731_6bdadac99b2f7b39,x731,12
RFQ731-003807,CFG731_ab7c99e095bc84f9,x731,19,CFG731_3b2a32abbf148ca1,x731,16
RFQ731-003808,CFG731_86b45f3244313c4c,x731,12,CFG731_618cb6c1c21feda4,x731,12
RFQ731-003813,CFG731_e7462b3bbda81f78,x731,24,CFG731_a59cc7e57b856164,x731,11
RFQ731-003815,CFG731_deb3d65220135a9e,x731,53,CFG731_3c119308d8305ad4,x731,14
RFQ731-003820,CFG731_b86bbf24b1c3a419,G731ST-LT,30,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-003822,CFG731_90dc5a2ccc9e8c22,x731,21,CFG731_663e1e93ec389f08,x731,17
RFQ731-003826,CFG731_d32eee68715fee63,G731ST-LT,24,CFG731_32b4b1ec4513af66,G731ST-LT,15
RFQ731-003827,CFG731_240d537f14b1a01d,G731ST-HT,12,CFG731_a3b03637ed22317c,G731ST-HT,16
RFQ731-003836,CFG731_18e687233239e907,x731,17,CFG731_e8e7b7513a5c9544,x731,16
RFQ731-003837,CFG731_0e0f01b5586b92da,G731ST-LT,13,CFG731_996314000fcfec4b,G731ST-LT,16
RFQ731-003844,CFG731_bcb75237dcbc3975,x731,12,CFG731_4346df46838fd57e,x731,17
RFQ731-003854,CFG731_bf345eee1e43eaf0,x731,110,CFG731_8c50542218db5cb0,x731,15
RFQ731-003857,CFG731_33fed5318b1a4f2f,x731,45,CFG731_353333bad447dbef,x731,14
RFQ731-003859,CFG731_d5af433b36265df1,G731ST-LT,35,CFG731_996314000fcfec4b,G731ST-LT,17
RFQ731-003861,CFG731_dd35920267346811,x731,106,CFG731_6b36d25fda044bf5,x731,15
RFQ731-003863,CFG731_ef2da8cd513b19be,x731,60,CFG731_9be0c5ce20280448,x731,13
RFQ731-003866,CFG731_2d75c413dea7052f,x731,23,CFG731_496bd7a964d6cd85,x731,16
RFQ731-003867,CFG731_c62952cfd77a9c9c,x731,52,CFG731_a4339f07d181d686,x731,16
RFQ731-003873,CFG731_260c36430f7c2d03,x731,177,CFG731_36d7686aca1200ae,x731,12
RFQ731-003877,CFG731_a84a367ef61c4e59,x731,26,CFG731_516629085c122a4e,x731,15
RFQ731-003880,CFG731_cc47430fac8438be,G731ST-LT,13,CFG731_0fdf5c36c9c41e69,G731ST-LT,15
RFQ731-003888,CFG731_04d132f563cdece8,G731CA,22,CFG731_0738cd529389f266,G731CA,12
RFQ731-003900,CFG731_633572f6d3593691,x731,154,CFG731_214b093bf98ca9ef,x731,13
RFQ731-003903,CFG731_81fb6648eb2086c4,x731,115,CFG731_3b2a32abbf148ca1,x731,9
RFQ731-003905,CFG731_0dc23d4863b02213,x731,14,CFG731_fa2849b259355775,x731,11
RFQ731-003906,CFG731_6472ab3bf7316498,x731,13,CFG731_747411fe70ba8e8d,x731,11
RFQ731-003908,CFG731_11a99741e1f7cce9,x731,19,CFG731_8d07e19298d09d34,x731,12
RFQ731-003910,CFG731_0d6df01ace2df68d,G731ST-LT,19,CFG731_49cd4cbef1081333,G731ST-LT,11
RFQ731-003911,CFG731_00533f723f7496de,G731ST-LT,15,CFG731_32b4b1ec4513af66,G731ST-LT,14
RFQ731-003913,CFG731_4158c57c64fd4dcc,x731,16,CFG731_e8e7b7513a5c9544,x731,12
RFQ731-003914,CFG731_952a687c71f51b58,x731,25,CFG731_2a8793475d827bb6,x731,13
RFQ731-003916,CFG731_4664eb01d8e0d814,G731ST-LT,16,CFG731_49cd4cbef1081333,G731ST-LT,13
RFQ731-003917,CFG731_dbfcde407c4d2524,x731,271,CFG731_54b63f2628adfc32,x731,13
RFQ731-003918,CFG731_b7e96d5717c40fd6,x731,64,CFG731_60f3aae8ede70fe0,x731,17
RFQ731-003923,CFG731_31d0a0df66872bf7,x731,13,CFG731_4458dc2930ba5c51,x731,16
RFQ731-003924,CFG731_eb61aaa216c2435b,x731,16,CFG731_c3481d11b658e1e9,x731,15
RFQ731-003926,CFG731_5362e45ac22e6417,x731,122,CFG731_05cf1a0209b4f9a8,x731,15
RFQ731-003928,CFG731_5f2fdad66cde083e,x731,75,CFG731_7822370b42865359,x731,14
RFQ731-003930,CFG731_0de2f6a333d94863,x731,215,CFG731_620cb319c2b7c332,x731,14
RFQ731-003932,CFG731_cf0d36d335e0ac93,x731,18,CFG731_7ffc09802c7b60bf,x731,17
RFQ731-003933,CFG731_9a6bb2143f8f76ed,x731,12,CFG731_296392aa95929245,x731,14
RFQ731-003937,CFG731_a72f99e8160efda6,F731TE,13,CFG731_07fb816f7dc25bc8,F731TE,12
RFQ731-003941,CFG731_d3944f427f0609b6,G731ST-LT,24,CFG731_49cd4cbef1081333,G731ST-LT,14
RFQ731-003942,CFG731_1434e7eedafa69d1,x731,13,CFG731_e8e7b7513a5c9544,x731,12
RFQ731-003945,CFG731_f2984ef18273dd81,x731,111,CFG731_353333bad447dbef,x731,14
RFQ731-003947,CFG731_5718ef9495972b30,x731,36,CFG731_b4987f1c95e91d0d,x731,15
RFQ731-003952,CFG731_4fa965828957289a,x731,13,CFG731_c3481d11b658e1e9,x731,15
RFQ731-003954,CFG731_695e540255cc94da,x731,56,CFG731_3b2a32abbf148ca1,x731,12
RFQ731-003956,CFG731_be2582bdf5536cbf,x731,100,CFG731_91e51485b56960b2,x731,13
RFQ731-003958,CFG731_8af4adfbdf504482,x731,25,CFG731_073f991a6c9a4683,x731,14
RFQ731-003959,CFG731_aa82c10f35e81f8d,x731,12,CFG731_6f7a5cd92e9a022d,x731,14
RFQ731-003963,CFG731_fa063863b8688588,x731,58,CFG731_7942d32924313c96,x731,14
RFQ731-003965,CFG731_5362e45ac22e6417,x731,65,CFG731_6b36d25fda044bf5,x731,15
RFQ731-003968,CFG731_92fbdd06b7923fc1,x731,12,CFG731_241d60e6ef5278be,x731,17
