rfq_id,mode,package_aware,target_package,true_configuration_id,recommended_configuration_id,recommended_package,top_score,true_rank,candidate_count,requirement_count,mandatory_matches,mandatory_conflicts,preferred_matches,preferred_conflicts,refinement_distance,is_top1
RFQ731-003132,ORACLE,False,G731CA,CFG731_55e37d2b9d20276c,CFG731_55e37d2b9d20276c,G731CA,98.1,1.0,402,14,13,0,1,0,0.0,True
RFQ731-003133,ORACLE,False,x731,CFG731_b187fb9ad3627171,CFG731_b187fb9ad3627171,x731,86.3,1.0,122,14,10,0,4,0,0.0,True
RFQ731-003134,ORACLE,False,x731,CFG731_071845862a7aed14,CFG731_071845862a7aed14,x731,88.10000000000001,1.0,144,15,11,0,4,0,0.0,True
RFQ731-003135,ORACLE,False,G731ST-LT,CFG731_613ed23f00a94a96,CFG731_613ed23f00a94a96,G731ST-LT,97.8,1.0,250,15,13,0,2,0,0.0,True
RFQ731-003136,ORACLE,False,G731ST-LT,CFG731_22da0d6030817265,CFG731_22da0d6030817265,G731ST-LT,80.10000000000001,1.0,408,15,9,0,6,0,0.0,True
RFQ731-003137,ORACLE,False,G731ST-HT,CFG731_49bb1327a04ca706,CFG731_49bb1327a04ca706,G731ST-HT,82.7,1.0,388,15,10,0,5,0,0.0,True
RFQ731-003138,ORACLE,False,G731ST-LT,CFG731_845802fc60449063,CFG731_845802fc60449063,G731ST-LT,76.4,1.0,258,13,10,0,3,0,0.0,True
RFQ731-003139,ORACLE,False,x731,CFG731_fe5ec1b0bcdbd396,CFG731_fe5ec1b0bcdbd396,x731,75.5,1.0,166,13,9,0,4,0,0.0,True
RFQ731-003140,ORACLE,False,x731,CFG731_8189439864af87ea,CFG731_8189439864af87ea,x731,82.4,1.0,146,14,10,0,4,0,0.0,True
RFQ731-003141,ORACLE,False,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_d2034bb5aa313dac,F731WD_DualChannel,69.2,1.0,524,12,9,0,3,0,0.0,True
RFQ731-003142,ORACLE,False,x731,CFG731_b1631f2fb876e4f4,CFG731_b1631f2fb876e4f4,x731,86.1,1.0,150,13,12,0,1,0,0.0,True
RFQ731-003143,ORACLE,False,F731WD_SingleChannel,CFG731_70b6eaf9262ca4d0,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,83.8,1.0,570,13,11,0,2,0,0.0,True
RFQ731-003144,ORACLE,False,x731,CFG731_b2ad61cdb45a54fb,CFG731_b2ad61cdb45a54fb,x731,77.1,1.0,140,14,9,0,5,0,0.0,True
RFQ731-003145,ORACLE,False,x731,CFG731_296392aa95929245,CFG731_296392aa95929245,x731,87.0,1.0,134,14,11,0,3,0,0.0,True
RFQ731-003146,ORACLE,False,x731,CFG731_14ec1773441318c2,CFG731_14ec1773441318c2,x731,79.0,1.0,128,13,10,0,3,0,0.0,True
RFQ731-003147,ORACLE,False,G731ST-LT,CFG731_58b9913d8024b015,CFG731_58b9913d8024b015,G731ST-LT,79.10000000000001,1.0,212,13,11,0,2,0,0.0,True
RFQ731-003148,ORACLE,False,G731ST-LT,CFG731_cc03e3852895ae99,CFG731_cc03e3852895ae99,G731ST-LT,71.30000000000001,1.0,340,13,9,0,4,0,0.0,True
RFQ731-003149,ORACLE,False,G731ST-HT,CFG731_cc9ac35e4d9a1854,CFG731_cc9ac35e4d9a1854,G731ST-HT,91.9,1.0,326,16,11,0,5,0,0.0,True
RFQ731-003150,ORACLE,False,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,G731CA,92.7,1.0,382,14,12,0,2,0,0.0,True
RFQ731-003151,ORACLE,False,x731,CFG731_5362e45ac22e6417,CFG731_5362e45ac22e6417,x731,81.10000000000001,1.0,118,14,10,0,4,0,0.0,True
RFQ731-003152,ORACLE,False,G731ST-LT,CFG731_d982a98f914f0a87,CFG731_d982a98f914f0a87,G731ST-LT,77.60000000000001,1.0,232,14,9,0,5,0,0.0,True
RFQ731-003153,ORACLE,False,x731,CFG731_24648603ca730481,CFG731_24648603ca730481,x731,83.3,1.0,114,15,9,0,6,0,0.0,True
RFQ731-003154,ORACLE,False,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,G731CA,93.0,1.0,348,14,12,0,2,0,0.0,True
RFQ731-003155,ORACLE,False,G731CA,CFG731_f235f4dd7693c885,CFG731_f235f4dd7693c885,G731CA,66.30000000000001,1.0,426,12,8,0,4,0,0.0,True
RFQ731-003156,ORACLE,False,x731,CFG731_9b931b5025055c84,CFG731_9b931b5025055c84,x731,70.5,1.0,152,13,8,0,5,0,0.0,True
RFQ731-003157,ORACLE,False,x731,CFG731_9eee2266c8068ada,CFG731_9eee2266c8068ada,x731,87.5,1.0,128,15,10,0,5,0,0.0,True
RFQ731-003158,ORACLE,False,x731,CFG731_0cf73cced42104be,CFG731_0cf73cced42104be,x731,89.60000000000001,1.0,104,15,11,0,4,0,0.0,True
RFQ731-003159,ORACLE,False,G731ST-LT,CFG731_5be384035f37d372,CFG731_5be384035f37d372,G731ST-LT,81.6,1.0,326,13,11,0,2,0,0.0,True
RFQ731-003160,ORACLE,False,x731,CFG731_86a57b7488e60012,CFG731_86a57b7488e60012,x731,87.49999999999999,1.0,160,14,11,0,3,0,0.0,True
RFQ731-003161,ORACLE,False,x731,CFG731_d0bd848c8f934b33,CFG731_d0bd848c8f934b33,x731,72.80000000000001,1.0,152,13,9,0,4,0,0.0,True
RFQ731-003162,ORACLE,False,x731,CFG731_62d0f0f6bab9bdcb,CFG731_62d0f0f6bab9bdcb,x731,95.8,1.0,138,16,11,0,5,0,0.0,True
RFQ731-003163,ORACLE,False,x731,CFG731_1f31b1bf8dc9e962,CFG731_1f31b1bf8dc9e962,x731,90.6,1.0,154,15,11,0,4,0,0.0,True
RFQ731-003164,ORACLE,False,G731CA,CFG731_452fb8d2c450816e,CFG731_452fb8d2c450816e,G731CA,76.5,1.0,350,12,10,0,2,0,0.0,True
RFQ731-003165,ORACLE,False,x731,CFG731_da757fc78485b6cc,CFG731_da757fc78485b6cc,x731,83.19999999999999,1.0,156,13,11,0,2,0,0.0,True
RFQ731-003166,ORACLE,False,x731,CFG731_8216171cc39f78aa,CFG731_8216171cc39f78aa,x731,89.50000000000001,1.0,150,16,10,0,6,0,0.0,True
RFQ731-003167,ORACLE,False,x731,CFG731_7d4c803343a40a05,CFG731_7d4c803343a40a05,x731,83.1,1.0,204,15,9,0,6,0,0.0,True
RFQ731-003168,ORACLE,False,x731,CFG731_7e2eb98eda74b038,CFG731_7e2eb98eda74b038,x731,94.9,1.0,180,14,13,0,1,0,0.0,True
RFQ731-003169,ORACLE,False,x731,CFG731_8e5ce09a779d2284,CFG731_8e5ce09a779d2284,x731,83.10000000000001,1.0,168,14,11,0,3,0,0.0,True
RFQ731-003170,ORACLE,False,x731,CFG731_563ef0dc6253e3f7,CFG731_563ef0dc6253e3f7,x731,91.2,1.0,118,14,12,0,2,0,0.0,True
RFQ731-003171,ORACLE,False,G731ST-LT,CFG731_8da1da530d6ae54d,CFG731_8da1da530d6ae54d,G731ST-LT,99.2,1.0,280,16,12,0,4,0,0.0,True
RFQ731-003172,ORACLE,False,x731,CFG731_22fecf5bb26e1132,CFG731_22fecf5bb26e1132,x731,92.9,1.0,176,15,12,0,3,0,0.0,True
RFQ731-003173,ORACLE,False,G731CA,CFG731_faff6da73df00950,CFG731_faff6da73df00950,G731CA,91.8,1.0,434,14,12,0,2,0,0.0,True
RFQ731-003174,ORACLE,False,F731TE,CFG731_f79503cf8f87ea49,CFG731_f79503cf8f87ea49,F731TE,53.800000000000004,1.0,444,11,6,0,5,0,0.0,True
RFQ731-003175,ORACLE,False,F731TE,CFG731_4d0235c9d5cc61be,CFG731_4d0235c9d5cc61be,F731TE,69.1,1.0,400,11,10,0,1,0,0.0,True
RFQ731-003176,ORACLE,False,x731,CFG731_9ccdadb28a07accd,CFG731_9ccdadb28a07accd,x731,76.39999999999999,1.0,160,14,8,0,6,0,0.0,True
RFQ731-003177,ORACLE,False,x731,CFG731_93ba38caebb455ef,CFG731_93ba38caebb455ef,x731,85.2,1.0,102,14,11,0,3,0,0.0,True
RFQ731-003178,ORACLE,False,x731,CFG731_af5b0ebc51685059,CFG731_af5b0ebc51685059,x731,95.8,1.0,154,16,11,0,5,0,0.0,True
RFQ731-003179,ORACLE,False,x731,CFG731_36c553adc9f5ebf3,CFG731_36c553adc9f5ebf3,x731,109.60000000000001,1.0,150,16,14,0,2,0,0.0,True
RFQ731-003180,ORACLE,False,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_63eca10a00ae1f5d,G731ST-HT,98.2,1.0,330,16,12,0,4,0,0.0,True
RFQ731-003181,ORACLE,False,x731,CFG731_038a2660d5cee54f,CFG731_038a2660d5cee54f,x731,107.8,1.0,154,16,14,0,2,0,0.0,True
RFQ731-003182,ORACLE,False,G731CA,CFG731_55e37d2b9d20276c,CFG731_55e37d2b9d20276c,G731CA,86.1,1.0,410,14,10,0,4,0,0.0,True
RFQ731-003183,ORACLE,False,x731,CFG731_abc11b72fc871228,CFG731_abc11b72fc871228,x731,87.5,1.0,152,13,12,0,1,0,0.0,True
RFQ731-003184,ORACLE,False,G731ST-LT,CFG731_0bc9c3b6375d4380,CFG731_0bc9c3b6375d4380,G731ST-LT,80.80000000000001,1.0,208,14,10,0,4,0,0.0,True
RFQ731-003185,ORACLE,False,x731,CFG731_69502d87794881ea,CFG731_69502d87794881ea,x731,88.3,1.0,120,13,12,0,1,0,0.0,True
RFQ731-003186,ORACLE,False,x731,CFG731_87274fb3dc8d442a,CFG731_87274fb3dc8d442a,x731,82.0,1.0,172,13,11,0,2,0,0.0,True
RFQ731-003187,ORACLE,False,x731,CFG731_d6304b0cfae9a548,CFG731_d6304b0cfae9a548,x731,98.0,1.0,134,16,12,0,4,0,0.0,True
RFQ731-003188,ORACLE,False,x731,CFG731_bf8f7d1a25ad0a6e,CFG731_bf8f7d1a25ad0a6e,x731,78.9,1.0,180,13,10,0,3,0,0.0,True
RFQ731-003189,ORACLE,False,x731,CFG731_2686ab8bb7012e53,CFG731_2686ab8bb7012e53,x731,80.3,1.0,140,13,10,0,3,0,0.0,True
RFQ731-003190,ORACLE,False,F731WD_DualChannel,CFG731_783ba1dc5751818d,CFG731_783ba1dc5751818d,F731WD_DualChannel,71.0,1.0,420,12,9,0,3,0,0.0,True
RFQ731-003191,ORACLE,False,x731,CFG731_8956c16bd3b9a345,CFG731_8956c16bd3b9a345,x731,90.0,1.0,146,14,12,0,2,0,0.0,True
RFQ731-003192,ORACLE,False,x731,CFG731_bb61f56875b25c60,CFG731_bb61f56875b25c60,x731,72.60000000000001,1.0,80,13,8,0,5,0,0.0,True
RFQ731-003193,ORACLE,False,F731PW,CFG731_0d8116f4900c6919,CFG731_0d8116f4900c6919,F731PW,78.2,1.0,412,12,11,0,1,0,0.0,True
RFQ731-003194,ORACLE,False,x731,CFG731_5fe81a6927bfed57,CFG731_5fe81a6927bfed57,x731,75.2,1.0,128,14,8,0,6,0,0.0,True
RFQ731-003195,ORACLE,False,x731,CFG731_0be1e83a71642630,CFG731_0be1e83a71642630,x731,87.1,1.0,144,14,11,0,3,0,0.0,True
RFQ731-003196,ORACLE,False,x731,CFG731_d779331ce0b0c6c1,CFG731_d779331ce0b0c6c1,x731,104.8,1.0,124,16,13,0,3,0,0.0,True
RFQ731-003197,ORACLE,False,G731ST-HT,CFG731_831a7150258499af,CFG731_831a7150258499af,G731ST-HT,102.7,1.0,346,16,13,0,3,0,0.0,True
RFQ731-003198,ORACLE,False,x731,CFG731_39a1207c373ce8a2,CFG731_39a1207c373ce8a2,x731,71.9,1.0,128,13,8,0,5,0,0.0,True
RFQ731-003199,ORACLE,False,G731VG,CFG731_7f63e10e4938ed7a,CFG731_7f63e10e4938ed7a,G731VG,96.2,1.0,608,15,12,0,3,0,0.0,True
RFQ731-003200,ORACLE,False,x731,CFG731_e1a359096a360a7b,CFG731_e1a359096a360a7b,x731,99.5,1.0,152,15,13,0,2,0,0.0,True
RFQ731-003201,ORACLE,False,x731,CFG731_214b093bf98ca9ef,CFG731_214b093bf98ca9ef,x731,87.39999999999999,1.0,134,14,11,0,3,0,0.0,True
RFQ731-003202,ORACLE,False,G731ST-HT,CFG731_f23946dbf617272b,CFG731_f23946dbf617272b,G731ST-HT,75.0,1.0,438,14,9,0,5,0,0.0,True
RFQ731-003203,ORACLE,False,G731ST-HT,CFG731_1060da033d1aaed1,CFG731_1060da033d1aaed1,G731ST-HT,66.4,1.0,408,13,8,0,5,0,0.0,True
RFQ731-003204,ORACLE,False,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_b7a7770d19b6f648,G731ST-HT,71.1,1.0,288,14,8,0,6,0,0.0,True
RFQ731-003205,ORACLE,False,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_4aa7d46b9cfa7d7b,G731ST-HT,106.60000000000001,1.0,358,16,14,0,2,0,0.0,True
RFQ731-003206,ORACLE,False,x731,CFG731_11a99741e1f7cce9,CFG731_11a99741e1f7cce9,x731,87.8,1.0,124,14,11,0,3,0,0.0,True
RFQ731-003207,ORACLE,False,G731ST-LT,CFG731_e03b41992c837b34,CFG731_e03b41992c837b34,G731ST-LT,84.0,1.0,294,15,10,0,5,0,0.0,True
RFQ731-003208,ORACLE,False,x731,CFG731_8634a8a0a780401d,CFG731_8634a8a0a780401d,x731,73.6,1.0,152,13,8,0,5,0,0.0,True
RFQ731-003209,ORACLE,False,G731ST-HT,CFG731_e2d64e127f97296d,CFG731_e2d64e127f97296d,G731ST-HT,94.7,1.0,272,15,12,0,3,0,0.0,True
RFQ731-003210,ORACLE,False,F731WD_DualChannel,CFG731_8281908b452128f3,CFG731_8281908b452128f3,F731WD_DualChannel,87.1,1.0,474,13,12,0,1,0,0.0,True
RFQ731-003211,ORACLE,False,x731,CFG731_69502d87794881ea,CFG731_69502d87794881ea,x731,87.1,1.0,116,13,12,0,1,0,0.0,True
RFQ731-003212,ORACLE,False,x731,CFG731_eaca39956a83b99d,CFG731_eaca39956a83b99d,x731,82.2,1.0,170,14,10,0,4,0,0.0,True
RFQ731-003213,ORACLE,False,x731,CFG731_b1693ef6b18686ac,CFG731_b1693ef6b18686ac,x731,100.0,1.0,152,16,12,0,4,0,0.0,True
RFQ731-003214,ORACLE,False,x731,CFG731_9d5f3b4b7b2dfa7b,CFG731_9d5f3b4b7b2dfa7b,x731,102.0,1.0,168,15,13,0,2,0,0.0,True
RFQ731-003215,ORACLE,False,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_49cd4cbef1081333,G731ST-LT,76.20000000000002,1.0,298,15,8,0,7,0,0.0,True
RFQ731-003216,ORACLE,False,x731,CFG731_1147f9711c4bff84,CFG731_1147f9711c4bff84,x731,79.39999999999999,1.0,184,14,9,0,5,0,0.0,True
RFQ731-003217,ORACLE,False,F731PW,CFG731_7785b2914ebb6eaf,CFG731_7785b2914ebb6eaf,F731PW,69.80000000000001,1.0,408,12,9,0,3,0,0.0,True
RFQ731-003218,ORACLE,False,x731,CFG731_bb61f56875b25c60,CFG731_bb61f56875b25c60,x731,72.9,1.0,86,13,9,0,4,0,0.0,True
RFQ731-003219,ORACLE,False,x731,CFG731_b74fb5418dad3b38,CFG731_b74fb5418dad3b38,x731,103.6,1.0,146,16,13,0,3,0,0.0,True
RFQ731-003220,ORACLE,False,F731PW,CFG731_0781a0fecc8f46d5,CFG731_0781a0fecc8f46d5,F731PW,66.2,1.0,510,12,8,0,4,0,0.0,True
RFQ731-003221,ORACLE,False,G731VG,CFG731_7f63e10e4938ed7a,CFG731_7f63e10e4938ed7a,G731VG,90.8,1.0,608,15,11,0,4,0,0.0,True
RFQ731-003222,ORACLE,False,G731ST-LT,CFG731_fa6ab94f1cf566b3,CFG731_fa6ab94f1cf566b3,G731ST-LT,89.0,1.0,292,14,12,0,2,0,0.0,True
RFQ731-003223,ORACLE,False,x731,CFG731_c9190efaaf22bb3f,CFG731_c9190efaaf22bb3f,x731,87.7,1.0,170,14,11,0,3,0,0.0,True
RFQ731-003224,ORACLE,False,x731,CFG731_31d0a0df66872bf7,CFG731_31d0a0df66872bf7,x731,99.4,1.0,182,16,12,0,4,0,0.0,True
RFQ731-003225,ORACLE,False,F731PW,CFG731_327bfa077bbbd45e,CFG731_327bfa077bbbd45e,F731PW,60.800000000000004,1.0,408,12,7,0,5,0,0.0,True
RFQ731-003226,ORACLE,False,x731,CFG731_6bdadac99b2f7b39,CFG731_6bdadac99b2f7b39,x731,92.5,1.0,128,16,10,0,6,0,0.0,True
RFQ731-003227,ORACLE,False,x731,CFG731_0848f22447616e6f,CFG731_0848f22447616e6f,x731,90.3,1.0,148,15,11,0,4,0,0.0,True
RFQ731-003228,ORACLE,False,F731WD_SingleChannel,CFG731_0be7d6198235486b,CFG731_0be7d6198235486b,F731WD_SingleChannel,69.7,1.0,460,11,10,0,1,0,0.0,True
RFQ731-003229,ORACLE,False,G731ST-HT,CFG731_3c6c3a0686e047ad,CFG731_3c6c3a0686e047ad,G731ST-HT,84.60000000000001,1.0,210,14,11,0,3,0,0.0,True
RFQ731-003230,ORACLE,False,x731,CFG731_8b9239fd1c516750,CFG731_8b9239fd1c516750,x731,82.60000000000001,1.0,146,14,10,0,4,0,0.0,True
RFQ731-003231,ORACLE,False,G731ST-LT,CFG731_845802fc60449063,CFG731_845802fc60449063,G731ST-LT,71.0,1.0,256,13,9,0,4,0,0.0,True
RFQ731-003232,ORACLE,False,G731ST-HT,CFG731_c32627af59ba1526,CFG731_c32627af59ba1526,G731ST-HT,89.6,1.0,306,15,11,0,4,0,0.0,True
RFQ731-003233,ORACLE,False,G731ST-LT,CFG731_715a3d3226cbaffd,CFG731_715a3d3226cbaffd,G731ST-LT,102.8,1.0,338,16,13,0,3,0,0.0,True
RFQ731-003234,ORACLE,False,G731CA,CFG731_04d132f563cdece8,CFG731_04d132f563cdece8,G731CA,71.7,1.0,344,12,9,0,3,0,0.0,True
RFQ731-003235,ORACLE,False,G731ST-HT,CFG731_4d6c56202edf3f41,CFG731_4d6c56202edf3f41,G731ST-HT,80.7,1.0,284,14,10,0,4,0,0.0,True
RFQ731-003236,ORACLE,False,x731,CFG731_169a8482d2028dff,CFG731_169a8482d2028dff,x731,93.4,1.0,140,16,11,0,5,0,0.0,True
RFQ731-003237,ORACLE,False,x731,CFG731_9eee2266c8068ada,CFG731_9eee2266c8068ada,x731,91.1,1.0,134,15,11,0,4,0,0.0,True
RFQ731-003238,ORACLE,False,G731CA,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,G731CA,86.4,1.0,410,14,10,0,4,0,0.0,True
RFQ731-003239,ORACLE,False,x731,CFG731_8bd839e0c8855562,CFG731_8bd839e0c8855562,x731,69.2,1.0,220,13,8,0,5,0,0.0,True
RFQ731-003240,ORACLE,False,G731CA,CFG731_adf77af8b73e9cdc,CFG731_adf77af8b73e9cdc,G731CA,90.6,1.0,364,14,11,0,3,0,0.0,True
RFQ731-003241,ORACLE,False,G731ST-LT,CFG731_d432b6fd40e9e78c,CFG731_d432b6fd40e9e78c,G731ST-LT,76.60000000000001,1.0,312,14,9,0,5,0,0.0,True
RFQ731-003242,ORACLE,False,x731,CFG731_d47fa87df22e968e,CFG731_d47fa87df22e968e,x731,94.7,1.0,168,15,12,0,3,0,0.0,True
RFQ731-003243,ORACLE,False,G731VG,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,G731VG,105.2,1.0,630,15,14,0,1,0,0.0,True
RFQ731-003244,ORACLE,False,x731,CFG731_a4038243bb1e609e,CFG731_a4038243bb1e609e,x731,86.2,1.0,144,14,11,0,3,0,0.0,True
RFQ731-003245,ORACLE,False,G731ST-HT,CFG731_b7a7770d19b6f648,CFG731_b7a7770d19b6f648,G731ST-HT,88.2,1.0,262,14,12,0,2,0,0.0,True
RFQ731-003246,ORACLE,False,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_d124ccffa669c3a2,G731ST-LT,95.3,1.0,312,16,11,0,5,0,0.0,True
RFQ731-003247,ORACLE,False,x731,CFG731_af755e9c46cfadd4,CFG731_af755e9c46cfadd4,x731,81.2,1.0,204,14,9,0,5,0,0.0,True
RFQ731-003248,ORACLE,False,G731ST-HT,CFG731_b5710e5f11e2cbc2,CFG731_b5710e5f11e2cbc2,G731ST-HT,77.4,1.0,196,14,10,0,4,0,0.0,True
RFQ731-003249,ORACLE,False,x731,CFG731_241261e6f2e0673c,CFG731_241261e6f2e0673c,x731,96.1,1.0,152,14,13,0,1,0,0.0,True
RFQ731-003250,ORACLE,False,G731ST-HT,CFG731_aa4779c40e6c2de0,CFG731_aa4779c40e6c2de0,G731ST-HT,66.80000000000001,1.0,294,13,8,0,5,0,0.0,True
RFQ731-003251,ORACLE,False,G731ST-HT,CFG731_ab3b0ae98d7b2345,CFG731_ab3b0ae98d7b2345,G731ST-HT,91.7,1.0,344,15,12,0,3,0,0.0,True
RFQ731-003252,ORACLE,False,x731,CFG731_93048b37febc2c6d,CFG731_93048b37febc2c6d,x731,93.80000000000001,1.0,134,15,12,0,3,0,0.0,True
RFQ731-003253,ORACLE,False,x731,CFG731_a385518a9f31baa0,CFG731_a385518a9f31baa0,x731,86.3,1.0,98,15,10,0,5,0,0.0,True
RFQ731-003254,ORACLE,False,x731,CFG731_c66891bf502d2d83,CFG731_c66891bf502d2d83,x731,90.9,1.0,132,15,11,0,4,0,0.0,True
RFQ731-003255,ORACLE,False,x731,CFG731_624c46bfa7e46ad0,CFG731_624c46bfa7e46ad0,x731,96.8,1.0,188,15,13,0,2,0,0.0,True
RFQ731-003256,ORACLE,False,x731,CFG731_35443b2ee17ecca9,CFG731_35443b2ee17ecca9,x731,82.3,1.0,162,13,10,0,3,0,0.0,True
RFQ731-003257,ORACLE,False,x731,CFG731_b74fb5418dad3b38,CFG731_b74fb5418dad3b38,x731,95.2,1.0,138,16,11,0,5,0,0.0,True
RFQ731-003258,ORACLE,False,F731WD_SingleChannel,CFG731_9a761e6bfde35917,CFG731_9a761e6bfde35917,F731WD_SingleChannel,74.80000000000001,1.0,412,13,9,0,4,0,0.0,True
RFQ731-003259,ORACLE,False,G731CA,CFG731_757fbd3e8915b462,CFG731_757fbd3e8915b462,G731CA,91.19999999999999,1.0,390,14,12,0,2,0,0.0,True
RFQ731-003260,ORACLE,False,F731PW,CFG731_b265e25b7baf721d,CFG731_b265e25b7baf721d,F731PW,59.2,1.0,498,11,7,0,4,0,0.0,True
RFQ731-003261,ORACLE,False,x731,CFG731_c9f99492e564a888,CFG731_c9f99492e564a888,x731,84.0,1.0,130,13,11,0,2,0,0.0,True
RFQ731-003262,ORACLE,False,x731,CFG731_ef02695e374fc418,CFG731_ef02695e374fc418,x731,93.7,1.0,164,14,13,0,1,0,0.0,True
RFQ731-003263,ORACLE,False,F731WD_DualChannel,CFG731_d2034bb5aa313dac,CFG731_d2034bb5aa313dac,F731WD_DualChannel,72.2,1.0,512,12,9,0,3,0,0.0,True
RFQ731-003264,ORACLE,False,x731,CFG731_6ad3ec8ed100118e,CFG731_6ad3ec8ed100118e,x731,86.7,1.0,128,14,11,0,3,0,0.0,True
RFQ731-003265,ORACLE,False,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,G731ST-LT,96.6,1.0,290,15,12,0,3,0,0.0,True
RFQ731-003266,ORACLE,False,G731ST-HT,CFG731_a69c8345e2cbb480,CFG731_a69c8345e2cbb480,G731ST-HT,92.0,1.0,282,15,12,0,3,0,0.0,True
RFQ731-003267,ORACLE,False,x731,CFG731_3b06d9bface617d0,CFG731_3b06d9bface617d0,x731,99.5,1.0,128,15,13,0,2,0,0.0,True
RFQ731-003268,ORACLE,False,x731,CFG731_7157b3d45716ad8f,CFG731_7157b3d45716ad8f,x731,86.8,1.0,164,14,11,0,3,0,0.0,True
RFQ731-003269,ORACLE,False,x731,CFG731_77a90bfd81b5c2c1,CFG731_77a90bfd81b5c2c1,x731,98.0,1.0,162,15,13,0,2,0,0.0,True
RFQ731-003270,ORACLE,False,x731,CFG731_031d8f2fe50bf3d1,CFG731_031d8f2fe50bf3d1,x731,82.8,1.0,150,14,10,0,4,0,0.0,True
RFQ731-003271,ORACLE,False,G731ST-LT,CFG731_9e44a82e6c1db982,CFG731_9e44a82e6c1db982,G731ST-LT,75.2,1.0,322,13,10,0,3,0,0.0,True
RFQ731-003272,ORACLE,False,G731CA,CFG731_95a64c12c70f922a,CFG731_95a64c12c70f922a,G731CA,84.9,1.0,382,14,10,0,4,0,0.0,True
RFQ731-003273,ORACLE,False,F731PW,CFG731_5995fa9fd5d1242f,CFG731_5995fa9fd5d1242f,F731PW,66.2,1.0,478,12,8,0,4,0,0.0,True
RFQ731-003274,ORACLE,False,x731,CFG731_33f869b0c10dd59d,CFG731_33f869b0c10dd59d,x731,81.2,1.0,106,14,9,0,5,0,0.0,True
RFQ731-003275,ORACLE,False,G731CA,CFG731_6fae22c89116fc5e,CFG731_6fae22c89116fc5e,G731CA,102.0,1.0,338,14,14,0,0,0,0.0,True
RFQ731-003276,ORACLE,False,x731,CFG731_6526112621a9ee97,CFG731_6526112621a9ee97,x731,88.8,1.0,146,15,11,0,4,0,0.0,True
RFQ731-003277,ORACLE,False,x731,CFG731_b10c597ca89c3f56,CFG731_b10c597ca89c3f56,x731,85.5,1.0,158,14,11,0,3,0,0.0,True
RFQ731-003278,ORACLE,False,x731,CFG731_cf543b1c3927ab71,CFG731_cf543b1c3927ab71,x731,89.80000000000001,1.0,120,16,10,0,6,0,0.0,True
RFQ731-003279,ORACLE,False,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_a56f1437a0b4ca31,G731ST-HT,104.8,1.0,282,16,14,0,2,0,0.0,True
RFQ731-003280,ORACLE,False,x731,CFG731_b48a547ba9b64245,CFG731_b48a547ba9b64245,x731,83.1,1.0,126,13,11,0,2,0,0.0,True
RFQ731-003281,ORACLE,False,x731,CFG731_d40b624cb7b84a81,CFG731_d40b624cb7b84a81,x731,87.70000000000002,1.0,132,16,10,0,6,0,0.0,True
RFQ731-003282,ORACLE,False,G731ST-LT,CFG731_ad54a3e31832f7d2,CFG731_ad54a3e31832f7d2,G731ST-LT,83.8,1.0,282,14,11,0,3,0,0.0,True
RFQ731-003283,ORACLE,False,G731ST-LT,CFG731_cc47430fac8438be,CFG731_cc47430fac8438be,G731ST-LT,78.1,1.0,242,14,9,0,5,0,0.0,True
RFQ731-003284,ORACLE,False,G731ST-LT,CFG731_903051672b581bab,CFG731_903051672b581bab,G731ST-LT,85.9,1.0,182,15,10,0,5,0,0.0,True
RFQ731-003285,ORACLE,False,G731CA,CFG731_ed85647cd384c17a,CFG731_ed85647cd384c17a,G731CA,84.60000000000001,1.0,346,14,10,0,4,0,0.0,True
RFQ731-003286,ORACLE,False,x731,CFG731_a04cb2bbaa13d22b,CFG731_a04cb2bbaa13d22b,x731,77.5,1.0,150,14,9,0,5,0,0.0,True
RFQ731-003287,ORACLE,False,G731ST-LT,CFG731_fa6ab94f1cf566b3,CFG731_fa6ab94f1cf566b3,G731ST-LT,88.4,1.0,338,14,12,0,2,0,0.0,True
RFQ731-003288,ORACLE,False,x731,CFG731_b0cb3b337215aa5b,CFG731_b0cb3b337215aa5b,x731,79.2,1.0,142,13,10,0,3,0,0.0,True
RFQ731-003289,ORACLE,False,x731,CFG731_68d0d8577edab436,CFG731_68d0d8577edab436,x731,81.4,1.0,148,13,10,0,3,0,0.0,True
RFQ731-003290,ORACLE,False,G731ST-HT,CFG731_37f37296c515d083,CFG731_37f37296c515d083,G731ST-HT,88.2,1.0,218,14,12,0,2,0,0.0,True
