rfq_id,target_package,predicted_configuration_id,true_configuration_id,true_rank,error_type,num_changed_characteristics,changed_characteristics,mandatory_requirements,mandatory_matches,mandatory_mismatches,preferred_requirements,preferred_matches,preferred_mismatches,true_mandatory_matches,true_mandatory_mismatches,predicted_score,predicted_package,recommendation_package_aware
RFQ731-003451,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_098817d766a37bc2,2.0,TRUE_IN_TOP3,1,stromEingaenge,10,10,0,5,5,0,10,0,25.53087321483553,G731ST-LT,false
RFQ731-003452,x731,CFG731_5ea309f998205da7,CFG731_9ccdadb28a07accd,6.0,TRUE_IN_TOP10,2,dev_advMeterVerification|customUserFluid,10,10,0,4,4,0,10,0,21.281151774626046,x731,false
RFQ731-003453,F731PW,CFG731_00f08838a21d3799,CFG731_00f08838a21d3799,1.0,CORRECT_TOP1,0,,8,8,0,3,3,0,8,0,28.231894322810824,F731PW,false
RFQ731-003454,x731,CFG731_20e62aeb01c953da,CFG731_20e62aeb01c953da,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,22.99872411197393,x731,false
RFQ731-003455,G731ST-HT,CFG731_5c80dfb541787e3e,CFG731_5c80dfb541787e3e,1.0,CORRECT_TOP1,0,,14,14,0,1,1,0,14,0,26.598847769207055,G731ST-HT,false
RFQ731-003456,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_c050936f4a70e2a0,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,25.607273139727138,G731ST-LT,false
RFQ731-003457,x731,CFG731_cb9d6c11077bd307,CFG731_fe424f85d85e1c0c,5.0,TRUE_IN_TOP5,2,stromEingaenge|dev_advMeterVerification,10,10,0,4,4,0,10,0,20.185524914237124,x731,false
RFQ731-003458,x731,CFG731_cf543b1c3927ab71,CFG731_4dd88391f253d6d5,2.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,10,10,0,5,5,0,10,0,22.070285337557696,x731,false
RFQ731-003459,x731,CFG731_9a0f0b26c7f24725,CFG731_bb4f0886ba308d63,6.0,TRUE_IN_TOP10,2,dev_advMeterVerification|customUserFluid,7,7,0,7,7,0,7,0,21.6927433020168,x731,false
RFQ731-003460,G731ST-LT,CFG731_1d89d7fdc7355744,CFG731_1d89d7fdc7355744,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,26.013318501830994,G731ST-LT,false
RFQ731-003461,G731ST-LT,CFG731_c050936f4a70e2a0,CFG731_bd771effc0c19f23,6.0,TRUE_IN_TOP10,2,stromEingaenge|temperaturEingaenge,11,11,0,2,2,0,11,0,22.833713363773256,G731ST-LT,false
RFQ731-003462,x731,CFG731_ae226e31119be9bd,CFG731_ae226e31119be9bd,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,23.233133724164887,x731,false
RFQ731-003463,x731,CFG731_d9234c84a58b99ae,CFG731_d9234c84a58b99ae,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,21.435939795821504,x731,false
RFQ731-003464,x731,CFG731_91e51485b56960b2,CFG731_8e5ce09a779d2284,2.0,TRUE_IN_TOP3,3,stromSchaltbar|stromEingaenge|temperaturEingaenge,11,11,0,3,3,0,11,0,19.749176238335373,x731,false
RFQ731-003465,x731,CFG731_31aa13473958d7d3,CFG731_4f69dda45b9029b5,2.0,TRUE_IN_TOP3,1,dynamicGasMaster,14,14,0,2,2,0,14,0,22.51678124230433,x731,false
RFQ731-003466,x731,CFG731_5ea309f998205da7,CFG731_5ea309f998205da7,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,23.43693711114948,x731,false
RFQ731-003467,x731,CFG731_c39096767a7ae083,CFG731_ef02695e374fc418,2.0,TRUE_IN_TOP3,3,stromSchaltbar|temperaturEingaenge|dev_advMeterVerification,7,7,0,7,7,0,7,0,20.370116454090194,x731,false
RFQ731-003468,x731,CFG731_a41a2d2cef1a675f,CFG731_a41a2d2cef1a675f,1.0,CORRECT_TOP1,0,,7,7,0,7,7,0,7,0,22.659404172759384,x731,false
RFQ731-003469,F731TE,CFG731_d8c69b7395beabbb,CFG731_3c2aedfb429dc226,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,9,9,0,2,2,0,9,0,29.797240735676542,F731TE,false
RFQ731-003470,x731,CFG731_962b6fcde3072947,CFG731_3450383be0000281,4.0,TRUE_IN_TOP5,1,temperaturEingaenge,13,13,0,2,2,0,13,0,20.73037859188728,x731,false
RFQ731-003471,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_ab3b0ae98d7b2345,2.0,TRUE_IN_TOP3,1,stromSchaltbar,14,14,0,1,1,0,14,0,27.14181539896219,G731ST-HT,false
RFQ731-003472,F731TE,CFG731_d8c69b7395beabbb,CFG731_d8c69b7395beabbb,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,38.80183643608151,F731TE,false
RFQ731-003473,x731,CFG731_67de76f701c9cfad,CFG731_63f33b68f29fecef,2.0,TRUE_IN_TOP3,1,dev_advMeterVerification,9,9,0,6,6,0,9,0,21.981614267792,x731,false
RFQ731-003474,G731ST-HT,CFG731_eb70dc35972dc4b7,CFG731_7f0b42d2b9f7fcc2,2.0,TRUE_IN_TOP3,1,temperaturEingaenge,12,12,0,2,2,0,12,0,25.532063913482663,G731ST-HT,false
RFQ731-003475,x731,CFG731_91e51485b56960b2,CFG731_928eb2092e8c7074,2.0,TRUE_IN_TOP3,3,stromSchaltbar|stromEingaenge|dev_advMeterVerification,11,11,0,3,3,0,11,0,20.01671894790149,x731,false
RFQ731-003476,x731,CFG731_95e2d680672ff303,CFG731_95e2d680672ff303,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,22.19745234740874,x731,false
RFQ731-003477,G731CA,CFG731_2aca30183aab25a9,CFG731_2aca30183aab25a9,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,30.389786490953828,G731CA,false
RFQ731-003478,x731,CFG731_357a7724550c556f,CFG731_901acdfc4a61ad77,3.0,TRUE_IN_TOP3,1,temperaturEingaenge,12,12,0,2,2,0,12,0,19.82250055772635,x731,false
RFQ731-003479,x731,CFG731_5e57a3f6d3b745b8,CFG731_35443b2ee17ecca9,3.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,11,11,0,2,2,0,11,0,21.526411783513563,x731,false
RFQ731-003480,x731,CFG731_fa063863b8688588,CFG731_fa063863b8688588,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,21.47712245140122,x731,false
RFQ731-003481,G731ST-LT,CFG731_0dd81a588b2a1411,CFG731_0dd81a588b2a1411,1.0,CORRECT_TOP1,0,,8,8,0,6,6,0,8,0,24.32563407725631,G731ST-LT,false
RFQ731-003482,x731,CFG731_9228cc48e333917c,CFG731_9228cc48e333917c,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,21.956036770952142,x731,false
RFQ731-003483,G731ST-LT,CFG731_2469d1b04bd775f6,CFG731_2469d1b04bd775f6,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,25.13465685225086,G731ST-LT,false
RFQ731-003484,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_ff5d8da56ff22796,7.0,TRUE_IN_TOP10,3,stromEingaenge|temperaturEingaenge|binaerOpenColl_MP,11,11,0,2,2,0,11,0,23.507071933467586,G731ST-HT,false
RFQ731-003485,G731ST-HT,CFG731_7b2f69a7ca55041b,CFG731_7b2f69a7ca55041b,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,27.80408690678628,G731ST-HT,false
RFQ731-003486,G731ST-HT,CFG731_a56f1437a0b4ca31,CFG731_86a2340212c01d2a,2.0,TRUE_IN_TOP3,2,stromSchaltbar|temperaturEingaenge,9,9,0,5,5,0,9,0,25.604109046853917,G731ST-HT,false
RFQ731-003487,x731,CFG731_1d3bf6638fef70ae,CFG731_1d3bf6638fef70ae,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,21.5577883664318,x731,false
RFQ731-003488,G731ST-LT,CFG731_87d8ba5b87cf0a3f,CFG731_77fac91021549398,3.0,TRUE_IN_TOP3,2,temperaturEingaenge|binaerDigitalOpenColl_MN,12,12,0,1,1,0,12,0,22.1571212140856,G731ST-LT,false
RFQ731-003489,x731,CFG731_67de76f701c9cfad,CFG731_67de76f701c9cfad,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,23.06928876827152,x731,false
RFQ731-003490,F731PW,CFG731_f9fd6a4462ec051a,CFG731_f9fd6a4462ec051a,1.0,CORRECT_TOP1,0,,11,11,0,1,1,0,11,0,34.02362848404934,F731PW,false
RFQ731-003491,x731,CFG731_a41a2d2cef1a675f,CFG731_a41a2d2cef1a675f,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,22.659404172759384,x731,false
RFQ731-003492,F731WD_DualChannel,CFG731_cd1c2b236ffda331,CFG731_f53899c7a09e0138,2.0,TRUE_IN_TOP3,1,stromEingaenge,9,9,0,1,1,0,9,0,26.028198619174976,F731WD_DualChannel,false
RFQ731-003493,x731,CFG731_5dd42015f6f61801,CFG731_5dd42015f6f61801,1.0,CORRECT_TOP1,0,,14,14,0,3,3,0,14,0,23.93462139088672,x731,false
RFQ731-003494,x731,CFG731_9fcbeaf9d5010d3a,CFG731_9fcbeaf9d5010d3a,1.0,CORRECT_TOP1,0,,15,15,0,0,0,0,15,0,21.67925455042225,x731,false
RFQ731-003495,G731CA,CFG731_757fbd3e8915b462,CFG731_757fbd3e8915b462,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,33.69134256155629,G731CA,false
RFQ731-003496,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,26.99506413179173,G731ST-HT,false
RFQ731-003497,G731ST-LT,CFG731_515a31451814aae9,CFG731_515a31451814aae9,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,23.011847714315543,G731ST-LT,false
RFQ731-003498,x731,CFG731_83f956404d04e6cd,CFG731_d417765b001ea99c,3.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerDigitalOpenColl_MN,9,9,0,6,6,0,9,0,21.82999384783593,x731,false
RFQ731-003499,x731,CFG731_d3db38843cf9fb81,CFG731_d3db38843cf9fb81,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,22.413276091609017,x731,false
RFQ731-003500,x731,CFG731_353333bad447dbef,CFG731_353333bad447dbef,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,22.35353231955655,x731,false
RFQ731-003501,x731,CFG731_7393da73e12c3f06,CFG731_7393da73e12c3f06,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,23.579340019453937,x731,false
RFQ731-003502,x731,CFG731_b4987f1c95e91d0d,CFG731_24a2c6ef94654845,2.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,4,4,0,11,0,20.923183492338087,x731,false
RFQ731-003503,x731,CFG731_5ea309f998205da7,CFG731_b848918cab1cb35d,3.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,4,4,0,11,0,22.018594545241225,x731,false
RFQ731-003504,x731,CFG731_3a824c7e49bfd8f4,CFG731_fe2a2a8faea232df,3.0,TRUE_IN_TOP3,1,customUserFluid,11,11,0,3,3,0,11,0,21.240755859523397,x731,false
RFQ731-003505,x731,CFG731_9009dc9a78f8b97e,CFG731_9009dc9a78f8b97e,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,21.107792697318686,x731,false
RFQ731-003506,G731ST-HT,CFG731_3f42c988dc83cb23,CFG731_b5710e5f11e2cbc2,4.0,TRUE_IN_TOP5,1,stromEingaenge,9,9,0,5,5,0,9,0,25.751984721529897,G731ST-HT,false
RFQ731-003507,G731ST-LT,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,1.0,CORRECT_TOP1,0,,14,14,0,2,2,0,14,0,26.949215780743785,G731ST-LT,false
RFQ731-003508,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_ff04d32ca467d2a5,3.0,TRUE_IN_TOP3,2,stromEingaenge|binaerDigitalOpenColl_MN,12,12,0,2,2,0,12,0,24.974426943297008,G731ST-HT,false
RFQ731-003509,G731ST-HT,CFG731_646d8903da63e1f0,CFG731_646d8903da63e1f0,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,26.99506413179173,G731ST-HT,false
RFQ731-003510,x731,CFG731_7942d32924313c96,CFG731_7942d32924313c96,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,20.975585668750952,x731,false
RFQ731-003511,x731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,21.445650566648,x731,false
RFQ731-003512,x731,CFG731_e5a85c19cf4647dd,CFG731_cf93550b4257fc7d,6.0,TRUE_IN_TOP10,1,stromSchaltbar,11,11,0,3,3,0,11,0,19.53222043581184,x731,false
RFQ731-003513,x731,CFG731_7822370b42865359,CFG731_7822370b42865359,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,22.177500366804686,x731,false
RFQ731-003514,G731VG,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,38.77477620783847,G731VG,false
RFQ731-003515,x731,CFG731_0fbee36816b7af98,CFG731_0a5e675a5cd95b86,4.0,TRUE_IN_TOP5,2,dev_advMeterVerification|dynamicGasMaster,9,9,0,6,6,0,9,0,21.9977039004861,x731,false
RFQ731-003516,x731,CFG731_31d0a0df66872bf7,CFG731_3352d611bcf09d74,2.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,4,4,0,11,0,22.534742275599463,x731,false
RFQ731-003517,x731,CFG731_214b093bf98ca9ef,CFG731_2451b1d5b9cd9ccd,7.0,TRUE_IN_TOP10,1,temperaturEingaenge,11,11,0,2,2,0,11,0,18.499855446248542,x731,false
RFQ731-003518,x731,CFG731_db983e07a279051a,CFG731_db983e07a279051a,1.0,CORRECT_TOP1,0,,10,10,0,4,4,0,10,0,22.48351985539151,x731,false
RFQ731-003519,G731ST-HT,CFG731_4aa7d46b9cfa7d7b,CFG731_3c6c3a0686e047ad,4.0,TRUE_IN_TOP5,2,stromSchaltbar|stromEingaenge,9,9,0,5,5,0,9,0,25.50314341830868,G731ST-HT,false
RFQ731-003520,x731,CFG731_db395082b1a3b8ac,CFG731_db395082b1a3b8ac,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,22.940611540664392,x731,false
RFQ731-003521,G731ST-LT,CFG731_ef044db10b586894,CFG731_159f3a6877b5a5d2,10.0,TRUE_IN_TOP10,1,binaerOpenColl_MP,5,5,0,8,8,0,5,0,22.38503222564717,G731ST-LT,false
RFQ731-003522,x731,CFG731_fe5ec1b0bcdbd396,CFG731_fe5ec1b0bcdbd396,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,18.35769321872853,x731,false
RFQ731-003523,F731WD_DualChannel,CFG731_819cb4e76943eca6,CFG731_37e3938c6089bb2d,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,8,8,0,3,3,0,8,0,23.304019990790596,F731WD_DualChannel,false
RFQ731-003524,F731TE,CFG731_ac57adca497d644f,CFG731_4d0235c9d5cc61be,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,8,8,0,3,3,0,8,0,28.66129355409542,F731TE,false
RFQ731-003525,x731,CFG731_59f86789e43d86f1,CFG731_59f86789e43d86f1,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,23.11716703108541,x731,false
RFQ731-003526,F731TE,CFG731_7113759c5b95914d,CFG731_7113759c5b95914d,1.0,CORRECT_TOP1,0,,9,9,0,4,4,0,9,0,40.34799587457038,F731TE,false
RFQ731-003527,x731,CFG731_3d652e6a54b1c68b,CFG731_3d652e6a54b1c68b,1.0,CORRECT_TOP1,0,,10,10,0,6,6,0,10,0,22.866510554842808,x731,false
RFQ731-003528,x731,CFG731_32a4bb12438a37ab,CFG731_32a4bb12438a37ab,1.0,CORRECT_TOP1,0,,13,13,0,4,4,0,13,0,25.1868358675629,x731,false
RFQ731-003529,G731ST-HT,CFG731_7b2f69a7ca55041b,CFG731_49bb1327a04ca706,2.0,TRUE_IN_TOP3,1,temperaturEingaenge,11,11,0,4,4,0,11,0,26.448869696740648,G731ST-HT,false
RFQ731-003530,x731,CFG731_fe9a409c6b2ba9cc,CFG731_fe9a409c6b2ba9cc,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,21.445650566648,x731,false
RFQ731-003531,x731,CFG731_3bcde7f8df32303c,CFG731_3bcde7f8df32303c,1.0,CORRECT_TOP1,0,,12,12,0,5,5,0,12,0,25.055606572124297,x731,false
RFQ731-003532,x731,CFG731_c39096767a7ae083,CFG731_341c156f683b247f,6.0,TRUE_IN_TOP10,3,stromEingaenge|temperaturEingaenge|customUserFluid,10,10,0,4,4,0,10,0,20.425417993417984,x731,false
RFQ731-003533,x731,CFG731_3611bb1fba248e38,CFG731_20991e8bae2729c8,3.0,TRUE_IN_TOP3,1,customUserFluid,11,11,0,3,3,0,11,0,20.259585004194477,x731,false
RFQ731-003534,x731,CFG731_9e4fccece4d272d3,CFG731_e8d4d37dfb814e2d,2.0,TRUE_IN_TOP3,2,dev_advMeterVerification|dynamicGasMaster,10,10,0,4,4,0,10,0,19.92981046540948,x731,false
RFQ731-003535,x731,CFG731_c0f829ddab491342,CFG731_c0f829ddab491342,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,20.32479856532389,x731,false
RFQ731-003536,x731,CFG731_6f8c15548921e4c2,CFG731_6f8c15548921e4c2,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,22.773792005717592,x731,false
RFQ731-003537,x731,CFG731_7ffc09802c7b60bf,CFG731_917fc613cc9bf56a,2.0,TRUE_IN_TOP3,2,temperaturEingaenge|dev_advMeterVerification,11,11,0,3,3,0,11,0,20.037649239561134,x731,false
RFQ731-003538,x731,CFG731_56e4b0def3749424,CFG731_56e4b0def3749424,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,20.07385928323412,x731,false
RFQ731-003539,F731TE,CFG731_1962af6277da6f54,CFG731_1962af6277da6f54,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,35.41859881450209,F731TE,false
RFQ731-003540,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_68193b179adae994,2.0,TRUE_IN_TOP3,1,stromEingaenge,13,13,0,2,2,0,13,0,27.135358209651407,G731ST-HT,false
RFQ731-003541,G731ST-LT,CFG731_d3e51804db148a52,CFG731_d3e51804db148a52,1.0,CORRECT_TOP1,0,,13,13,0,1,1,0,13,0,24.2877938045737,G731ST-LT,false
RFQ731-003542,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_26554ff79bcf8a3f,3.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,3,3,0,11,0,23.6174510555878,G731ST-LT,false
RFQ731-003543,x731,CFG731_e8e7b7513a5c9544,CFG731_20e0d69972310e9f,2.0,TRUE_IN_TOP3,3,stromEingaenge|temperaturEingaenge|customUserFluid,10,10,0,3,3,0,10,0,19.33975595605752,x731,false
RFQ731-003544,x731,CFG731_fd3397424975992e,CFG731_fd3397424975992e,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.48187663424205,x731,false
RFQ731-003545,x731,CFG731_353333bad447dbef,CFG731_bd51fba2aacb1a3c,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,9,9,0,4,4,0,9,0,18.62638281261792,x731,false
RFQ731-003546,x731,CFG731_243419c6708378b3,CFG731_243419c6708378b3,1.0,CORRECT_TOP1,0,,9,9,0,6,6,0,9,0,21.21421686761144,x731,false
RFQ731-003547,F731WD_SingleChannel,CFG731_4ca309199387f8d5,CFG731_4ca309199387f8d5,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,30.61247818024028,F731WD_SingleChannel,false
RFQ731-003548,G731ST-LT,CFG731_a57ffd88d58eb498,CFG731_a57ffd88d58eb498,1.0,CORRECT_TOP1,0,,14,14,0,1,1,0,14,0,25.573068279038505,G731ST-LT,false
RFQ731-003549,F731WD_DualChannel,CFG731_35ed22cad11f9a11,CFG731_35ed22cad11f9a11,1.0,CORRECT_TOP1,0,,11,11,0,2,2,0,11,0,36.45113688548819,F731WD_DualChannel,false
RFQ731-003550,G731ST-HT,CFG731_ef8d68b6d278bfec,CFG731_ef8d68b6d278bfec,1.0,CORRECT_TOP1,0,,11,11,0,4,4,0,11,0,26.64027861631192,G731ST-HT,false
RFQ731-003551,x731,CFG731_1f978c234895178c,CFG731_338a3238e967f681,3.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,8,8,0,7,7,0,8,0,20.074140190719067,x731,false
RFQ731-003552,x731,CFG731_8c8856d21252930e,CFG731_bf8f7d1a25ad0a6e,2.0,TRUE_IN_TOP3,1,stromSchaltbar,10,10,0,3,3,0,10,0,21.821248347567412,x731,false
RFQ731-003553,x731,CFG731_2692d4e8945eb6ee,CFG731_2692d4e8945eb6ee,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,19.80064939897815,x731,false
RFQ731-003554,x731,CFG731_784eb334d1d77ae7,CFG731_784eb334d1d77ae7,1.0,CORRECT_TOP1,0,,12,12,0,4,4,0,12,0,23.768493301654647,x731,false
RFQ731-003555,x731,CFG731_54b63f2628adfc32,CFG731_c65188f44544a3f1,2.0,TRUE_IN_TOP3,2,stromEingaenge|dev_advMeterVerification,11,11,0,2,2,0,11,0,18.917376228281064,x731,false
RFQ731-003556,G731ST-HT,CFG731_fcc72e9951376cf3,CFG731_fcc72e9951376cf3,1.0,CORRECT_TOP1,0,,11,11,0,5,5,0,11,0,28.74587391222904,G731ST-HT,false
RFQ731-003557,x731,CFG731_f0cf22354800092d,CFG731_f0cf22354800092d,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,20.426552174525263,x731,false
RFQ731-003558,G731ST-HT,CFG731_ef8d68b6d278bfec,CFG731_ef8d68b6d278bfec,1.0,CORRECT_TOP1,0,,12,12,0,3,3,0,12,0,26.64027861631192,G731ST-HT,false
RFQ731-003559,G731ST-LT,CFG731_715a3d3226cbaffd,CFG731_715a3d3226cbaffd,1.0,CORRECT_TOP1,0,,15,15,0,1,1,0,15,0,27.06135358052758,G731ST-LT,false
RFQ731-003560,x731,CFG731_3b2a32abbf148ca1,CFG731_6638f62366414007,4.0,TRUE_IN_TOP5,2,temperaturEingaenge|dev_advMeterVerification,9,9,0,6,6,0,9,0,21.78200183068766,x731,false
RFQ731-003561,x731,CFG731_353333bad447dbef,CFG731_bd51fba2aacb1a3c,2.0,TRUE_IN_TOP3,2,stromSchaltbar|binaerOpenColl_MP,10,10,0,3,3,0,10,0,18.62638281261792,x731,false
RFQ731-003562,x731,CFG731_357a7724550c556f,CFG731_c976e33226ef748e,2.0,TRUE_IN_TOP3,2,stromEingaenge|temperaturEingaenge,11,11,0,2,2,0,11,0,18.4041579918181,x731,false
RFQ731-003563,x731,CFG731_219ac3d01befd6d1,CFG731_b418359232bf5862,6.0,TRUE_IN_TOP10,3,stromEingaenge|temperaturEingaenge|binaerOpenColl_MP,9,9,0,4,4,0,9,0,18.04451108492764,x731,false
RFQ731-003564,x731,CFG731_2d0a81ff4ec49480,CFG731_999fe1a8f2314c11,2.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,5,5,0,11,0,22.89683761634015,x731,false
RFQ731-003565,x731,CFG731_27caf5a2443603ad,CFG731_8e67aa9e7165e68f,8.0,TRUE_IN_TOP10,3,stromSchaltbar|temperaturEingaenge|customUserFluid,9,9,0,3,3,0,9,0,17.43956045515103,x731,false
RFQ731-003566,x731,CFG731_2683cf7e09782f5e,CFG731_2683cf7e09782f5e,1.0,CORRECT_TOP1,0,,11,11,0,5,5,0,11,0,22.62841662476227,x731,false
RFQ731-003567,x731,CFG731_241d60e6ef5278be,CFG731_b2229c50a5d9ad96,3.0,TRUE_IN_TOP3,1,binaerDigitalOpenColl_MN,9,9,0,6,6,0,9,0,20.968048933347927,x731,false
RFQ731-003568,G731CA,CFG731_c7ca2f069d01e42d,CFG731_c7ca2f069d01e42d,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,32.39528764789,G731CA,false
RFQ731-003569,x731,CFG731_0fbee36816b7af98,CFG731_0799b36c303c0978,3.0,TRUE_IN_TOP3,2,stromSchaltbar|stromEingaenge,10,10,0,5,5,0,10,0,21.892911415089525,x731,false
RFQ731-003570,G731ST-HT,CFG731_7c70763d4cf79560,CFG731_3d7932e380d35bca,5.0,TRUE_IN_TOP5,1,temperaturEingaenge,10,10,0,4,4,0,10,0,25.11758763604521,G731ST-HT,false
RFQ731-003571,x731,CFG731_63b6f6fcf28b1885,CFG731_70576b93aef3bc09,5.0,TRUE_IN_TOP5,2,dynamicGasMaster|customUserFluid,10,10,0,4,4,0,10,0,21.35109451020687,x731,false
RFQ731-003572,x731,CFG731_de67d4c164ed05bc,CFG731_de67d4c164ed05bc,1.0,CORRECT_TOP1,0,,13,13,0,2,2,0,13,0,22.564796951880734,x731,false
RFQ731-003573,G731ST-LT,CFG731_49cd4cbef1081333,CFG731_cc03e3852895ae99,2.0,TRUE_IN_TOP3,2,stromEingaenge|temperaturEingaenge,10,10,0,3,3,0,10,0,22.26223384554217,G731ST-LT,false
RFQ731-003574,F731WD_SingleChannel,CFG731_11c93eca01984a14,CFG731_11c93eca01984a14,1.0,CORRECT_TOP1,0,,10,10,0,3,3,0,10,0,34.36373299452446,F731WD_SingleChannel,false
RFQ731-003575,G731CA,CFG731_d2a75fda6f761c1b,CFG731_d2a75fda6f761c1b,1.0,CORRECT_TOP1,0,,12,12,0,2,2,0,12,0,34.49260001542188,G731CA,false
RFQ731-003576,x731,CFG731_e4f7fe15e8ccf2c9,CFG731_e4f7fe15e8ccf2c9,1.0,CORRECT_TOP1,0,,9,9,0,5,5,0,9,0,20.741558122409145,x731,false
RFQ731-003577,x731,CFG731_8048d4394d2fbde3,CFG731_8048d4394d2fbde3,1.0,CORRECT_TOP1,0,,8,8,0,4,4,0,8,0,19.65596228969266,x731,false
RFQ731-003578,x731,CFG731_337790e6bbcf15f4,CFG731_337790e6bbcf15f4,1.0,CORRECT_TOP1,0,,10,10,0,5,5,0,10,0,21.71499242531444,x731,false
RFQ731-003579,x731,CFG731_54b63f2628adfc32,CFG731_bac2c72e10051b21,2.0,TRUE_IN_TOP3,1,stromEingaenge,11,11,0,3,3,0,11,0,20.00505072876058,x731,false
RFQ731-003580,F731WD_DualChannel,CFG731_8281908b452128f3,CFG731_8281908b452128f3,1.0,CORRECT_TOP1,0,,8,8,0,5,5,0,8,0,32.15863761872915,F731WD_DualChannel,false
RFQ731-003581,G731ST-LT,CFG731_7203705eed387b0a,CFG731_d32eee68715fee63,2.0,TRUE_IN_TOP3,1,binaerOpenColl_MP,12,12,0,3,3,0,12,0,25.11639693739808,G731ST-LT,false
RFQ731-003582,G731ST-LT,CFG731_8b6ed3cfa9ed1e59,CFG731_8b6ed3cfa9ed1e59,1.0,CORRECT_TOP1,0,,9,9,0,6,6,0,9,0,25.88427072102424,G731ST-LT,false
RFQ731-003583,x731,CFG731_4d7e108ea05eeb07,CFG731_4d7e108ea05eeb07,1.0,CORRECT_TOP1,0,,11,11,0,3,3,0,11,0,24.41540546526024,x731,false
