rfq_id,customer_id,canonical_configuration_id,target_package,record_type,evidence_level,nearest_real_distance,source_canonical_configuration_id,ground_truth_hidden_from_customer
RFQ731-003714,CUST73100012,CFG731_eea9998b9f9a0bdb,x731,DERIVED,VERY_STRONG,1,CFG731_fc0b29ae617f0a6b,True
RFQ731-003715,CUST73100195,CFG731_ca7e5884b195042a,x731,DERIVED,LOW,2,CFG731_ac3a4ff61341aa72,True
RFQ731-003716,CUST73100042,CFG731_45c82d5d48fcc411,x731,DERIVED,STRONG,1,CFG731_32b1041fd68aac23,True
RFQ731-003717,CUST73100126,CFG731_0db950a4979d2c52,x731,OBSERVED,OBSERVED,0,CFG731_0db950a4979d2c52,True
RFQ731-003718,CUST73100160,CFG731_cc47430fac8438be,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_5be9d749d8317fd3,True
RFQ731-003719,CUST73100072,CFG731_ca8649ba85200ffb,x731,DERIVED,LOW,2,CFG731_404424158a3493ae,True
RFQ731-003720,CUST73100091,CFG731_c0f6f70a47ed04ba,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_d2034bb5aa313dac,True
RFQ731-003721,CUST73100006,CFG731_ed19d16aecf53db8,x731,DERIVED,MODERATE,1,CFG731_b54844b4c5cc208b,True
RFQ731-003722,CUST73100025,CFG731_6513d2f5c85df9e4,x731,DERIVED,MODERATE,1,CFG731_de67d4c164ed05bc,True
RFQ731-003723,CUST73100207,CFG731_b1531976c0d80b4a,x731,DERIVED,VERY_STRONG,1,CFG731_efc9d6b915117e15,True
RFQ731-003724,CUST73100122,CFG731_61e03f690afcaa1a,x731,DERIVED,MODERATE,1,CFG731_60f3aae8ede70fe0,True
RFQ731-003725,CUST73100070,CFG731_1f7c154d7e34e86e,x731,DERIVED,VERY_STRONG,1,CFG731_4340f11ba9a46e42,True
RFQ731-003726,CUST73100089,CFG731_0bc9c3b6375d4380,G731ST-LT,DERIVED,MODERATE,1,CFG731_455da2f832a6b66d,True
RFQ731-003727,CUST73100140,CFG731_947b0b2717816adb,x731,OBSERVED,OBSERVED,0,CFG731_947b0b2717816adb,True
RFQ731-003728,CUST73100012,CFG731_fa50e8a725c751e0,G731ST-HT,DERIVED,LOW,2,CFG731_eb5b34784d068b66,True
RFQ731-003729,CUST73100140,CFG731_e66ce98c9fc7fa3b,x731,DERIVED,LOW,2,CFG731_b7e96d5717c40fd6,True
RFQ731-003730,CUST73100218,CFG731_8d2d91c46ccfb471,x731,OBSERVED,OBSERVED,0,CFG731_8d2d91c46ccfb471,True
RFQ731-003731,CUST73100136,CFG731_b3ed2928d6d65710,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_cd71ec2726e971ef,True
RFQ731-003732,CUST73100080,CFG731_8d07e19298d09d34,x731,OBSERVED,OBSERVED,0,CFG731_8d07e19298d09d34,True
RFQ731-003733,CUST73100061,CFG731_fcc72e9951376cf3,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_fcc72e9951376cf3,True
RFQ731-003734,CUST73100021,CFG731_f1291711f7901d90,x731,DERIVED,LOW,2,CFG731_e08dfad4737be3d9,True
RFQ731-003735,CUST73100152,CFG731_6920f76e20b3b3ac,x731,DERIVED,MODERATE,1,CFG731_011ca4ba794bd4d6,True
RFQ731-003736,CUST73100242,CFG731_0db950a4979d2c52,x731,OBSERVED,OBSERVED,0,CFG731_0db950a4979d2c52,True
RFQ731-003737,CUST73100111,CFG731_8c36814d277b2fda,G731ST-HT,DERIVED,MODERATE,1,CFG731_076cad91966d4c34,True
RFQ731-003738,CUST73100144,CFG731_1314a5f6e906af63,x731,DERIVED,LOW,2,CFG731_219ac3d01befd6d1,True
RFQ731-003739,CUST73100105,CFG731_31aa13473958d7d3,x731,OBSERVED,OBSERVED,0,CFG731_31aa13473958d7d3,True
RFQ731-003740,CUST73100067,CFG731_c32627af59ba1526,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_c32627af59ba1526,True
RFQ731-003741,CUST73100118,CFG731_618cb6c1c21feda4,x731,DERIVED,VERY_STRONG,1,CFG731_9f9a8730b26472c2,True
RFQ731-003742,CUST73100187,CFG731_715a3d3226cbaffd,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_715a3d3226cbaffd,True
RFQ731-003743,CUST73100176,CFG731_817824ee3a762453,G731CA,OBSERVED,OBSERVED,0,CFG731_817824ee3a762453,True
RFQ731-003744,CUST73100237,CFG731_f9fd6a4462ec051a,F731PW,OBSERVED,OBSERVED,0,CFG731_f9fd6a4462ec051a,True
RFQ731-003745,CUST73100022,CFG731_fe9a409c6b2ba9cc,x731,DERIVED,VERY_STRONG,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-003746,CUST73100161,CFG731_b3506a753aafcfa3,x731,DERIVED,VERY_STRONG,1,CFG731_fc0b29ae617f0a6b,True
RFQ731-003747,CUST73100081,CFG731_1138f8ea5fc95654,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_1138f8ea5fc95654,True
RFQ731-003748,CUST73100217,CFG731_3d79b5ed69541acc,x731,DERIVED,VERY_STRONG,1,CFG731_f1614000023c2800,True
RFQ731-003749,CUST73100127,CFG731_3c119308d8305ad4,x731,OBSERVED,OBSERVED,0,CFG731_3c119308d8305ad4,True
RFQ731-003750,CUST73100070,CFG731_cbbe948e572a42e8,x731,DERIVED,VERY_STRONG,1,CFG731_07364aa0260e0bc7,True
RFQ731-003751,CUST73100141,CFG731_26c190a4dc461550,G731ST-LT,DERIVED,MODERATE,1,CFG731_e0009be417f51ccd,True
RFQ731-003752,CUST73100192,CFG731_089eb10797cdf87e,x731,DERIVED,MODERATE,1,CFG731_36c553adc9f5ebf3,True
RFQ731-003753,CUST73100123,CFG731_56310c55a01272a3,x731,DERIVED,MODERATE,1,CFG731_6f8c15548921e4c2,True
RFQ731-003754,CUST73100132,CFG731_b7c1a02b25610507,F731TE,OBSERVED,OBSERVED,0,CFG731_b7c1a02b25610507,True
RFQ731-003755,CUST73100188,CFG731_87ce9768865f4127,x731,DERIVED,LOW,2,CFG731_70b38ab75d3ca724,True
RFQ731-003756,CUST73100171,CFG731_fe9a409c6b2ba9cc,x731,DERIVED,VERY_STRONG,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-003757,CUST73100227,CFG731_8da1da530d6ae54d,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_8da1da530d6ae54d,True
RFQ731-003758,CUST73100029,CFG731_2683cf7e09782f5e,x731,OBSERVED,OBSERVED,0,CFG731_2683cf7e09782f5e,True
RFQ731-003759,CUST73100119,CFG731_6357400dd5c2804a,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_6357400dd5c2804a,True
RFQ731-003760,CUST73100098,CFG731_3a824c7e49bfd8f4,x731,DERIVED,VERY_STRONG,1,CFG731_33fed5318b1a4f2f,True
RFQ731-003761,CUST73100161,CFG731_800f2acd9158b556,x731,DERIVED,VERY_STRONG,1,CFG731_5feb84333ab424ba,True
RFQ731-003762,CUST73100009,CFG731_996314000fcfec4b,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_996314000fcfec4b,True
RFQ731-003763,CUST73100220,CFG731_acf759e7c479b97e,x731,DERIVED,MODERATE,1,CFG731_ad0a2fd7350b6cca,True
RFQ731-003764,CUST73100153,CFG731_18e687233239e907,x731,DERIVED,VERY_STRONG,1,CFG731_fc0b29ae617f0a6b,True
RFQ731-003765,CUST73100094,CFG731_159f3a6877b5a5d2,G731ST-LT,DERIVED,LOW,2,CFG731_ad54a3e31832f7d2,True
RFQ731-003766,CUST73100136,CFG731_c37386a371e13fa8,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_d2034bb5aa313dac,True
RFQ731-003767,CUST73100023,CFG731_6cc2f5d089c01baf,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_6cc2f5d089c01baf,True
RFQ731-003768,CUST73100128,CFG731_ac3a4ff61341aa72,x731,OBSERVED,OBSERVED,0,CFG731_ac3a4ff61341aa72,True
RFQ731-003769,CUST73100114,CFG731_400b0d973c930668,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_400b0d973c930668,True
RFQ731-003770,CUST73100025,CFG731_d3944f427f0609b6,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_d3944f427f0609b6,True
RFQ731-003771,CUST73100250,CFG731_147ff4a19b4bcc48,x731,DERIVED,MODERATE,1,CFG731_0fbee36816b7af98,True
RFQ731-003772,CUST73100009,CFG731_9b78d433d00f1965,x731,DERIVED,MODERATE,1,CFG731_91e51485b56960b2,True
RFQ731-003773,CUST73100049,CFG731_d97c333965654bd3,G731CA,OBSERVED,OBSERVED,0,CFG731_d97c333965654bd3,True
RFQ731-003774,CUST73100066,CFG731_83a3644f76b45069,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_83a3644f76b45069,True
RFQ731-003775,CUST73100178,CFG731_c976e33226ef748e,x731,DERIVED,VERY_STRONG,1,CFG731_efc9d6b915117e15,True
RFQ731-003776,CUST73100072,CFG731_02cc92e24847d6c0,x731,DERIVED,LOW,2,CFG731_5d345c0f49f6f272,True
RFQ731-003777,CUST73100235,CFG731_d4dafb658c85c692,x731,DERIVED,LOW,2,CFG731_3b2a32abbf148ca1,True
RFQ731-003778,CUST73100166,CFG731_31715eb409a1602f,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_31715eb409a1602f,True
RFQ731-003779,CUST73100156,CFG731_fdb901ceaee1caed,x731,OBSERVED,OBSERVED,0,CFG731_fdb901ceaee1caed,True
RFQ731-003780,CUST73100208,CFG731_3352d611bcf09d74,x731,DERIVED,VERY_STRONG,1,CFG731_1c5301147dd0cfb1,True
RFQ731-003781,CUST73100035,CFG731_0c3b33750ffab3ac,F731TE,OBSERVED,OBSERVED,0,CFG731_0c3b33750ffab3ac,True
RFQ731-003782,CUST73100151,CFG731_f030e97d69c5c359,x731,DERIVED,VERY_STRONG,1,CFG731_258498329a834b05,True
RFQ731-003783,CUST73100037,CFG731_b3506a753aafcfa3,x731,DERIVED,VERY_STRONG,1,CFG731_fc0b29ae617f0a6b,True
RFQ731-003784,CUST73100211,CFG731_b43582909c828d95,G731CA,DERIVED,VERY_STRONG,1,CFG731_d3d0547b464f691d,True
RFQ731-003785,CUST73100227,CFG731_447ecefb64ae83c3,x731,DERIVED,MODERATE,1,CFG731_24a2c6ef94654845,True
RFQ731-003786,CUST73100070,CFG731_cc64ce3eaedacb17,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_cc64ce3eaedacb17,True
RFQ731-003787,CUST73100060,CFG731_0d6df01ace2df68d,G731ST-LT,DERIVED,LOW,2,CFG731_ae877a3b18b65d0a,True
RFQ731-003788,CUST73100056,CFG731_a56f1437a0b4ca31,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_a56f1437a0b4ca31,True
RFQ731-003789,CUST73100086,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_70b6eaf9262ca4d0,True
RFQ731-003790,CUST73100015,CFG731_ebb861c404a79d91,x731,DERIVED,MODERATE,1,CFG731_8d07e19298d09d34,True
RFQ731-003791,CUST73100084,CFG731_9fcbeaf9d5010d3a,x731,DERIVED,VERY_STRONG,1,CFG731_337790e6bbcf15f4,True
RFQ731-003792,CUST73100102,CFG731_48a4e554ffcf39e6,x731,DERIVED,VERY_STRONG,1,CFG731_c7c53fc5541f1dc1,True
RFQ731-003793,CUST73100221,CFG731_cfb2b92dd8f09f39,G731VG,OBSERVED,OBSERVED,0,CFG731_cfb2b92dd8f09f39,True
RFQ731-003794,CUST73100242,CFG731_55e37d2b9d20276c,G731CA,OBSERVED,OBSERVED,0,CFG731_55e37d2b9d20276c,True
RFQ731-003795,CUST73100136,CFG731_243419c6708378b3,x731,DERIVED,VERY_STRONG,1,CFG731_de6efef3a5b620bb,True
RFQ731-003796,CUST73100164,CFG731_7a924ba8e265ed39,x731,DERIVED,LOW,2,CFG731_141d6b58a722961b,True
RFQ731-003797,CUST73100184,CFG731_9b48d8977da96686,G731ST-LT,DERIVED,MODERATE,1,CFG731_7f5bfa7b21e81359,True
RFQ731-003798,CUST73100128,CFG731_ae2e4cfccaff4f50,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a57ffd88d58eb498,True
RFQ731-003799,CUST73100227,CFG731_9228cc48e333917c,x731,DERIVED,VERY_STRONG,1,CFG731_258498329a834b05,True
RFQ731-003800,CUST73100205,CFG731_fcc72e9951376cf3,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_fcc72e9951376cf3,True
RFQ731-003801,CUST73100238,CFG731_df5f598a914fb1cc,x731,DERIVED,VERY_STRONG,1,CFG731_181ea7d5a9c21b8c,True
RFQ731-003802,CUST73100158,CFG731_bb61f56875b25c60,x731,DERIVED,MODERATE,1,CFG731_710090cc99f7a772,True
RFQ731-003803,CUST73100158,CFG731_04bb9195f752ca8c,x731,DERIVED,VERY_STRONG,1,CFG731_db983e07a279051a,True
RFQ731-003804,CUST73100075,CFG731_c9190efaaf22bb3f,x731,DERIVED,VERY_STRONG,1,CFG731_ef4cf0e053e2d332,True
RFQ731-003805,CUST73100098,CFG731_2e5bd0d53757f625,x731,DERIVED,MODERATE,1,CFG731_b54844b4c5cc208b,True
RFQ731-003806,CUST73100221,CFG731_98ec9650b5463fd0,G731CA,OBSERVED,OBSERVED,0,CFG731_98ec9650b5463fd0,True
RFQ731-003807,CUST73100220,CFG731_ab7c99e095bc84f9,x731,DERIVED,MODERATE,1,CFG731_219ac3d01befd6d1,True
RFQ731-003808,CUST73100185,CFG731_86b45f3244313c4c,x731,DERIVED,LOW,2,CFG731_337790e6bbcf15f4,True
RFQ731-003809,CUST73100239,CFG731_70b78512b89df53d,x731,DERIVED,VERY_STRONG,1,CFG731_28ac43a93658ad6b,True
RFQ731-003810,CUST73100250,CFG731_d432b6fd40e9e78c,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_d432b6fd40e9e78c,True
RFQ731-003811,CUST73100209,CFG731_0738cd529389f266,G731CA,OBSERVED,OBSERVED,0,CFG731_0738cd529389f266,True
RFQ731-003812,CUST73100113,CFG731_c5da2661a169f82b,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_c5da2661a169f82b,True
RFQ731-003813,CUST73100036,CFG731_e7462b3bbda81f78,x731,DERIVED,LOW,2,CFG731_5feb84333ab424ba,True
RFQ731-003814,CUST73100180,CFG731_da02526d254e2e35,x731,OBSERVED,OBSERVED,0,CFG731_da02526d254e2e35,True
RFQ731-003815,CUST73100007,CFG731_deb3d65220135a9e,x731,OBSERVED,OBSERVED,0,CFG731_deb3d65220135a9e,True
RFQ731-003816,CUST73100020,CFG731_59f86789e43d86f1,x731,DERIVED,VERY_STRONG,1,CFG731_9f9a8730b26472c2,True
RFQ731-003817,CUST73100243,CFG731_1e3e39ce65cdb22f,G731ST-HT,DERIVED,LOW,2,CFG731_d44e54f35ee15977,True
RFQ731-003818,CUST73100060,CFG731_011ca4ba794bd4d6,x731,OBSERVED,OBSERVED,0,CFG731_011ca4ba794bd4d6,True
RFQ731-003819,CUST73100242,CFG731_098817d766a37bc2,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_098817d766a37bc2,True
RFQ731-003820,CUST73100218,CFG731_b86bbf24b1c3a419,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_b86bbf24b1c3a419,True
RFQ731-003821,CUST73100029,CFG731_af8fc23bebdac123,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_8281908b452128f3,True
RFQ731-003822,CUST73100226,CFG731_90dc5a2ccc9e8c22,x731,DERIVED,MODERATE,1,CFG731_775c3458f44938c0,True
RFQ731-003823,CUST73100098,CFG731_265337e27ab1207c,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_265337e27ab1207c,True
RFQ731-003824,CUST73100002,CFG731_c7ca2f069d01e42d,G731CA,OBSERVED,OBSERVED,0,CFG731_c7ca2f069d01e42d,True
RFQ731-003825,CUST73100186,CFG731_219ac3d01befd6d1,x731,OBSERVED,OBSERVED,0,CFG731_219ac3d01befd6d1,True
RFQ731-003826,CUST73100201,CFG731_d32eee68715fee63,G731ST-LT,DERIVED,MODERATE,1,CFG731_e0009be417f51ccd,True
RFQ731-003827,CUST73100113,CFG731_240d537f14b1a01d,G731ST-HT,DERIVED,MODERATE,1,CFG731_a3b03637ed22317c,True
RFQ731-003828,CUST73100084,CFG731_2be17a56b0589fd1,x731,OBSERVED,OBSERVED,0,CFG731_2be17a56b0589fd1,True
RFQ731-003829,CUST73100194,CFG731_b661f405414c476e,x731,DERIVED,VERY_STRONG,1,CFG731_efc9d6b915117e15,True
RFQ731-003830,CUST73100057,CFG731_7765429ffa27b59a,x731,OBSERVED,OBSERVED,0,CFG731_7765429ffa27b59a,True
RFQ731-003831,CUST73100091,CFG731_086adbe1d654b214,x731,DERIVED,MODERATE,1,CFG731_f1614000023c2800,True
RFQ731-003832,CUST73100128,CFG731_dde2f7fe043f7ade,G731ST-HT,OBSERVED,OBSERVED,0,CFG731_dde2f7fe043f7ade,True
RFQ731-003833,CUST73100236,CFG731_b4987f1c95e91d0d,x731,OBSERVED,OBSERVED,0,CFG731_b4987f1c95e91d0d,True
RFQ731-003834,CUST73100101,CFG731_ae2e4cfccaff4f50,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_a57ffd88d58eb498,True
RFQ731-003835,CUST73100175,CFG731_78d3b084a795c836,x731,DERIVED,MODERATE,1,CFG731_5dd42015f6f61801,True
RFQ731-003836,CUST73100230,CFG731_18e687233239e907,x731,DERIVED,VERY_STRONG,1,CFG731_fc0b29ae617f0a6b,True
RFQ731-003837,CUST73100198,CFG731_0e0f01b5586b92da,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_c5da2661a169f82b,True
RFQ731-003838,CUST73100206,CFG731_a4416ae9d698efa6,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_a288340143e53b7f,True
RFQ731-003839,CUST73100222,CFG731_a41e221f51c9a405,x731,DERIVED,LOW,2,CFG731_bbcb665ced67f8c3,True
RFQ731-003840,CUST73100234,CFG731_ae226e31119be9bd,x731,OBSERVED,OBSERVED,0,CFG731_ae226e31119be9bd,True
RFQ731-003841,CUST73100020,CFG731_2497a004dc6e1657,x731,DERIVED,VERY_STRONG,1,CFG731_b65b306a03ca71c9,True
RFQ731-003842,CUST73100090,CFG731_819cb4e76943eca6,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_819cb4e76943eca6,True
RFQ731-003843,CUST73100050,CFG731_9a5bfa9148a9b604,x731,OBSERVED,OBSERVED,0,CFG731_9a5bfa9148a9b604,True
RFQ731-003844,CUST73100065,CFG731_bcb75237dcbc3975,x731,DERIVED,LOW,2,CFG731_3a6a87d7cf07cb7c,True
RFQ731-003845,CUST73100094,CFG731_70aa5a64b0803277,x731,OBSERVED,OBSERVED,0,CFG731_70aa5a64b0803277,True
RFQ731-003846,CUST73100245,CFG731_068dfb669c5d2e98,x731,DERIVED,VERY_STRONG,1,CFG731_1fb424bf591da0b3,True
RFQ731-003847,CUST73100145,CFG731_c5da2661a169f82b,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_c5da2661a169f82b,True
RFQ731-003848,CUST73100008,CFG731_508d465d4c518290,G731CA,OBSERVED,OBSERVED,0,CFG731_508d465d4c518290,True
RFQ731-003849,CUST73100010,CFG731_9e13de19970e4646,x731,DERIVED,MODERATE,1,CFG731_1f978c234895178c,True
RFQ731-003850,CUST73100042,CFG731_fe5ec1b0bcdbd396,x731,DERIVED,LOW,2,CFG731_8c4d7fb3ded028ab,True
RFQ731-003851,CUST73100241,CFG731_7fea22051dcc86b6,F731PW,OBSERVED,OBSERVED,0,CFG731_7fea22051dcc86b6,True
RFQ731-003852,CUST73100225,CFG731_d584b35cfce34cc7,x731,DERIVED,STRONG,1,CFG731_de67d4c164ed05bc,True
RFQ731-003853,CUST73100156,CFG731_a4416ae9d698efa6,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_a288340143e53b7f,True
RFQ731-003854,CUST73100226,CFG731_bf345eee1e43eaf0,x731,DERIVED,MODERATE,1,CFG731_36c553adc9f5ebf3,True
RFQ731-003855,CUST73100102,CFG731_073f991a6c9a4683,x731,DERIVED,MODERATE,1,CFG731_1fb424bf591da0b3,True
RFQ731-003856,CUST73100076,CFG731_ac57adca497d644f,F731TE,DERIVED,VERY_STRONG,1,CFG731_ec26805bdf93259f,True
RFQ731-003857,CUST73100182,CFG731_33fed5318b1a4f2f,x731,OBSERVED,OBSERVED,0,CFG731_33fed5318b1a4f2f,True
RFQ731-003858,CUST73100225,CFG731_d2a75fda6f761c1b,G731CA,DERIVED,VERY_STRONG,1,CFG731_14235f3888d71408,True
RFQ731-003859,CUST73100134,CFG731_d5af433b36265df1,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_d5af433b36265df1,True
RFQ731-003860,CUST73100019,CFG731_4d7e108ea05eeb07,x731,OBSERVED,OBSERVED,0,CFG731_4d7e108ea05eeb07,True
RFQ731-003861,CUST73100063,CFG731_dd35920267346811,x731,DERIVED,VERY_STRONG,1,CFG731_98bdc6937e342d40,True
RFQ731-003862,CUST73100132,CFG731_6a47b38d62a9fed3,G731VG,OBSERVED,OBSERVED,0,CFG731_6a47b38d62a9fed3,True
RFQ731-003863,CUST73100146,CFG731_ef2da8cd513b19be,x731,DERIVED,VERY_STRONG,1,CFG731_de67d4c164ed05bc,True
RFQ731-003864,CUST73100036,CFG731_ee29f2335bd7638f,x731,DERIVED,MODERATE,1,CFG731_8a06378c860cc7fb,True
RFQ731-003865,CUST73100156,CFG731_98ec9650b5463fd0,G731CA,OBSERVED,OBSERVED,0,CFG731_98ec9650b5463fd0,True
RFQ731-003866,CUST73100173,CFG731_2d75c413dea7052f,x731,DERIVED,LOW,2,CFG731_c52e06c2d714087a,True
RFQ731-003867,CUST73100047,CFG731_c62952cfd77a9c9c,x731,DERIVED,LOW,2,CFG731_b5f8987a85e1ce9a,True
RFQ731-003868,CUST73100136,CFG731_a92ad5294d9187e9,x731,OBSERVED,OBSERVED,0,CFG731_a92ad5294d9187e9,True
RFQ731-003869,CUST73100091,CFG731_c37386a371e13fa8,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_d2034bb5aa313dac,True
RFQ731-003870,CUST73100119,CFG731_2009b1ab4cbc0ffb,x731,DERIVED,VERY_STRONG,1,CFG731_9f9a8730b26472c2,True
RFQ731-003871,CUST73100050,CFG731_68d95a26943b3650,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_ae877a3b18b65d0a,True
RFQ731-003872,CUST73100142,CFG731_07fb816f7dc25bc8,F731TE,OBSERVED,OBSERVED,0,CFG731_07fb816f7dc25bc8,True
RFQ731-003873,CUST73100040,CFG731_260c36430f7c2d03,x731,OBSERVED,OBSERVED,0,CFG731_260c36430f7c2d03,True
RFQ731-003874,CUST73100110,CFG731_166dd118cf42e953,F731WD_DualChannel,DERIVED,VERY_STRONG,1,CFG731_2688c6c5fd11ba8e,True
RFQ731-003875,CUST73100231,CFG731_bd00839e452c6958,x731,DERIVED,LOW,2,CFG731_b54844b4c5cc208b,True
RFQ731-003876,CUST73100130,CFG731_e1c54b5b080fabb2,x731,DERIVED,MODERATE,1,CFG731_8c50542218db5cb0,True
RFQ731-003877,CUST73100210,CFG731_a84a367ef61c4e59,x731,DERIVED,VERY_STRONG,1,CFG731_8c4d7fb3ded028ab,True
RFQ731-003878,CUST73100030,CFG731_37e3938c6089bb2d,F731WD_DualChannel,OBSERVED,OBSERVED,0,CFG731_37e3938c6089bb2d,True
RFQ731-003879,CUST73100193,CFG731_757fbd3e8915b462,G731CA,OBSERVED,OBSERVED,0,CFG731_757fbd3e8915b462,True
RFQ731-003880,CUST73100229,CFG731_cc47430fac8438be,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_5be9d749d8317fd3,True
RFQ731-003881,CUST73100238,CFG731_c759934398f2381a,G731ST-HT,DERIVED,VERY_STRONG,1,CFG731_a288340143e53b7f,True
RFQ731-003882,CUST73100086,CFG731_54f76cb8cac8d338,x731,DERIVED,MODERATE,2,CFG731_ad0a2fd7350b6cca,True
RFQ731-003883,CUST73100024,CFG731_e1516ef53069d5e2,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_098817d766a37bc2,True
RFQ731-003884,CUST73100001,CFG731_13c87640928bf666,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_175641fe8d1c7f37,True
RFQ731-003885,CUST73100148,CFG731_68d95a26943b3650,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_ae877a3b18b65d0a,True
RFQ731-003886,CUST73100204,CFG731_70b6eaf9262ca4d0,F731WD_SingleChannel,OBSERVED,OBSERVED,0,CFG731_70b6eaf9262ca4d0,True
RFQ731-003887,CUST73100054,CFG731_9a761e6bfde35917,F731WD_SingleChannel,DERIVED,VERY_STRONG,1,CFG731_4ca309199387f8d5,True
RFQ731-003888,CUST73100154,CFG731_04d132f563cdece8,G731CA,OBSERVED,OBSERVED,0,CFG731_04d132f563cdece8,True
RFQ731-003889,CUST73100141,CFG731_58b9913d8024b015,G731ST-LT,DERIVED,LOW,2,CFG731_ae877a3b18b65d0a,True
RFQ731-003890,CUST73100028,CFG731_8da1da530d6ae54d,G731ST-LT,OBSERVED,OBSERVED,0,CFG731_8da1da530d6ae54d,True
RFQ731-003891,CUST73100037,CFG731_5aad423ad5989441,x731,DERIVED,VERY_STRONG,1,CFG731_258498329a834b05,True
RFQ731-003892,CUST73100107,CFG731_c6a3ff6155563d17,x731,DERIVED,VERY_STRONG,1,CFG731_353333bad447dbef,True
RFQ731-003893,CUST73100082,CFG731_9eee2266c8068ada,x731,DERIVED,MODERATE,1,CFG731_de67d4c164ed05bc,True
RFQ731-003894,CUST73100017,CFG731_c0f829ddab491342,x731,DERIVED,VERY_STRONG,1,CFG731_ef4cf0e053e2d332,True
RFQ731-003895,CUST73100004,CFG731_515a31451814aae9,G731ST-LT,DERIVED,VERY_STRONG,1,CFG731_c5da2661a169f82b,True
RFQ731-003896,CUST73100155,CFG731_7157b3d45716ad8f,x731,DERIVED,VERY_STRONG,1,CFG731_33fed5318b1a4f2f,True
RFQ731-003897,CUST73100156,CFG731_b43582909c828d95,G731CA,DERIVED,VERY_STRONG,1,CFG731_d3d0547b464f691d,True
RFQ731-003898,CUST73100003,CFG731_ad49f2ad57627f46,G731ST-HT,DERIVED,MODERATE,1,CFG731_f2a296f2bedae0e8,True
RFQ731-003899,CUST73100201,CFG731_b74fb5418dad3b38,x731,OBSERVED,OBSERVED,0,CFG731_b74fb5418dad3b38,True
RFQ731-003900,CUST73100187,CFG731_633572f6d3593691,x731,DERIVED,MODERATE,1,CFG731_70aa5a64b0803277,True
RFQ731-003901,CUST73100212,CFG731_495876b6233d3864,G731CA,DERIVED,VERY_STRONG,1,CFG731_14235f3888d71408,True
RFQ731-003902,CUST73100066,CFG731_7ea9692d4e5b6d1c,x731,DERIVED,LOW,2,CFG731_efc9d6b915117e15,True
RFQ731-003903,CUST73100012,CFG731_81fb6648eb2086c4,x731,DERIVED,MODERATE,1,CFG731_aba447e5ca3ac7ba,True
RFQ731-003904,CUST73100020,CFG731_9fd2ebe15271fc33,x731,DERIVED,VERY_STRONG,1,CFG731_181ea7d5a9c21b8c,True
RFQ731-003905,CUST73100241,CFG731_0dc23d4863b02213,x731,DERIVED,LOW,2,CFG731_935bc110c01e9e85,True
RFQ731-003906,CUST73100204,CFG731_6472ab3bf7316498,x731,DERIVED,VERY_STRONG,1,CFG731_8c8856d21252930e,True
RFQ731-003907,CUST73100124,CFG731_172c288e777d2259,x731,DERIVED,LOW,2,CFG731_efc9d6b915117e15,True
