rfq_id,customer_id,customer_name,customer_reference,project_reference,rfq_date,requested_delivery_date,quantity,currency,payment_terms,delivery_terms,customer_country,industry,primary_application,customer_type,target_configuration_id,target_package,target_generation_method,target_evidence_level,source_type,synthetic_version
RFQ731-003854,CUST73100143,Delta Process Systems S.A.,INST-652569,Process Monitoring,2026-05-18,2026-09-24,3,EUR,within 60 days net,CPT,Germany,Pharmaceutical,Batch process measurement,End User,CFG731_ef8d68b6d278bfec,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003855,CUST73100186,Metrix Manufacturing Technologies FZE,RFQ-864330,Process Measurement Upgrade,2026-07-22,2026-09-13,20,EUR,within 60 days net,CPT,Italy,Manufacturing,Industrial automation,Distributor,CFG731_bdfa7cd2dbcb13f7,G731ST-LT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003856,CUST73100246,Industrial Industrial Services FZE,REQ-719606,Pipeline Monitoring Project,2026-01-11,2026-06-01,10,EUR,within 90 days net,CPT,Germany,Research & Development,R&D measurement,EPC Contractor,CFG731_c585b182e5ecfc9a,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003857,CUST73100230,Continental Process Automation GmbH,ENQ-267456,Plant Instrumentation,2026-06-19,2026-08-20,2,EUR,within 30 days net,CPT,Germany,Power & Utilities,Cooling water measurement,System Integrator,CFG731_5191b7dfd5137ba1,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003858,CUST73100124,Atlas Manufacturing Technologies Ltd.,RFQ-250364,Flow Measurement Replacement,2026-01-13,2026-05-05,3,EUR,within 45 days net,DAP,Netherlands,Water & Wastewater,Utility water measurement,System Integrator,CFG731_d8083f6bcc90dd07,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003859,CUST73100062,Continental Measurement Technologies FZE,INST-452689,Plant Modernization Project,2026-05-29,2026-07-14,1,EUR,within 30 days net,CPT,Netherlands,Chemical,Batch process measurement,EPC Contractor,CFG731_6077133dce604e06,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003860,CUST73100076,Sterling Industrial Services B.V.,PROJECT-633718,Utility Measurement Project,2026-04-24,2026-06-12,4,USD,within 30 days net,DAP,United Arab Emirates,Manufacturing,Process monitoring,Engineering Company,CFG731_143205a81a2e7efc,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003861,CUST73100126,Sterling Petrochemical Solutions Ltd.,ENQ-225273,Process Monitoring,2026-05-19,2026-06-23,1,EUR,within 45 days net,CPT,Italy,Manufacturing,Industrial automation,End User,CFG731_a8031a74f6d1710d,G731ST-HT,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003862,CUST73100178,Apex Measurement Technologies B.V.,PROJECT-787374,Process Automation Project,2026-03-06,2026-04-30,5,EUR,within 30 days net,DDP,Netherlands,Oil & Gas,Process monitoring,EPC Contractor,CFG731_49bb1327a04ca706,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003863,CUST73100204,Metrix Manufacturing Technologies B.V.,ENQ-638619,Process Monitoring,2026-07-26,2026-10-07,1,EUR,within 60 days net,DAP,Germany,Pharmaceutical,Process validation,Distributor,CFG731_691a8f2ff165671d,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003864,CUST73100205,Delta Process Engineering GmbH,INST-424887,Process Monitoring,2026-01-17,2026-05-05,1,EUR,within 60 days net,DAP,Spain,Oil & Gas,Gas measurement,End User,CFG731_691a8f2ff165671d,G731CA,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003865,CUST73100085,Sterling Process Automation AG,RFQ-111648,Process Measurement Upgrade,2026-03-26,2026-06-19,2,EUR,within 45 days net,FCA,India,Chemical,Plant utilities,End User,CFG731_1d3bf6638fef70ae,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003866,CUST73100100,Atlas Instrumentation Ltd.,RFQ-444869,Flow Metering Requirement,2026-02-10,2026-04-25,4,EUR,within 90 days net,FCA,Italy,Chemical,Process control,End User,CFG731_fde1ab2a4808b544,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003867,CUST73100083,Quantum Petrochemical Solutions FZE,ENQ-536894,Measurement System Upgrade,2026-07-04,2026-11-06,3,EUR,within 30 days net,EXW,Netherlands,Oil & Gas,Gas measurement,End User,CFG731_d135404efcd6265d,F731WD_DualChannel,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003868,CUST73100111,Pioneer Measurement Technologies Ltd.,PROJECT-266804,Measurement System Upgrade,2026-07-21,2026-11-20,1,EUR,within 30 days net,FCA,Germany,Chemical,Plant utilities,System Integrator,CFG731_9548d55d92816998,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003869,CUST73100185,Meridian Manufacturing Technologies S.A.,PROJECT-345186,Plant Instrumentation,2026-07-10,2026-10-01,4,EUR,within 45 days net,DAP,Germany,Water & Wastewater,Utility water measurement,End User,CFG731_f97e51d1da57d99f,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003870,CUST73100165,Delta Engineering Solutions AG,RFQ-866283,Flow Measurement Replacement,2026-06-21,2026-07-31,1,EUR,within 45 days net,FCA,Türkiye,Pharmaceutical,Batch process measurement,Distributor,CFG731_c9498cf6f4410d44,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003871,CUST73100018,Nova Measurement Technologies GmbH,ENQ-578980,Measurement System Upgrade,2026-03-19,2026-06-07,10,EUR,within 60 days net,CPT,Germany,Water & Wastewater,Raw water measurement,System Integrator,CFG731_5e61ce3b60d15e11,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003872,CUST73100008,Vector Process Engineering FZE,INST-811531,Measurement System Upgrade,2026-07-28,2026-08-29,1,EUR,within 45 days net,DAP,Türkiye,Oil & Gas,Refinery process measurement,System Integrator,CFG731_daff07a8bdec497b,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003873,CUST73100068,Prime Petrochemical Solutions Ltd.,REQ-616898,Process Measurement Upgrade,2026-06-28,2026-10-30,1,EUR,advance payment,FCA,Türkiye,Oil & Gas,Process monitoring,End User,CFG731_ef8d68b6d278bfec,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003874,CUST73100179,Dynamic Industrial Technologies S.A.,RFQ-699915,Flow Measurement Replacement,2026-05-27,2026-07-06,1,USD,within 45 days net,EXW,Saudi Arabia,Power & Utilities,Energy monitoring,End User,CFG731_219ac3d01befd6d1,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003875,CUST73100162,Advanced Energy Systems S.A.,REQ-678434,Plant Instrumentation,2026-02-05,2026-05-29,2,EUR,within 60 days net,DAP,India,Oil & Gas,Refinery process measurement,End User,CFG731_1123bef3c890d293,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003876,CUST73100127,Delta Industrial Services GmbH,ENQ-880398,Flow Metering Requirement,2026-01-10,2026-04-27,5,USD,within 60 days net,CPT,United Arab Emirates,Power & Utilities,Utility monitoring,End User,CFG731_f9fd6a4462ec051a,F731PW,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003877,CUST73100066,Horizon Engineering Solutions Ltd.,PROJECT-323361,Pipeline Monitoring Project,2026-07-25,2026-08-28,1,EUR,within 30 days net,DAP,Türkiye,Water & Wastewater,Utility water measurement,EPC Contractor,CFG731_a56f1437a0b4ca31,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003878,CUST73100037,Prime Automation Systems FZE,INST-574439,Utility Measurement Project,2026-06-26,2026-11-13,2,EUR,within 45 days net,CPT,Germany,Engineering & EPC,Instrumentation package,End User,CFG731_3794187f0a0c3133,F731TE,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003879,CUST73100075,Nexon Process Systems AG,INST-647672,Process Measurement Upgrade,2026-05-24,2026-11-03,4,EUR,within 30 days net,DAP,Türkiye,Food & Beverage,Utility monitoring,End User,CFG731_9c182e1af1606c9d,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003880,CUST73100134,Meridian Industrial Technologies B.V.,INST-975057,Flow Metering Requirement,2026-03-16,2026-06-04,1,EUR,within 30 days net,EXW,Türkiye,Food & Beverage,Utility monitoring,End User,CFG731_ba17ab216ae91e1a,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003881,CUST73100173,Dynamic Industrial Services Ltd.,PROJECT-153810,Flow Metering Requirement,2026-03-19,2026-06-19,1,EUR,within 30 days net,EXW,Germany,Food & Beverage,CIP monitoring,End User,CFG731_bd771effc0c19f23,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003882,CUST73100172,Prime Measurement Technologies GmbH,PROJECT-502389,Flow Metering Requirement,2026-06-30,2026-09-22,1,EUR,within 60 days net,CPT,Germany,Research & Development,Pilot plant testing,End User,CFG731_7f6c0412b6d497fb,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003883,CUST73100082,Precision Automation Systems S.A.,ENQ-409832,Plant Instrumentation,2026-02-12,2026-05-26,1,EUR,within 60 days net,CPT,Netherlands,Pharmaceutical,Batch process measurement,Distributor,CFG731_b090c6c9bb9613a8,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003884,CUST73100109,Delta Measurement Technologies AG,PROJECT-826059,Pipeline Monitoring Project,2026-02-19,2026-06-14,2,EUR,within 45 days net,CPT,Türkiye,Pharmaceutical,Clean utility monitoring,EPC Contractor,CFG731_34e092c266a308aa,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003885,CUST73100190,Industrial Engineering Solutions FZE,ENQ-592421,New Production Line Project,2026-01-19,2026-05-22,3,EUR,within 30 days net,FCA,Germany,Chemical,Chemical process monitoring,Engineering Company,CFG731_11e2e85a554f19ad,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003886,CUST73100229,Vector Petrochemical Solutions GmbH,ENQ-554637,Measurement System Upgrade,2026-02-21,2026-07-18,2,EUR,within 30 days net,DDP,Netherlands,Water & Wastewater,Raw water measurement,End User,CFG731_9fd2ebe15271fc33,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003887,CUST73100213,Horizon Petrochemical Solutions GmbH,PROJECT-189123,Flow Metering Requirement,2026-01-30,2026-04-16,1,EUR,within 90 days net,FCA,Germany,Power & Utilities,Process water measurement,End User,CFG731_af8fc23bebdac123,F731WD_DualChannel,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003888,CUST73100121,Precision Process Automation B.V.,RFQ-697330,Plant Instrumentation,2026-01-26,2026-05-26,2,EUR,within 90 days net,CPT,Spain,Pharmaceutical,Process water,End User,CFG731_8956c16bd3b9a345,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003889,CUST73100240,Advanced Automation Systems B.V.,PROJECT-796307,Process Measurement Upgrade,2026-05-28,2026-10-18,2,USD,within 60 days net,CPT,United Arab Emirates,Chemical,Batch process measurement,System Integrator,CFG731_da5f98932a1c6afd,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003890,CUST73100219,Evergreen Process Engineering B.V.,PROJECT-428385,Measurement System Upgrade,2026-03-15,2026-09-06,1,EUR,advance payment,FCA,Italy,Engineering & EPC,Plant construction,End User,CFG731_6357400dd5c2804a,F731WD_SingleChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003891,CUST73100248,Vertex Petrochemical Solutions Ltd.,REQ-124702,Flow Measurement Replacement,2026-05-08,2026-07-16,2,GBP,within 60 days net,CPT,United Kingdom,Power & Utilities,Steam measurement,End User,CFG731_35443b2ee17ecca9,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003892,CUST73100027,Vector Engineering Solutions B.V.,PROJECT-357008,Plant Instrumentation,2026-05-07,2026-11-02,2,GBP,within 30 days net,CPT,United Kingdom,Manufacturing,Cooling systems,End User,CFG731_4ca309199387f8d5,F731WD_SingleChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003893,CUST73100090,Dynamic Measurement Technologies B.V.,INST-237103,Process Measurement Upgrade,2026-03-04,2026-06-24,10,USD,within 60 days net,DAP,United Arab Emirates,Mining & Metals,Plant utilities,End User,CFG731_a57ffd88d58eb498,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003894,CUST73100155,Dynamic Industrial Technologies GmbH,PROJECT-491136,Flow Metering Requirement,2026-05-16,2026-06-22,1,USD,within 45 days net,EXW,United Arab Emirates,Engineering & EPC,Turnkey process project,End User,CFG731_37e3938c6089bb2d,F731WD_DualChannel,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003895,CUST73100191,Metrix Instrumentation S.A.,INST-923871,Flow Metering Requirement,2026-04-02,2026-08-28,1,USD,within 45 days net,CPT,Saudi Arabia,Oil & Gas,Process monitoring,End User,CFG731_b661f405414c476e,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003896,CUST73100034,Orion Petrochemical Solutions AG,RFQ-992160,Process Automation Project,2026-04-11,2026-05-13,1,EUR,within 30 days net,EXW,India,Research & Development,R&D measurement,Engineering Company,CFG731_169a8482d2028dff,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003897,CUST73100019,Nexon Manufacturing Technologies S.A.,ENQ-709090,Process Measurement Upgrade,2026-06-01,2026-08-04,4,EUR,within 60 days net,EXW,Germany,Mining & Metals,Plant utilities,End User,CFG731_71dcda3a004aaa52,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003898,CUST73100064,Dynamic Automation Systems AG,INST-738750,Process Measurement Upgrade,2026-07-10,2026-08-18,4,EUR,advance payment,DAP,Netherlands,Pharmaceutical,Process water,End User,CFG731_950a2c81247480fc,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003899,CUST73100147,Delta Measurement Technologies Ltd.,PROJECT-653605,Plant Instrumentation,2026-05-08,2026-08-22,3,EUR,within 90 days net,FCA,Netherlands,Mining & Metals,Process water,End User,CFG731_b48a547ba9b64245,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-003900,CUST73100098,Apex Process Automation GmbH,RFQ-470028,Pipeline Monitoring Project,2026-02-23,2026-05-21,2,EUR,within 60 days net,CPT,Germany,Oil & Gas,Gas measurement,System Integrator,CFG731_076cad91966d4c34,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003901,CUST73100081,Global Process Engineering AG,REQ-604319,Plant Instrumentation,2026-04-19,2026-08-21,2,EUR,advance payment,DDP,Italy,Food & Beverage,Utility monitoring,End User,CFG731_6870d8bf5b059680,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-003902,CUST73100215,Meridian Process Automation B.V.,RFQ-117207,Process Expansion Project,2026-05-06,2026-08-02,1,EUR,within 90 days net,FCA,Germany,Oil & Gas,Process monitoring,EPC Contractor,CFG731_f6ea64d2965a329a,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003903,CUST73100142,United Process Automation B.V.,REQ-233391,Process Monitoring,2026-04-21,2026-07-09,20,EUR,within 30 days net,DAP,India,Power & Utilities,Process water measurement,End User,CFG731_555c215c4639435a,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003904,CUST73100117,Apex Process Automation FZE,ENQ-845224,Process Monitoring,2026-04-12,2026-06-23,1,EUR,within 60 days net,EXW,France,Pharmaceutical,Process validation,End User,CFG731_0494d5ae6eecf400,G731ST-HT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003905,CUST73100168,Global Process Automation AG,ENQ-533069,New Production Line Project,2026-06-15,2026-10-12,2,EUR,within 30 days net,EXW,Germany,Power & Utilities,Cooling water measurement,EPC Contractor,CFG731_7882c72c21497015,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003906,CUST73100088,Precision Automation Systems Ltd.,INST-831598,Flow Metering Requirement,2026-07-16,2026-11-06,4,EUR,within 45 days net,DAP,France,Power & Utilities,Energy monitoring,End User,CFG731_63eca10a00ae1f5d,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003907,CUST73100116,Pioneer Petrochemical Solutions B.V.,INST-486412,Measurement Upgrade Project,2026-07-12,2026-11-13,1,USD,within 45 days net,FCA,United Arab Emirates,Oil & Gas,Gas measurement,EPC Contractor,CFG731_186348c5f967a6f7,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003908,CUST73100055,Dynamic Process Automation GmbH,REQ-740247,Pipeline Monitoring Project,2026-01-29,2026-05-27,1,EUR,within 30 days net,FCA,Türkiye,Mining & Metals,Slurry measurement,EPC Contractor,CFG731_5bb390da70b6fee3,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003909,CUST73100217,Vector Process Engineering GmbH,ENQ-663221,Plant Instrumentation,2026-04-03,2026-07-03,1,EUR,within 60 days net,EXW,Italy,Oil & Gas,Process monitoring,End User,CFG731_b46f92852addf866,G731ST-HT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003910,CUST73100013,Delta Industrial Services FZE,PROJECT-368455,Instrumentation Package Project,2026-04-13,2026-06-13,2,USD,within 45 days net,DAP,Saudi Arabia,Food & Beverage,Production process measurement,End User,CFG731_36e9436664c2e1e3,G731ST-HT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003911,CUST73100030,Nexon Process Automation GmbH,PROJECT-748414,Process Expansion Project,2026-02-12,2026-03-21,2,USD,within 60 days net,CPT,Saudi Arabia,Chemical,Batch process measurement,EPC Contractor,CFG731_d47fa87df22e968e,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003912,CUST73100123,Precision Automation Systems FZE,REQ-873225,Flow Measurement Replacement,2026-02-20,2026-04-07,5,GBP,within 30 days net,CPT,United Kingdom,Research & Development,Laboratory testing,System Integrator,CFG731_d2a75fda6f761c1b,G731CA,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003913,CUST73100198,Summit Process Systems AG,RFQ-249570,Process Monitoring,2026-07-10,2026-11-06,1,EUR,within 60 days net,DDP,Italy,Food & Beverage,Liquid process measurement,End User,CFG731_abcee67081353f16,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003914,CUST73100065,Industrial Engineering Solutions B.V.,ENQ-304461,Plant Modernization Project,2026-06-08,2026-07-11,1,EUR,within 60 days net,CPT,Türkiye,Research & Development,Pilot plant testing,End User,CFG731_620cb319c2b7c332,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003915,CUST73100135,Vector Energy Systems Ltd.,RFQ-836518,New Production Line Project,2026-07-24,2026-09-04,1,EUR,within 90 days net,EXW,Spain,Mining & Metals,Plant utilities,EPC Contractor,CFG731_2451b1d5b9cd9ccd,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003916,CUST73100084,Nova Petrochemical Solutions Ltd.,PROJECT-124686,Measurement System Upgrade,2026-06-04,2026-10-04,2,GBP,within 60 days net,CPT,United Kingdom,Chemical,Batch process measurement,System Integrator,CFG731_496bd7a964d6cd85,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003917,CUST73100112,Atlas Process Engineering S.A.,REQ-760976,Utility Measurement Project,2026-07-28,2026-12-29,1,EUR,within 60 days net,EXW,France,Research & Development,Pilot plant testing,End User,CFG731_fbf2539ea471ea5b,G731ST-LT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003918,CUST73100102,Horizon Instrumentation S.A.,REQ-838114,Flow Metering Requirement,2026-01-06,2026-05-13,1,EUR,within 30 days net,CPT,Türkiye,Power & Utilities,Process water measurement,End User,CFG731_f53899c7a09e0138,F731WD_DualChannel,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003919,CUST73100113,Continental Industrial Services AG,REQ-201871,Plant Instrumentation,2026-02-27,2026-04-23,1,EUR,within 60 days net,FCA,France,Mining & Metals,Slurry measurement,End User,CFG731_ab3b0ae98d7b2345,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003920,CUST73100095,Delta Engineering Solutions GmbH,REQ-666474,New Production Line Project,2026-07-28,2026-10-02,1,USD,within 45 days net,DAP,United Arab Emirates,Chemical,Liquid flow measurement,End User,CFG731_a69c8345e2cbb480,G731ST-HT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003921,CUST73100035,Delta Automation Systems AG,PROJECT-290118,Process Measurement Upgrade,2026-05-06,2026-08-05,1,EUR,within 30 days net,CPT,Türkiye,Manufacturing,Industrial automation,End User,CFG731_214b769209164299,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003922,CUST73100231,Advanced Industrial Technologies B.V.,ENQ-965887,Measurement Upgrade Project,2026-02-17,2026-04-14,1,EUR,within 30 days net,EXW,France,Pharmaceutical,Process validation,End User,CFG731_20d5aa6969b4ff70,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003923,CUST73100069,Vector Engineering Solutions S.A.,PROJECT-713790,Process Monitoring,2026-05-31,2026-08-25,2,EUR,within 60 days net,DAP,India,Chemical,Batch process measurement,End User,CFG731_ac3a4ff61341aa72,x731,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003924,CUST73100137,Vector Process Automation AG,RFQ-565547,Plant Modernization Project,2026-07-06,2026-11-20,2,EUR,within 45 days net,EXW,Germany,Manufacturing,Production utilities,EPC Contractor,CFG731_929f9b8dab6bae34,G731ST-HT,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
RFQ731-003925,CUST73100152,Evergreen Industrial Services B.V.,RFQ-658930,Instrumentation Package Project,2026-01-22,2026-04-07,3,EUR,within 60 days net,DAP,Italy,Food & Beverage,Liquid process measurement,EPC Contractor,CFG731_040069031f4f021c,x731,ONE_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003926,CUST73100196,Quantum Industrial Technologies B.V.,ENQ-906765,Process Automation Project,2026-05-30,2026-08-09,2,EUR,within 30 days net,CPT,France,Food & Beverage,Production process measurement,Engineering Company,CFG731_8f2f3a7ba66ea526,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003927,CUST73100061,Advanced Process Systems GmbH,REQ-691442,Pipeline Monitoring Project,2026-04-13,2026-08-10,1,EUR,within 30 days net,FCA,Germany,Power & Utilities,Process water measurement,Engineering Company,CFG731_a57ffd88d58eb498,G731ST-LT,REAL_OBSERVED,OBSERVED,SYNTHETIC,731_RFQ_V1
RFQ731-003928,CUST73100025,Advanced Measurement Technologies S.A.,RFQ-721201,Measurement System Upgrade,2026-03-22,2026-05-09,3,EUR,within 30 days net,CPT,France,Oil & Gas,Gas measurement,End User,CFG731_15f034f7c265528f,x731,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003929,CUST73100149,Pioneer Automation Systems Ltd.,INST-559408,Process Measurement Upgrade,2026-05-05,2026-07-07,1,EUR,within 30 days net,DAP,Netherlands,Oil & Gas,Process monitoring,End User,CFG731_7c70763d4cf79560,G731ST-HT,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003930,CUST73100079,Nova Industrial Technologies S.A.,ENQ-430324,Flow Measurement Replacement,2026-03-22,2026-05-14,3,GBP,within 30 days net,CPT,United Kingdom,Power & Utilities,Utility monitoring,End User,CFG731_ba17ab216ae91e1a,x731,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003931,CUST73100054,Nexon Engineering Solutions B.V.,ENQ-871404,Process Measurement Upgrade,2026-05-29,2026-09-16,2,EUR,within 45 days net,CPT,Netherlands,Chemical,Plant utilities,End User,CFG731_6fae22c89116fc5e,G731CA,TWO_CHARACTERISTIC,MODERATE,SYNTHETIC,731_RFQ_V1
RFQ731-003932,CUST73100128,Horizon Process Systems S.A.,INST-818111,Plant Modernization Project,2026-04-08,2026-07-01,2,EUR,within 60 days net,DAP,Spain,Manufacturing,Production utilities,EPC Contractor,CFG731_845802fc60449063,G731ST-LT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003933,CUST73100156,Global Measurement Technologies AG,ENQ-712933,Process Measurement Upgrade,2026-01-10,2026-04-02,1,EUR,within 30 days net,DAP,France,Oil & Gas,Process monitoring,End User,CFG731_c209599718b42485,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003934,CUST73100199,Vector Measurement Technologies FZE,RFQ-583113,Flow Metering Requirement,2026-03-07,2026-07-11,2,EUR,within 90 days net,CPT,France,Manufacturing,Production utilities,Distributor,CFG731_708466e4f37148f0,G731ST-HT,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,SYNTHETIC,731_RFQ_V1
RFQ731-003935,CUST73100039,Meridian Instrumentation AG,ENQ-613285,Measurement Upgrade Project,2026-04-02,2026-07-10,1,EUR,within 60 days net,CPT,Türkiye,Water & Wastewater,Water treatment,EPC Contractor,CFG731_241261e6f2e0673c,x731,TWO_CHARACTERISTIC,LOW,SYNTHETIC,731_RFQ_V1
