rfq_id,requirement_id,requirement_sequence,characteristic,required_value,requirement_description,requirement_type,ground_truth,source
RFQ731-003618,RFQ731-003618-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003618,RFQ731-003618-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003618,RFQ731-003618-REQ-011,11,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003618,RFQ731-003618-REQ-012,12,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003618,RFQ731-003618-REQ-013,13,binaerOpenColl_MP,MP1,open-collector output MP1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003618,RFQ731-003618-REQ-014,14,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003618,RFQ731-003618-REQ-015,15,customUserFluid,1,custom user fluid 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003618,RFQ731-003618-REQ-016,16,steamApplication,H,steam application H,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-003,3,housing,ST,stainless-steel housing,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-007,7,protectionArea,2,protection area 2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-010,10,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-011,11,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-012,12,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-013,13,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-014,14,dynamicGasMaster,1,Dynamic Gas Master 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003619,RFQ731-003619-REQ-015,15,customUserFluid,1,custom user fluid 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-004,4,powerSupply,4,alternative power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-006,6,explosionApproval,N,non-hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-007,7,protectionArea,N,protection area N,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-008,8,certification,MN,certification MN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-010,10,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-011,11,temperaturEingaenge,TT1,temperature input TT1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-012,12,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003620,RFQ731-003620-REQ-015,15,dynamicGasMaster,1,Dynamic Gas Master 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-002,2,characteristic,TE,temperature measurement application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-005,5,numberOfChannels,2,number of measurement channels 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-009,9,dataInterface,PA,data interface PA,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-010,10,temperaturEingaenge,TT2,temperature input TT2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003621,RFQ731-003621-REQ-011,11,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-008,8,certification,NN,standard certification,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-011,11,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-012,12,binaerOpenColl_MP,MP1,open-collector output MP1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-014,14,dynamicGasMaster,1,Dynamic Gas Master 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003622,RFQ731-003622-REQ-015,15,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-002,2,characteristic,WD,dual/single channel measurement configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-003,3,housing,ST,stainless-steel housing,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-006,6,explosionApproval,N,non-hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-007,7,protectionArea,N,protection area N,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-010,10,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003623,RFQ731-003623-REQ-011,11,dev_advMeterVerification,1,Advanced Meter Verification 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-004,4,powerSupply,4,alternative power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-007,7,protectionArea,2,protection area 2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-008,8,certification,MN,certification MN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-010,10,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-011,11,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-012,12,binaerOpenColl_MP,MP1,open-collector output MP1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-015,15,dynamicGasMaster,1,Dynamic Gas Master 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003624,RFQ731-003624-REQ-016,16,customUserFluid,1,custom user fluid 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-002,2,characteristic,CA,calibration application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-003,3,housing,ST,stainless-steel housing,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-005,5,numberOfChannels,2,number of measurement channels 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-006,6,explosionApproval,K,explosion protection K,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-007,7,protectionArea,2,protection area 2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-010,10,stromSchaltbar,CS2,switchable current output CS2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-011,11,stromEingaenge,IS1,current input IS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-012,12,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-013,13,binaerOpenColl_MP,MP4,open-collector output MP4,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003625,RFQ731-003625-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-006,6,explosionApproval,F,hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-007,7,protectionArea,2,protection area 2,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-011,11,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-012,12,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003626,RFQ731-003626-REQ-013,13,dynamicGasMaster,1,Dynamic Gas Master 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-003,3,housing,ST,stainless-steel housing,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-006,6,explosionApproval,A,explosion protection A,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-011,11,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-012,12,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003627,RFQ731-003627-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-001,1,devCategory,F,flow measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-004,4,powerSupply,4,alternative power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-006,6,explosionApproval,F,hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-008,8,certification,MN,certification MN,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-011,11,temperaturEingaenge,TT1,temperature input TT1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-012,12,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003628,RFQ731-003628-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-006,6,explosionApproval,K,explosion protection K,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-009,9,dataInterface,HS,high-speed communication,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-010,10,stromSchaltbar,CS1,switchable current output CS1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-011,11,temperaturEingaenge,TT1,temperature input TT1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-012,12,binaerDigitalOpenColl_MN,MN1,digital open-collector input MN1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-013,13,waveInjector,FWI,WaveInjector cryogenic option,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-014,14,dev_advMeterVerification,1,Advanced Meter Verification 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003629,RFQ731-003629-REQ-015,15,dynamicGasMaster,1,Dynamic Gas Master 1,PREFERRED,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-001,1,devCategory,G,gas measurement,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-002,2,characteristic,GP,general-purpose configuration,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-003,3,housing,ST,stainless-steel housing,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-004,4,powerSupply,1,standard power supply,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-005,5,numberOfChannels,1,number of measurement channels 1,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-006,6,explosionApproval,F,hazardous-area application,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-007,7,protectionArea,2,protection area 2,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-008,8,certification,NN,standard certification,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
RFQ731-003630,RFQ731-003630-REQ-009,9,dataInterface,NN,data interface NN,MANDATORY,True,SYNTHETIC_CONFIGURATION_GROUND_TRUTH
