synthetic_record_id,canonical_configuration_id,package_context,record_type,generation_method,source_canonical_configuration_id,source_frequency,nearest_real_distance,num_changed_characteristics,changed_characteristics,constraint_valid,evidence_level,evidence_score,devCategory,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,certification,dataInterface,stromSchaltbar,stromEingaenge,temperaturEingaenge,binaerDigitalOpenColl_MN,binaerOpenColl_MP,waveInjector,dev_advMeterVerification,dynamicGasMaster,customUserFluid,steamApplication,synthetic_dataset,technical_configuration_status
SYN731_003932,CFG731_a4416ae9d698efa6,G731ST-HT,DERIVED,ONE_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003933,CFG731_c759934398f2381a,G731ST-HT,DERIVED,ONE_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,1,binaerOpenColl_MP,True,VERY_STRONG,93.7,G,ST,ST,1,2,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003934,CFG731_8f470181ad32eeae,x731,OBSERVED,REAL_OBSERVED,CFG731_8f470181ad32eeae,2,0,0,,True,OBSERVED,100.0,G,GP,ST,4,1,F,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003935,CFG731_0e65994bfbb04e39,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_a77e5e082c8f0465,0,2,2,devCategory|dev_advMeterVerification,True,LOW,53.4,G,GP,ST,1,1,F,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003936,CFG731_0494d5ae6eecf400,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,2,stromEingaenge|binaerOpenColl_MP,True,MODERATE,63.2,G,ST,ST,1,2,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003937,CFG731_97c654bf006e698e,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_04a704e692f8fd05,0,2,2,dataInterface|customUserFluid,True,LOW,53.8,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003938,CFG731_4ca309199387f8d5,F731WD_SingleChannel,OBSERVED,REAL_OBSERVED,CFG731_4ca309199387f8d5,1,0,0,,True,OBSERVED,100.0,F,WD,ST,1,1,N,N,NN,NN,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003939,CFG731_ba522ec0a7a74924,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_efc9d6b915117e15,0,1,2,devCategory|temperaturEingaenge,True,STRONG,70.0,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003940,CFG731_e201a8a6e4588b00,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_337790e6bbcf15f4,0,1,2,dataInterface|stromSchaltbar,True,MODERATE,63.2,F,GP,ST,1,1,N,N,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003941,CFG731_18e687233239e907,x731,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_fc0b29ae617f0a6b,0,1,2,dataInterface|explosionApproval,True,VERY_STRONG,96.5,F,GP,ST,4,1,F,2,MN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003942,CFG731_d8a10cfbf11bf067,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_c887ba58c35036a9,0,1,2,devCategory|dataInterface,True,MODERATE,65.4,G,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003943,CFG731_ab3b0ae98d7b2345,G731ST-HT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,2,stromSchaltbar|stromEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003944,CFG731_ac8195f5cce7d089,x731,OBSERVED,REAL_OBSERVED,CFG731_ac8195f5cce7d089,2,0,0,,True,OBSERVED,100.0,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003945,CFG731_9a761e6bfde35917,F731WD_SingleChannel,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_4ca309199387f8d5,0,1,2,dataInterface|certification,True,VERY_STRONG,95.4,F,WD,ST,1,1,N,N,CN,PA,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003946,CFG731_b3d0283738532d82,G731ST-LT,DERIVED,ONE_CHARACTERISTIC,CFG731_c5da2661a169f82b,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,G,ST,ST,1,1,K,2,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_003947,CFG731_9ccdadb28a07accd,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_14299a2a74e42d7f,0,1,1,devCategory,True,VERY_STRONG,93.0,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003948,CFG731_d27f5f5f307014a8,x731,OBSERVED,REAL_OBSERVED,CFG731_d27f5f5f307014a8,2,0,0,,True,OBSERVED,100.0,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003949,CFG731_f0cf22354800092d,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_24a2c6ef94654845,0,1,2,explosionApproval|customUserFluid,True,MODERATE,62.8,F,GP,ST,1,1,F,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003950,CFG731_39890affe81b5eb5,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_24a2c6ef94654845,0,1,1,devCategory,True,VERY_STRONG,93.0,G,GP,ST,1,1,A,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003951,CFG731_1d89d7fdc7355744,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_1d89d7fdc7355744,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_003952,CFG731_7b2620a0a86146ac,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_e24b476e4eb9ee5d,0,2,2,dataInterface|customUserFluid,True,LOW,53.8,G,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003953,CFG731_ab5177144fa1d704,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_ccd90dd68635b2e9,0,1,2,devCategory|powerSupply,True,STRONG,70.0,S,GP,ST,4,1,A,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003954,CFG731_19ec976991ce75a9,G731CA,OBSERVED,REAL_OBSERVED,CFG731_19ec976991ce75a9,1,0,0,,True,OBSERVED,100.0,G,CA,ST,1,2,F,2,NN,HS,CS2,IS1,TT1,MN4,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003955,CFG731_adf77af8b73e9cdc,G731CA,DERIVED,ONE_CHARACTERISTIC,CFG731_508d465d4c518290,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,CA,ST,1,1,K,2,NN,PA,CS2,IS1,TT1,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003956,CFG731_5f5f37f4d005417e,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_abcee67081353f16,0,1,2,dataInterface|customUserFluid,True,MODERATE,68.8,F,GP,ST,1,1,N,N,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003957,CFG731_6b5f6983490bc595,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_6e791fbe7ba5db5e,0,1,1,devCategory,True,VERY_STRONG,93.0,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003958,CFG731_bfee42801e80594e,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_de67d4c164ed05bc,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003959,CFG731_9a761e6bfde35917,F731WD_SingleChannel,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_4ca309199387f8d5,0,1,2,dataInterface|certification,True,VERY_STRONG,95.4,F,WD,ST,1,1,N,N,CN,PA,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003960,CFG731_a56f1437a0b4ca31,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_a56f1437a0b4ca31,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,K,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_003961,CFG731_62b88f35eaf74362,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_8c4d7fb3ded028ab,0,2,2,dataInterface|dev_advMeterVerification,True,LOW,53.8,F,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003962,CFG731_3daa091181ed5329,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_ddd1ce28a3456ff6,0,2,2,temperaturEingaenge|dev_advMeterVerification,True,LOW,51.8,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003963,CFG731_7986bd8f29a06f04,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_8c4d7fb3ded028ab,0,1,1,customUserFluid,True,VERY_STRONG,94.0,F,GP,ST,1,1,K,2,NN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003964,CFG731_6488c2bb812dbd12,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_fa2849b259355775,0,2,2,devCategory|customUserFluid,True,LOW,53.4,G,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003965,CFG731_399a488b9c799644,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_9f3028be2110afe1,0,2,2,devCategory|stromEingaenge,True,LOW,52.0,G,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003966,CFG731_64e162d496afc031,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_b54844b4c5cc208b,0,1,1,dev_advMeterVerification,True,VERY_STRONG,94.0,F,GP,ST,1,1,N,N,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003967,CFG731_495876b6233d3864,G731CA,DERIVED,ONE_CHARACTERISTIC,CFG731_14235f3888d71408,0,1,1,dataInterface,True,VERY_STRONG,95.1,G,CA,ST,1,1,N,N,NN,MT,CS2,IS1,TT1,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003968,CFG731_071ad1736ef73ba8,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_b65b306a03ca71c9,0,1,1,dev_advMeterVerification,True,VERY_STRONG,94.0,F,GP,ST,1,1,A,2,NN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003969,CFG731_4144999ac09e5fdc,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_bbcb665ced67f8c3,0,1,2,dev_advMeterVerification|customUserFluid,True,STRONG,70.0,F,GP,ST,1,1,N,N,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003970,CFG731_23aa00a5306a83b2,x731,OBSERVED,REAL_OBSERVED,CFG731_23aa00a5306a83b2,1,0,0,,True,OBSERVED,100.0,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003971,CFG731_64e162d496afc031,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_b54844b4c5cc208b,0,1,1,dev_advMeterVerification,True,VERY_STRONG,94.0,F,GP,ST,1,1,N,N,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003972,CFG731_f287b32480efae51,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_c4cc21845d696c93,0,2,2,dataInterface|customUserFluid,True,LOW,53.8,F,GP,ST,1,1,K,2,NN,HS,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003973,CFG731_5dd35c89836ec88e,G731ST-HT,OBSERVED,REAL_OBSERVED,CFG731_5dd35c89836ec88e,2,0,0,,True,OBSERVED,100.0,G,ST,ST,1,2,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,REAL_OBSERVED
SYN731_003974,CFG731_9879620d23af8c96,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_9f9a8730b26472c2,0,2,2,stromSchaltbar|dev_advMeterVerification,True,LOW,54.2,G,GP,ST,1,1,N,N,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003975,CFG731_ef02695e374fc418,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_afd2371086bf1e03,0,1,1,dev_advMeterVerification,True,VERY_STRONG,94.0,G,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003976,CFG731_b36f487da5008df2,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,CFG731_7b2f69a7ca55041b,0,1,2,explosionApproval|stromSchaltbar,True,MODERATE,62.2,G,ST,ST,1,2,F,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003977,CFG731_ae4ea28b1eaeb3df,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_c39096767a7ae083,0,1,2,dataInterface|binaerOpenColl_MP,True,MODERATE,67.1,G,GP,ST,1,1,N,N,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003978,CFG731_8281908b452128f3,F731WD_DualChannel,OBSERVED,REAL_OBSERVED,CFG731_8281908b452128f3,2,0,0,,True,OBSERVED,100.0,F,WD,ST,1,2,N,N,NN,NN,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003979,CFG731_af8fc23bebdac123,F731WD_DualChannel,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_8281908b452128f3,0,1,2,dataInterface|certification,True,VERY_STRONG,95.4,F,WD,ST,1,2,N,N,CN,PA,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003980,CFG731_5995fa9fd5d1242f,F731PW,OBSERVED,REAL_OBSERVED,CFG731_5995fa9fd5d1242f,2,0,0,,True,OBSERVED,100.0,F,PW,ST,1,1,A,2,NN,MR,CS1,NOVALUE,NOVALUE,MN2,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003981,CFG731_a4416ae9d698efa6,G731ST-HT,DERIVED,ONE_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003982,CFG731_8b8ba7e2341f1295,F731TE,DERIVED,ONE_CHARACTERISTIC,CFG731_7c93880f0c6b22c5,0,1,1,dataInterface,True,VERY_STRONG,95.1,F,TE,ST,1,1,K,2,NN,PA,CS2,NOVALUE,TT2,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003983,CFG731_22fecf5bb26e1132,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_181ea7d5a9c21b8c,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,G,GP,ST,4,1,N,N,MN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003984,CFG731_4297d68b978dc0d5,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_dbe9c00b3af80524,0,2,2,powerSupply|binaerDigitalOpenColl_MN,True,LOW,47.0,S,GP,ST,4,1,F,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003985,CFG731_7994662aa688a3b5,G731ST-LT,DERIVED,TWO_CHARACTERISTIC,CFG731_7203705eed387b0a,0,1,2,stromSchaltbar|binaerOpenColl_MP,True,MODERATE,67.9,G,ST,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1,N,731_V5,SYNTHETIC_DERIVED
SYN731_003986,CFG731_c52e06c2d714087a,x731,OBSERVED,REAL_OBSERVED,CFG731_c52e06c2d714087a,1,0,0,,True,OBSERVED,100.0,F,GP,ST,4,1,F,2,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003987,CFG731_22429427ccd9f79c,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,CFG731_a288340143e53b7f,0,1,2,dataInterface|stromSchaltbar,True,MODERATE,63.2,G,ST,ST,1,2,N,N,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003988,CFG731_b761b914f76d159e,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_aba447e5ca3ac7ba,0,1,2,devCategory|binaerOpenColl_MP,True,MODERATE,68.0,S,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003989,CFG731_d4dafb658c85c692,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_3b2a32abbf148ca1,0,2,2,stromSchaltbar|dev_advMeterVerification,True,LOW,54.2,G,GP,ST,1,1,K,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003990,CFG731_db983e07a279051a,x731,OBSERVED,REAL_OBSERVED,CFG731_db983e07a279051a,7,0,0,,True,OBSERVED,100.0,H,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003991,CFG731_baab4a7f51aced1f,G731ST-HT,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,CFG731_eb70dc35972dc4b7,0,1,2,stromSchaltbar|temperaturEingaenge,True,VERY_STRONG,98.2,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003992,CFG731_63b50b6b631946e6,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_ddd1ce28a3456ff6,0,1,2,dev_advMeterVerification|customUserFluid,True,STRONG,70.0,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003993,CFG731_17becc4d045fdd6e,x731,OBSERVED,REAL_OBSERVED,CFG731_17becc4d045fdd6e,1,0,0,,True,OBSERVED,100.0,F,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_003994,CFG731_567b2aa90592cf41,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_91a62b1e0bf4bbce,0,2,2,devCategory|stromEingaenge,True,LOW,52.0,F,GP,ST,1,1,A,2,NN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003995,CFG731_929f9b8dab6bae34,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,CFG731_f2a296f2bedae0e8,0,2,2,dataInterface|stromEingaenge,True,LOW,49.0,G,ST,ST,1,2,A,2,NN,HS,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_003996,CFG731_9cc92f888af32c8a,G731CA,DERIVED,ONE_CHARACTERISTIC,CFG731_d3d0547b464f691d,0,1,1,explosionApproval,True,VERY_STRONG,90.1,G,CA,ST,1,1,F,2,NN,PA,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003997,CFG731_f693af423cd0a85a,x731,DERIVED,TWO_CHARACTERISTIC,CFG731_da02526d254e2e35,0,1,2,devCategory|dataInterface,True,MODERATE,65.4,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_003998,CFG731_c5da2661a169f82b,G731ST-LT,OBSERVED,REAL_OBSERVED,CFG731_c5da2661a169f82b,4,0,0,,True,OBSERVED,100.0,G,ST,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N,731_V5,REAL_OBSERVED
SYN731_003999,CFG731_62d0f0f6bab9bdcb,x731,OBSERVED,REAL_OBSERVED,CFG731_62d0f0f6bab9bdcb,7,0,0,,True,OBSERVED,100.0,F,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_004000,CFG731_2d4ebd2132481193,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_9d1ffcce07240574,0,1,1,binaerOpenColl_MP,True,VERY_STRONG,93.7,F,GP,ST,1,1,K,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_004001,CFG731_d8843ca5e91f93ae,x731,DERIVED,ONE_CHARACTERISTIC,CFG731_011ca4ba794bd4d6,0,1,1,stromSchaltbar,True,VERY_STRONG,94.2,H,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,731_V5,SYNTHETIC_DERIVED
SYN731_004002,CFG731_2a8793475d827bb6,x731,OBSERVED,REAL_OBSERVED,CFG731_2a8793475d827bb6,4,0,0,,True,OBSERVED,100.0,F,GP,ST,4,1,F,2,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE,731_V5,REAL_OBSERVED
SYN731_004003,CFG731_a6cb56889da80b37,G731ST-HT,DERIVED,TWO_CHARACTERISTIC,CFG731_a288340143e53b7f,0,2,2,stromSchaltbar|binaerOpenColl_MP,True,LOW,52.9,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H,731_V5,SYNTHETIC_DERIVED
SYN731_004004,CFG731_258498329a834b05,x731,OBSERVED,REAL_OBSERVED,CFG731_258498329a834b05,2,0,0,,True,OBSERVED,100.0,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE,731_V5,REAL_OBSERVED
