synthetic_id,data_origin,generation_method,source_row,package_context,changed_characteristics,num_changed_characteristics,pairwise_compatibility_score,constraint_valid,exact_duplicate_of_real,novelty_score,OrgUnitAreaOfDocument,marke,packageFixed_dev,installationsart,devCategory,type,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,intrinsicSafety,certification,dataInterface,binaerDigitalOptoRelay,binaerDigitalReedRelay,binaerDigitalOpenColl_MN,binaerDigitalOpenCollExia_MA,binaerOpenColl_MP,binaerOpenColl_BC,binaerOpenColl_SC,binaerOpenColl30v,binaerOpenCollExib,binaerOpenCollNamur,binaerOptoRelay_BO,binaerOptoRelay_SO,binaerReedRelay_BR,binaerReedRelay_SR,frequenz0_5khz_FO,frequenz0_5khz_FC,frequenz0_5khzNamur,frequenz5_15HzExia,spannung0_10v,spannung0_1v,stromAktiv,stromAktiv24,stromPassiv,stromPassivExib,StromPassivExia,stromSchaltbar,binaerEingaenge,spannungsEingaenge,stromEingaenge,stromEingaenge_passiv,stromEingaengeExia,temperaturEingaenge,temperaturEingaengeExi,hardwareAP,steamApplication,waveInjector,tagPlate,inclusiveManual,powerCable,carryingCase,measuringTape,dev_advMeterVerification,dynamicGasMaster,customUserFluid
SYN_731_003585,SYNTHETIC,constrained_empirical_recombination,1005,G731ST-HT,temperaturEingaenge|explosionApproval,2,1.0,True,False,0.03389830508474576,3,flexim,G731ST-HT,stationaer,G,731,ST,ST,1,2,A,2,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,H,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_003586,SYNTHETIC,constrained_empirical_recombination,553,x731,dev_advMeterVerification|certification,2,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,F,731,GP,ST,4,1,N,N,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_003587,SYNTHETIC,constrained_empirical_recombination,884,x731,explosionApproval,1,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,G,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_003588,SYNTHETIC,constrained_empirical_recombination,452,x731,dev_advMeterVerification|customUserFluid|temperaturEingaenge|dataInterface,4,1.0,True,False,0.05084745762711865,0,flexim,x731,stationaer,G,731,GP,ST,1,1,F,2,N,NN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE
SYN_731_003589,SYNTHETIC,constrained_empirical_recombination,39,x731,dev_advMeterVerification,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_003590,SYNTHETIC,constrained_empirical_recombination,50,x731,customUserFluid|stromEingaenge,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE
SYN_731_003591,SYNTHETIC,constrained_empirical_recombination,599,x731,certification,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,A,2,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003592,SYNTHETIC,constrained_empirical_recombination,809,x731,customUserFluid,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,F,2,N,MN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,NOVALUE
SYN_731_003593,SYNTHETIC,constrained_empirical_recombination,278,G731ST-LT,dataInterface|temperaturEingaenge,2,1.0,True,False,0.01694915254237288,0,flexim,G731ST-LT,stationaer,G,731,ST,ST,1,1,A,2,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,N,NOVALUE,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003594,SYNTHETIC,constrained_empirical_recombination,220,G731CA,binaerOpenColl_MP|stromSchaltbar|numberOfChannels,3,1.0,True,False,0.01694915254237288,0,flexim,G731CA,stationaer,G,731,CA,ST,1,1,N,N,N,NN,MT,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP4,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS2,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE
SYN_731_003595,SYNTHETIC,constrained_empirical_recombination,1039,x731,explosionApproval|devCategory,2,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,H,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_003596,SYNTHETIC,constrained_empirical_recombination,67,x731,stromEingaenge|devCategory,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003597,SYNTHETIC,constrained_empirical_recombination,117,x731,stromSchaltbar,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_003598,SYNTHETIC,constrained_empirical_recombination,134,x731,dynamicGasMaster|temperaturEingaenge|dataInterface,3,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,1,1,A,2,N,NN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003599,SYNTHETIC,constrained_empirical_recombination,625,x731,dynamicGasMaster|dataInterface,2,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,4,1,N,N,N,MN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003600,SYNTHETIC,constrained_empirical_recombination,135,x731,customUserFluid,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,NOVALUE
SYN_731_003601,SYNTHETIC,constrained_empirical_recombination,456,x731,customUserFluid,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,F,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,NOVALUE
SYN_731_003602,SYNTHETIC,constrained_empirical_recombination,12,x731,dataInterface|powerSupply,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,N,N,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003603,SYNTHETIC,constrained_empirical_recombination,860,x731,temperaturEingaenge,1,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,F,731,GP,ST,1,1,K,2,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003604,SYNTHETIC,constrained_empirical_recombination,95,x731,powerSupply,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,N,N,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_003605,SYNTHETIC,constrained_empirical_recombination,469,x731,stromSchaltbar|dataInterface|powerSupply,3,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,F,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,1
SYN_731_003606,SYNTHETIC,constrained_empirical_recombination,251,G731ST-LT,temperaturEingaenge,1,1.0,True,False,0.01694915254237288,0,flexim,G731ST-LT,stationaer,G,731,ST,ST,1,1,N,N,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,N,NOVALUE,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003607,SYNTHETIC,constrained_empirical_recombination,666,x731,stromSchaltbar|customUserFluid|certification,3,1.0,True,False,0.05084745762711865,0,flexim,x731,stationaer,G,731,GP,ST,4,1,A,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,1,NOVALUE
SYN_731_003608,SYNTHETIC,constrained_empirical_recombination,1048,F731PW,explosionApproval|binaerOpenColl_MP|binaerDigitalOpenColl_MN,3,1.0,True,False,0.01694915254237288,3,flexim,F731PW,stationaer,F,731,PW,ST,1,1,A,2,N,NN,NN,NOVALUE,NOVALUE,MN2,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE
SYN_731_003609,SYNTHETIC,constrained_empirical_recombination,857,x731,temperaturEingaenge,1,1.0,True,False,0.01694915254237288,3,flexim,x731,stationaer,F,731,GP,ST,1,1,K,2,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003610,SYNTHETIC,constrained_empirical_recombination,473,x731,devCategory,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,F,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_003611,SYNTHETIC,constrained_empirical_recombination,78,x731,dynamicGasMaster|temperaturEingaenge|dataInterface,3,1.0,True,False,0.03389830508474576,0,flexim,x731,stationaer,G,731,GP,ST,1,1,N,N,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003612,SYNTHETIC,constrained_empirical_recombination,686,x731,dynamicGasMaster|dataInterface,2,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,4,1,A,2,N,MN,HS,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003613,SYNTHETIC,constrained_empirical_recombination,19,x731,dev_advMeterVerification,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,1,1,N,N,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_003614,SYNTHETIC,constrained_empirical_recombination,369,G731ST-HT,temperaturEingaenge,1,1.0,True,False,0.01694915254237288,0,flexim,G731ST-HT,stationaer,G,731,ST,ST,1,2,A,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,H,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_003615,SYNTHETIC,constrained_empirical_recombination,307,G731ST-HT,dataInterface|temperaturEingaenge,2,1.0,True,False,0.01694915254237288,0,flexim,G731ST-HT,stationaer,G,731,ST,ST,1,2,N,N,N,NN,HS,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,H,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,1
SYN_731_003616,SYNTHETIC,constrained_empirical_recombination,778,x731,certification,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,F,731,GP,ST,4,1,F,2,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
SYN_731_003617,SYNTHETIC,constrained_empirical_recombination,711,x731,stromSchaltbar,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,H,731,GP,ST,4,1,N,N,N,MN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE
SYN_731_003618,SYNTHETIC,constrained_empirical_recombination,103,x731,dynamicGasMaster,1,1.0,True,False,0.01694915254237288,0,flexim,x731,stationaer,G,731,GP,ST,1,1,N,N,N,NN,NN,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,NOVALUE,CS1,NOVALUE,NOVALUE,IS1,NOVALUE,NOVALUE,TT1,NOVALUE,NOVALUE,NOVALUE,FWI,1,QI,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,1
