canonical_configuration_id,package_context,source_canonical_configuration_id,source_row,generation_method,num_changed_characteristics,changed_characteristics,nearest_real_distance,constraint_valid,devCategory,characteristic,housing,powerSupply,numberOfChannels,explosionApproval,protectionArea,certification,dataInterface,stromSchaltbar,stromEingaenge,temperaturEingaenge,binaerDigitalOpenColl_MN,binaerOpenColl_MP,waveInjector,dev_advMeterVerification,dynamicGasMaster,customUserFluid,steamApplication
CFG731_859ceec2de752036,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,explosionApproval|dev_advMeterVerification,1,True,G,GP,ST,4,1,F,2,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_6f7a5cd92e9a022d,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,explosionApproval|customUserFluid,1,True,G,GP,ST,4,1,F,2,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_0799b36c303c0978,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,dataInterface|stromSchaltbar,1,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_c4da5f005bd18356,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,dataInterface|temperaturEingaenge,1,True,G,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_f84f4c436f462f74,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,1,True,G,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_e58c5dc848e4bd10,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,1,True,G,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_a9f3af20d4794ca1,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_c0ba29a2dea3027d,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_07ab553c2e192b62,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,stromEingaenge|dev_advMeterVerification,1,True,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_eaa035e5e1dc5da9,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,stromEingaenge|customUserFluid,1,True,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_f0dab232b993fcfd,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,temperaturEingaenge|dev_advMeterVerification,1,True,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_b80e7ed679169677,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,temperaturEingaenge|customUserFluid,1,True,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_d3004baf06185b4d,x731,CFG731_28ac43a93658ad6b,677,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_e049618b920d59b6,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,explosionApproval|stromSchaltbar,1,True,G,GP,ST,4,1,F,2,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_d66147d90c14a63a,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,explosionApproval|temperaturEingaenge,1,True,G,GP,ST,4,1,F,2,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_63b6f6fcf28b1885,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,explosionApproval|dev_advMeterVerification,1,True,G,GP,ST,4,1,F,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_4eb63c13498ac15e,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,explosionApproval|customUserFluid,1,True,G,GP,ST,4,1,F,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_9cb3c996fff3863c,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,dataInterface|temperaturEingaenge,1,True,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_30ccf87da13edf1e,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,1,True,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_2e57977cf2dd500a,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,1,True,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_0e4ef63f0be06ccd,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_8a32108b530c7a73,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_7577c4cab9d61700,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,temperaturEingaenge|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_d3abce9cf375b196,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,temperaturEingaenge|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_05d3185ec6d57ffd,x731,CFG731_0db950a4979d2c52,679,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_9228cc48e333917c,x731,CFG731_258498329a834b05,682,ONE_CHARACTERISTIC,1,dataInterface,1,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_f030e97d69c5c359,x731,CFG731_258498329a834b05,682,ONE_CHARACTERISTIC,1,dev_advMeterVerification,1,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_a4038243bb1e609e,x731,CFG731_258498329a834b05,682,ONE_CHARACTERISTIC,1,customUserFluid,1,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_5aad423ad5989441,x731,CFG731_258498329a834b05,682,DEPENDENCY_TWO_CHARACTERISTIC,2,dataInterface|explosionApproval,1,True,G,GP,ST,4,1,F,2,MN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_4bd32ba44f2fdd5b,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,explosionApproval|stromEingaenge,1,True,G,GP,ST,4,1,F,2,MN,NN,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_8b6eb20d56ad0a7c,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,explosionApproval|dev_advMeterVerification,1,True,G,GP,ST,4,1,F,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_10dc89dcc8388903,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,explosionApproval|customUserFluid,1,True,G,GP,ST,4,1,F,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_d51f3c1d385f8bdc,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,dataInterface|stromEingaenge,2,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_9e4e2d60f553c3c1,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_b44b2e6818291871,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_f477f0e49db28202,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,stromEingaenge|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_88dd59ae5e4e18d8,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,stromEingaenge|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_762cef09e31dba4c,x731,CFG731_258498329a834b05,682,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_1b365e0951e7dea4,x731,CFG731_e24b476e4eb9ee5d,683,DEPENDENCY_TWO_CHARACTERISTIC,2,dataInterface|explosionApproval,1,True,G,GP,ST,4,1,F,2,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_0f65d7c8bd5d857f,x731,CFG731_e24b476e4eb9ee5d,683,TWO_CHARACTERISTIC,2,explosionApproval|dev_advMeterVerification,1,True,G,GP,ST,4,1,F,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_17c228c35a626f80,x731,CFG731_e24b476e4eb9ee5d,683,TWO_CHARACTERISTIC,2,explosionApproval|customUserFluid,1,True,G,GP,ST,4,1,F,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_9dca253a491f21d6,x731,CFG731_e24b476e4eb9ee5d,683,TWO_CHARACTERISTIC,2,dataInterface|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_7b2620a0a86146ac,x731,CFG731_e24b476e4eb9ee5d,683,TWO_CHARACTERISTIC,2,dataInterface|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_8d5e2de17be427cc,x731,CFG731_e24b476e4eb9ee5d,683,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_0893c2d75c71d33c,x731,CFG731_b74fb5418dad3b38,691,TWO_CHARACTERISTIC,2,explosionApproval|stromSchaltbar,1,True,G,GP,ST,4,1,F,2,MN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_f03dd6d0a112bc66,x731,CFG731_b74fb5418dad3b38,691,TWO_CHARACTERISTIC,2,explosionApproval|dev_advMeterVerification,1,True,G,GP,ST,4,1,F,2,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_7f6c0412b6d497fb,x731,CFG731_b74fb5418dad3b38,691,TWO_CHARACTERISTIC,2,explosionApproval|customUserFluid,1,True,G,GP,ST,4,1,F,2,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_d96428654a7607d5,x731,CFG731_b74fb5418dad3b38,691,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_1e8990b654f6639b,x731,CFG731_b74fb5418dad3b38,691,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_e5051ee84b25c9bb,x731,CFG731_b74fb5418dad3b38,691,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_147ff4a19b4bcc48,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,explosionApproval|temperaturEingaenge,1,True,G,GP,ST,4,1,F,2,MN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
CFG731_49eac53b550c371e,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,explosionApproval|dev_advMeterVerification,1,True,G,GP,ST,4,1,F,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_2933356bfa1fb8c5,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,explosionApproval|customUserFluid,1,True,G,GP,ST,4,1,F,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_f1355b6f00fd7f67,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,stromSchaltbar|dev_advMeterVerification,1,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_c353dea77be13566,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,stromSchaltbar|customUserFluid,1,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_de726eddfb3ad324,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,temperaturEingaenge|dev_advMeterVerification,2,True,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_12fbb65ced8a3b05,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,temperaturEingaenge|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_58b5c6e944c6ec51,x731,CFG731_0fbee36816b7af98,693,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_8366eceddaf01e58,x731,CFG731_09ae68fe03e9d026,695,TWO_CHARACTERISTIC,2,explosionApproval|dev_advMeterVerification,1,True,G,GP,ST,4,1,F,2,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
CFG731_5ae746dac49a854b,x731,CFG731_09ae68fe03e9d026,695,TWO_CHARACTERISTIC,2,explosionApproval|customUserFluid,1,True,G,GP,ST,4,1,F,2,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,NOVALUE,NOVALUE
CFG731_d7fc392c1c9df495,x731,CFG731_09ae68fe03e9d026,695,TWO_CHARACTERISTIC,2,dev_advMeterVerification|customUserFluid,2,True,G,GP,ST,4,1,A,2,MN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
CFG731_f84558a188ec14c0,x731,CFG731_4d7e108ea05eeb07,696,ONE_CHARACTERISTIC,1,devCategory,1,True,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_aaecd8f48f0639a0,x731,CFG731_4d7e108ea05eeb07,696,ONE_CHARACTERISTIC,1,stromSchaltbar,1,True,H,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_b60961340903daf0,x731,CFG731_4d7e108ea05eeb07,696,ONE_CHARACTERISTIC,1,binaerOpenColl_MP,1,True,H,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_3f43e18524472dbe,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|dataInterface,1,True,G,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_6663f2d2accaf291,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|stromSchaltbar,2,True,F,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_a22eff8c4cc62e8d,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|stromSchaltbar,2,True,G,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_c585b182e5ecfc9a,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|stromSchaltbar,1,True,S,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_d3e3ff79f19b24df,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,G,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_2dea397fa8bb4c22,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_9b02ef7390c40bbf,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_a9f5de433a6593e1,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,2,True,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_a6b221483901a6ee,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,2,True,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_68d0d8577edab436,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,1,True,S,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_9447ab27cf261b9e,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,dataInterface|binaerOpenColl_MP,1,True,H,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_0211575c0ccb90d2,x731,CFG731_4d7e108ea05eeb07,696,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerOpenColl_MP,2,True,H,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_b078d97fa9fdd1d9,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,devCategory|stromSchaltbar,1,True,G,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_3d9f20cbfdadc360,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,G,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_8eb3607cf36cf572,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_2eb6e107cccf07fb,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,G,GP,ST,4,1,N,N,MN,HS,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_768ac37f143197ac,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,2,True,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_aad5641884cad711,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,2,True,G,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_113dbe61aed25e43,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,1,True,S,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_b339d839e10eb209,x731,CFG731_565e3731063ff5c5,703,TWO_CHARACTERISTIC,2,stromSchaltbar|binaerOpenColl_MP,1,True,H,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_6b986d65d91bf97b,x731,CFG731_3259e11a8d6d6362,705,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,F,GP,ST,4,1,N,N,MN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_368b8952b102cb0e,x731,CFG731_3259e11a8d6d6362,705,TWO_CHARACTERISTIC,2,devCategory|stromEingaenge,2,True,G,GP,ST,4,1,N,N,MN,HS,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_4ff7bbb8e73cc265,x731,CFG731_3259e11a8d6d6362,705,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,F,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_5714a7af0af801aa,x731,CFG731_3259e11a8d6d6362,705,TWO_CHARACTERISTIC,2,devCategory|temperaturEingaenge,2,True,G,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_53cffcda6b4f1ffb,x731,CFG731_3259e11a8d6d6362,705,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,2,True,F,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_0c5cd97f5c20149b,x731,CFG731_3259e11a8d6d6362,705,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,2,True,G,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_67dbdc788fe111bc,x731,CFG731_3259e11a8d6d6362,705,TWO_CHARACTERISTIC,2,devCategory|binaerOpenColl_MP,1,True,S,GP,ST,4,1,N,N,MN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
CFG731_9ccdadb28a07accd,x731,CFG731_14299a2a74e42d7f,706,ONE_CHARACTERISTIC,1,devCategory,1,True,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
