rfq_id,regime,model,package,predicted_configuration_id,synthetic_engineer_configuration_id,model_probability,candidate_count,exact_choice,mandatory_equivalent,mandatory_preferred_equivalent,predicted_mandatory_total,predicted_mandatory_satisfied,predicted_mandatory_violations,predicted_preferred_total,predicted_preferred_satisfied,predicted_preferred_differences,ground_truth_mandatory_valid,ground_truth_mandatory_preferred_valid,outcome_category
RFQ731-004031,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_b8b11650a048baf7,CFG731_e4f7fe15e8ccf2c9,0.7466390057236635,4,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004033,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8f470181ad32eeae,CFG731_4b7f2cba3cb67912,0.7972512336943489,3,False,True,True,14,14,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004041,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_11da8cc369b71f5a,CFG731_c725c1a52aab3a73,0.8251467132151252,4,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004050,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_a3b03637ed22317c,CFG731_cf4fb8862e2ab5fc,0.9168699211972622,2,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004059,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_5cfa203ca7029f1c,CFG731_4a6afa34ded1f013,0.5997746279529096,2,False,True,True,9,9,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004062,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_f0e6b17b1bb2d5ab,CFG731_c640b5e8e10ff5e6,0.9428398152553404,2,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004076,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_7882c72c21497015,CFG731_4772bedc40328ae2,0.9321594817008296,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004088,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_37f66c3948c00e57,0.666808452305353,11,False,True,True,10,10,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004096,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_b8b11650a048baf7,CFG731_868fc79316fb0836,0.7847140065179391,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004099,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731PW,CFG731_5995fa9fd5d1242f,CFG731_5995fa9fd5d1242f,0.8996291198732062,1,True,True,True,8,8,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004104,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8c50542218db5cb0,CFG731_b3506a753aafcfa3,0.8073165247263985,6,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004107,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731CA,CFG731_19ec976991ce75a9,CFG731_19ec976991ce75a9,0.992670876323098,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004117,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8f470181ad32eeae,CFG731_5aad423ad5989441,0.8042403754865216,4,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004120,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_bbcb665ced67f8c3,CFG731_0aa987e1ae960c88,0.732418495562166,2,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004121,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_ddd1ce28a3456ff6,CFG731_6ba028da3bba9c41,0.6892775832269362,7,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004137,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8c8856d21252930e,CFG731_bf8f7d1a25ad0a6e,0.8774088871557254,2,False,True,True,13,13,0,0,0,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004142,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_32b4b1ec4513af66,CFG731_58b9913d8024b015,0.5658352208687952,8,False,True,True,11,11,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004149,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_91e51485b56960b2,CFG731_875f5d7eec61db7e,0.8688297983113983,6,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004152,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731PW,CFG731_5995fa9fd5d1242f,CFG731_b265e25b7baf721d,0.8813039734554594,3,False,True,True,10,10,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004157,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_5dd42015f6f61801,CFG731_aa1770e6c2806f71,0.8526339347526648,10,False,True,True,6,6,0,7,7,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004168,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_162b59c5f8cf5a72,CFG731_162b59c5f8cf5a72,0.9407180813232976,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004171,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_7203705eed387b0a,CFG731_00533f723f7496de,0.6517372835320027,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004173,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_c9498cf6f4410d44,CFG731_c9498cf6f4410d44,0.9531794537543684,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004178,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_af8fc23bebdac123,CFG731_af8fc23bebdac123,0.9285758050602272,1,True,True,True,9,9,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004181,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_ef8d68b6d278bfec,0.9514085193690812,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004182,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8d78781f8753b72a,CFG731_8d78781f8753b72a,0.9415801132370438,1,True,True,True,9,9,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004186,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8d2d91c46ccfb471,CFG731_22fecf5bb26e1132,0.9063490891183548,4,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004188,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_35ed22cad11f9a11,CFG731_cd1c2b236ffda331,0.6912986068556006,2,False,True,True,8,8,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004190,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,0.9900829080662046,1,True,True,True,11,11,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004197,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731TE,CFG731_344778a042931752,CFG731_344778a042931752,0.9911247811531744,2,True,True,True,9,9,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004198,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731PW,CFG731_0d8116f4900c6919,CFG731_0d8116f4900c6919,0.9838227873874096,1,True,True,True,9,9,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004199,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_0fdf5c36c9c41e69,CFG731_671960d0fb04b698,0.7277800788630349,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004217,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731VG,CFG731_6a47b38d62a9fed3,CFG731_6a47b38d62a9fed3,0.9975951327673376,1,True,True,True,13,13,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004220,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_608c0251ef380592,CFG731_7157b3d45716ad8f,0.8502417482654044,5,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004227,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_83f956404d04e6cd,CFG731_cc50cacf788bd84a,0.8108733960394172,4,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004229,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_715a3d3226cbaffd,CFG731_715a3d3226cbaffd,0.9900901260701872,1,True,True,True,11,11,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004235,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_a3b03637ed22317c,CFG731_aa4779c40e6c2de0,0.878822008027065,11,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004249,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_0c05dd0ad4f3894a,CFG731_0c05dd0ad4f3894a,0.0518769991249469,1,True,True,True,10,10,0,6,6,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004264,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_708466e4f37148f0,0.9572100549668776,2,False,True,True,9,9,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004282,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_bbcb665ced67f8c3,CFG731_bbcb665ced67f8c3,0.958938118260171,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004285,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_3bcde7f8df32303c,CFG731_8ff92e2888b6b13f,0.8128863671578488,3,False,True,True,11,11,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004292,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_f87794e7a98d0b11,CFG731_f87794e7a98d0b11,0.9615104652186472,1,True,True,True,13,13,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004304,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_7f5bfa7b21e81359,CFG731_26554ff79bcf8a3f,0.8771304243438517,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004305,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_5e61ce3b60d15e11,CFG731_c11c5ee5deff9a1e,0.8485873036895986,4,False,True,True,13,13,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004317,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_60f3aae8ede70fe0,CFG731_60f3aae8ede70fe0,0.9476225374994636,1,True,True,True,13,13,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004320,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_a6d4830ed3aa2681,CFG731_296392aa95929245,0.9454484604844128,3,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004354,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_91e51485b56960b2,CFG731_deb3d65220135a9e,0.8962997107102642,3,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004357,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_a4416ae9d698efa6,0.8054206301983229,4,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004378,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_6e096e946540ab4e,CFG731_dd3145b6d50f35f0,0.5961654047275002,7,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004379,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_af755e9c46cfadd4,CFG731_af755e9c46cfadd4,0.9166561463761016,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004389,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_996314000fcfec4b,CFG731_22da0d6030817265,0.9626767592880588,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004402,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731CA,CFG731_2aca30183aab25a9,CFG731_f235f4dd7693c885,0.8314661237460808,2,False,True,True,9,9,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004404,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_c775e192f3d489e9,CFG731_8634a8a0a780401d,0.7364375258904491,3,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004407,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_e0009be417f51ccd,CFG731_750dd83a06ba43cb,0.9655441702906492,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004413,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731CA,CFG731_817824ee3a762453,CFG731_817824ee3a762453,0.9890869250936624,1,True,True,True,9,9,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004417,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731VG,CFG731_6a47b38d62a9fed3,CFG731_6a47b38d62a9fed3,0.9900767594875364,1,True,True,True,8,8,0,7,7,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004431,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_bbffb73f3dff6787,CFG731_b827079551368856,0.957959342569608,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004433,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8d2d91c46ccfb471,CFG731_df5f598a914fb1cc,0.8779815707086153,6,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004441,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_2be17a56b0589fd1,CFG731_5a14e01af9745dda,0.856279577667992,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004449,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_3bcde7f8df32303c,CFG731_d22e45d35b3b7f29,0.67661949366261,4,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004460,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_169a8482d2028dff,CFG731_3f43e18524472dbe,0.3768342382402853,3,False,True,True,9,9,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004465,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731WD_DUALCHANNEL,CFG731_819cb4e76943eca6,CFG731_c37386a371e13fa8,0.9287090500142858,2,False,True,True,10,10,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004484,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_219ac3d01befd6d1,CFG731_d647249920724d90,0.8701306219020655,6,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004491,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_5e61ce3b60d15e11,CFG731_d08d05393d04fb8a,0.9119545927179004,4,False,True,True,9,9,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004498,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_04bb9195f752ca8c,CFG731_04bb9195f752ca8c,0.8852162698646452,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004507,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731TE,CFG731_b7c1a02b25610507,CFG731_b7c1a02b25610507,0.9900724193955316,2,True,True,True,8,8,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004511,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_91e51485b56960b2,CFG731_2e9ef53f42218763,0.8032915882875176,16,False,True,True,12,12,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004512,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731VG,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,0.9981340051102794,1,True,True,True,11,11,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004513,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_31aa13473958d7d3,CFG731_558c0cc81a7cd52b,0.7636165480603075,11,False,True,True,10,10,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004518,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_89772de94df83ba5,CFG731_612322a75794f61a,0.7657980618125149,10,False,True,True,8,8,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004519,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_a6d4830ed3aa2681,CFG731_d4a9fe62acefba0d,0.9631502908063224,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004526,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_a1f89a445799de07,CFG731_a1f89a445799de07,0.9540243618758806,1,True,True,True,10,10,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004529,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8d2d91c46ccfb471,CFG731_181ea7d5a9c21b8c,0.9745950322073214,2,False,True,True,12,12,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004547,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_162b59c5f8cf5a72,CFG731_162b59c5f8cf5a72,0.7530369287588267,1,True,True,True,8,8,0,6,6,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004559,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_e08dfad4737be3d9,CFG731_8bd839e0c8855562,0.8808886495889144,16,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004560,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_32b1041fd68aac23,CFG731_32b1041fd68aac23,0.9425610431675132,1,True,True,True,12,12,0,4,4,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004568,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_c39096767a7ae083,CFG731_db8bcd9b778dd779,0.8707951352622605,7,False,True,True,8,8,0,6,6,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004573,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_2be17a56b0589fd1,CFG731_c517a14f9cf12c39,0.9121674833367096,2,False,True,True,10,10,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004589,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_8b18ac1c34209d63,CFG731_d44e54f35ee15977,0.8891129262834107,4,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004596,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_32b1041fd68aac23,CFG731_70b38ab75d3ca724,0.8558639764624411,2,False,True,True,12,12,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004600,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_d124ccffa669c3a2,CFG731_6e088ee30195b6c4,0.8215965270411795,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004602,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_fb16e30f5bbb87f2,CFG731_a9ec8cda9130252f,0.4872002804604926,3,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004607,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-HT,CFG731_63eca10a00ae1f5d,CFG731_a4416ae9d698efa6,0.8502555401870138,4,False,True,True,11,11,0,3,3,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004608,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_62d0f0f6bab9bdcb,CFG731_62d0f0f6bab9bdcb,0.9790978478764438,1,True,True,True,13,13,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004611,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731CA,CFG731_817824ee3a762453,CFG731_2cb814ee06486282,0.9135237716927064,2,False,True,True,8,8,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004623,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_ad0a2fd7350b6cca,CFG731_9defb51135f6ef11,0.8036884297397969,4,False,True,True,15,15,0,0,0,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004630,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_4d7e108ea05eeb07,CFG731_4d7e108ea05eeb07,0.881378540695959,1,True,True,True,12,12,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004636,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_b65f8c1aefa2a95b,CFG731_f3b867931d904122,0.6588347028273113,4,False,True,True,8,8,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004639,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_5d345c0f49f6f272,CFG731_5d345c0f49f6f272,0.2209100174503,1,True,True,True,14,14,0,2,2,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004645,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_8d07e19298d09d34,CFG731_8d07e19298d09d34,0.9578133788566472,1,True,True,True,11,11,0,5,5,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004649,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,F731TE,CFG731_07fb816f7dc25bc8,CFG731_07fb816f7dc25bc8,0.9965890194752915,1,True,True,True,10,10,0,3,3,0,True,True,EXACT_SYNTHETIC_ENGINEER_CHOICE
RFQ731-004650,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_f3fed379f1eb01f9,CFG731_0a1a1c7c495ec1de,0.6931693119567203,2,False,True,True,11,11,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004654,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,G731ST-LT,CFG731_7203705eed387b0a,CFG731_3c070a82e4102784,0.8233104191349423,2,False,True,True,11,11,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004667,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_97796c9ac2811c94,CFG731_25c733523f45b8a2,0.6563076313261755,7,False,True,True,9,9,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004672,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_3b2a32abbf148ca1,CFG731_ade755d80d357018,0.8558566373947043,6,False,True,True,12,12,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004675,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_608c0251ef380592,CFG731_3727d181b2806370,0.8964515172973273,4,False,True,True,13,13,0,1,1,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004681,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_83f956404d04e6cd,CFG731_9a0f0b26c7f24725,0.7981125294287663,2,False,True,True,14,14,0,2,2,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004685,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_e80085d86d0bbfa9,CFG731_cf4bb519cec0df2f,0.8089638649923641,2,False,True,True,11,11,0,5,5,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
RFQ731-004691,REALISTIC_BASELINE,HIST_GRADIENT_BOOSTING,X731,CFG731_0fbee36816b7af98,CFG731_0318c2a0a1c0c588,0.7098945829675554,11,False,True,True,10,10,0,4,4,0,True,True,REQUIREMENT_EQUIVALENT_ALTERNATIVE
